time	1-SP	1-T	2-T	2-SP
2022-01-26T07:11:33.028Z	904	902	274	275
2022-01-26T07:11:53.031Z	934	932	250	249
2022-01-26T07:12:13.032Z	958	957	227	226
2022-01-26T07:12:33.032Z	978	977	204	203
2022-01-26T07:12:53.034Z	991	991	182	181
2022-01-26T07:13:13.035Z	998	999	161	161
2022-01-26T07:13:33.035Z	1000	1000	140	141
2022-01-26T07:13:53.035Z	995	995	121	122
2022-01-26T07:14:13.036Z	984	984	104	105
2022-01-26T07:14:33.037Z	968	967	88	89
2022-01-26T07:14:53.038Z	943	944	73	74
2022-01-26T07:15:13.039Z	915	917	59	60
2022-01-26T07:15:33.040Z	882	884	47	46
2022-01-26T07:15:53.040Z	844	846	36	35
2022-01-26T07:16:13.040Z	802	804	26	26
2022-01-26T07:16:33.041Z	757	759	18	18
2022-01-26T07:16:53.042Z	708	706	12	11
2022-01-26T07:17:13.042Z	657	654	6	6
2022-01-26T07:17:33.042Z	603	601	3	3
2022-01-26T07:17:53.042Z	549	546	1	1
2022-01-26T07:18:13.043Z	494	491	0	0
2022-01-26T07:18:33.044Z	434	436	1	1
2022-01-26T07:18:53.044Z	380	382	4	3
2022-01-26T07:19:13.044Z	327	330	8	8
2022-01-26T07:19:33.044Z	277	279	13	13
2022-01-26T07:19:53.045Z	229	231	20	21
2022-01-26T07:20:13.047Z	184	182	29	29
2022-01-26T07:20:33.047Z	144	142	39	39
2022-01-26T07:20:53.047Z	107	106	51	50
2022-01-26T07:21:13.048Z	76	74	64	63
2022-01-26T07:21:33.049Z	49	48	78	77
2022-01-26T07:21:53.049Z	28	27	93	92
2022-01-26T07:22:13.049Z	12	12	110	109
2022-01-26T07:22:33.049Z	3	3	128	127
2022-01-26T07:22:53.049Z	0	0	147	147
2022-01-26T07:23:13.058Z	3	3	167	166
2022-01-26T07:23:33.062Z	12	13	189	188
2022-01-26T07:23:53.069Z	28	27	210	211
2022-01-26T07:24:13.071Z	50	49	234	233
2022-01-26T07:24:33.079Z	75	76	258	257
2022-01-26T07:24:53.080Z	108	106	281	282
2022-01-26T07:25:13.087Z	146	144	307	306
2022-01-26T07:25:33.093Z	184	186	334	333
2022-01-26T07:25:53.105Z	230	233	359	360
2022-01-26T07:26:13.115Z	280	278	386	388
2022-01-26T07:26:33.117Z	328	330	414	413
2022-01-26T07:26:53.121Z	382	385	440	441
2022-01-26T07:27:13.125Z	439	436	468	470
2022-01-26T07:27:33.130Z	496	493	497	496
2022-01-26T07:27:53.131Z	547	550	526	524
2022-01-26T07:28:13.139Z	604	601	551	553
2022-01-26T07:28:33.146Z	659	657	580	578
2022-01-26T07:28:53.155Z	708	710	608	607
2022-01-26T07:29:13.163Z	758	760	633	634
2022-01-26T07:29:33.165Z	805	803	660	662
2022-01-26T07:29:53.176Z	845	846	687	686
2022-01-26T07:30:13.184Z	884	885	711	712
2022-01-26T07:30:33.195Z	918	916	737	738
2022-01-26T07:30:53.199Z	944	945	761	760
2022-01-26T07:31:13.202Z	967	968	783	784
2022-01-26T07:31:33.213Z	985	984	806	807
2022-01-26T07:31:53.217Z	995	995	828	827
2022-01-26T07:32:13.228Z	1000	1000	849	848
2022-01-26T07:32:33.231Z	998	998	867	868
2022-01-26T07:32:53.233Z	990	991	886	885
2022-01-26T07:33:13.240Z	977	977	904	903
2022-01-26T07:33:33.243Z	957	956	918	919
2022-01-26T07:33:53.251Z	931	933	933	934
2022-01-26T07:34:13.266Z	903	901	947	946
2022-01-26T07:34:33.270Z	866	865	958	958
2022-01-26T07:34:53.277Z	825	827	969	969
2022-01-26T07:35:13.280Z	780	782	978	977
2022-01-26T07:35:33.293Z	735	733	985	985
2022-01-26T07:35:53.302Z	684	681	991	991
2022-01-26T07:36:13.312Z	630	632	996	996
2022-01-26T07:36:33.326Z	579	576	999	998
2022-01-26T07:36:53.326Z	522	519	1000	1000
2022-01-26T07:37:13.329Z	465	468	1000	1000
2022-01-26T07:37:33.330Z	408	411	998	998
2022-01-26T07:37:53.330Z	358	355	995	995
2022-01-26T07:38:13.338Z	304	306	990	990
2022-01-26T07:38:33.354Z	253	255	984	984
2022-01-26T07:38:53.357Z	209	207	976	976
2022-01-26T07:39:13.366Z	165	163	967	966
2022-01-26T07:39:33.376Z	125	126	956	955
2022-01-26T07:39:53.383Z	92	91	943	944
2022-01-26T07:40:13.391Z	62	61	931	930
2022-01-26T07:40:33.392Z	37	38	916	915
2022-01-26T07:40:53.394Z	20	19	899	900
2022-01-26T07:41:13.397Z	7	7	881	882
2022-01-26T07:41:33.411Z	1	1	864	863
2022-01-26T07:41:53.421Z	1	1	844	845
2022-01-26T07:42:13.428Z	7	7	823	824
2022-01-26T07:42:33.438Z	19	20	802	801
2022-01-26T07:42:53.443Z	38	37	779	778
2022-01-26T07:43:13.449Z	60	61	755	756
2022-01-26T07:43:33.449Z	90	91	732	731
2022-01-26T07:43:53.449Z	124	123	707	706
2022-01-26T07:44:13.449Z	163	165	682	680
2022-01-26T07:44:33.450Z	206	208	656	654
2022-01-26T07:44:53.450Z	252	254	627	628
2022-01-26T07:45:13.450Z	301	303	600	601
2022-01-26T07:45:33.450Z	353	355	573	574
2022-01-26T07:45:53.451Z	411	409	545	547
2022-01-26T07:46:13.451Z	466	463	518	519
2022-01-26T07:46:33.452Z	521	518	490	489
2022-01-26T07:46:53.454Z	576	573	463	462
2022-01-26T07:47:13.454Z	630	627	435	434
2022-01-26T07:47:33.454Z	682	680	408	407
2022-01-26T07:47:53.454Z	732	734	381	380
2022-01-26T07:48:13.455Z	779	781	355	354
2022-01-26T07:48:33.455Z	823	825	326	327
2022-01-26T07:48:53.455Z	863	865	301	302
2022-01-26T07:49:13.455Z	899	900	276	277
2022-01-26T07:49:33.455Z	932	931	252	253
2022-01-26T07:49:53.455Z	957	956	228	229
2022-01-26T07:50:13.456Z	977	976	205	204
2022-01-26T07:50:33.456Z	990	990	184	183
2022-01-26T07:50:53.456Z	998	998	163	162
2022-01-26T07:51:13.456Z	1000	1000	143	142
2022-01-26T07:51:33.457Z	996	995	124	123
2022-01-26T07:51:53.457Z	985	985	107	106
2022-01-26T07:52:13.457Z	969	968	89	89
2022-01-26T07:52:33.458Z	947	946	74	74
2022-01-26T07:52:53.458Z	920	918	60	61
2022-01-26T07:53:13.458Z	884	886	48	48
2022-01-26T07:53:33.458Z	847	848	37	37
2022-01-26T07:53:53.460Z	805	807	27	26
2022-01-26T07:54:13.461Z	759	761	19	18
2022-01-26T07:54:33.461Z	711	713	12	12
2022-01-26T07:54:53.463Z	660	662	7	7
2022-01-26T07:55:13.464Z	607	604	3	3
2022-01-26T07:55:33.464Z	552	550	1	1
2022-01-26T07:55:53.465Z	497	495	0	0
2022-01-26T07:56:13.465Z	442	440	1	1
2022-01-26T07:56:33.465Z	388	385	3	3
2022-01-26T07:56:53.465Z	330	333	7	7
2022-01-26T07:57:13.465Z	280	282	13	13
2022-01-26T07:57:33.466Z	232	234	20	20
2022-01-26T07:57:53.467Z	187	189	28	29
2022-01-26T07:58:13.467Z	146	148	38	38
2022-01-26T07:58:33.467Z	109	111	49	50
2022-01-26T07:58:53.467Z	77	76	62	62
2022-01-26T07:59:13.468Z	50	49	76	76
2022-01-26T07:59:33.468Z	29	28	92	92
2022-01-26T07:59:53.470Z	13	13	109	108
2022-01-26T08:00:13.471Z	4	3	127	126
2022-01-26T08:00:33.471Z	0	0	145	145
2022-01-26T08:00:53.472Z	3	3	165	164
2022-01-26T08:01:13.473Z	12	11	186	187
2022-01-26T08:01:33.475Z	27	26	208	209
2022-01-26T08:01:53.476Z	47	46	231	232
2022-01-26T08:02:13.476Z	73	72	255	256
2022-01-26T08:02:33.477Z	105	106	279	280
2022-01-26T08:02:53.478Z	141	142	306	305
2022-01-26T08:03:13.479Z	181	183	332	331
2022-01-26T08:03:33.480Z	225	228	358	357
2022-01-26T08:03:53.480Z	273	275	385	384
2022-01-26T08:04:13.481Z	328	326	412	411
2022-01-26T08:04:33.481Z	381	378	439	438
2022-01-26T08:04:53.481Z	435	432	467	468
2022-01-26T08:05:13.481Z	490	487	494	495
2022-01-26T08:05:33.482Z	545	542	522	523
2022-01-26T08:05:53.482Z	599	597	549	550
2022-01-26T08:06:13.481Z	653	655	577	578
2022-01-26T08:06:33.483Z	705	707	604	605
2022-01-26T08:06:53.484Z	753	756	633	632
2022-01-26T08:07:13.485Z	799	801	659	658
2022-01-26T08:07:33.486Z	842	843	685	684
2022-01-26T08:07:53.486Z	880	881	710	709
2022-01-26T08:08:13.487Z	916	915	735	734
2022-01-26T08:08:33.487Z	944	943	759	758
2022-01-26T08:08:53.487Z	967	966	782	783
2022-01-26T08:09:13.487Z	983	983	805	806
2022-01-26T08:09:33.488Z	995	994	826	827
2022-01-26T08:09:53.489Z	1000	1000	846	847
2022-01-26T08:10:13.489Z	999	998	866	866
2022-01-26T08:10:33.489Z	992	991	885	885
2022-01-26T08:10:53.489Z	979	978	902	902
2022-01-26T08:11:13.489Z	960	959	918	917
2022-01-26T08:11:33.490Z	935	934	933	932
2022-01-26T08:11:53.491Z	903	904	946	945
2022-01-26T08:12:13.493Z	868	870	958	957
2022-01-26T08:12:33.494Z	828	830	968	968
2022-01-26T08:12:53.494Z	785	787	977	977
2022-01-26T08:13:13.495Z	738	740	984	985
2022-01-26T08:13:33.496Z	688	690	991	991
2022-01-26T08:13:53.496Z	636	634	995	995
2022-01-26T08:14:13.496Z	582	580	998	998
2022-01-26T08:14:33.497Z	528	525	1000	1000
2022-01-26T08:14:53.497Z	473	470	1000	1000
2022-01-26T08:15:13.497Z	418	415	998	998
2022-01-26T08:15:33.498Z	359	362	995	995
2022-01-26T08:15:53.511Z	307	309	990	991
2022-01-26T08:16:13.526Z	257	259	984	985
2022-01-26T08:16:33.531Z	213	211	976	977
2022-01-26T08:16:53.541Z	168	170	968	967
2022-01-26T08:17:13.550Z	128	129	957	957
2022-01-26T08:17:33.561Z	95	93	945	945
2022-01-26T08:17:53.569Z	64	63	932	931
2022-01-26T08:18:13.582Z	39	40	917	916
2022-01-26T08:18:33.596Z	21	21	900	901
2022-01-26T08:18:53.604Z	8	8	884	884
2022-01-26T08:19:13.618Z	1	1	866	865
2022-01-26T08:19:33.619Z	1	0	845	846
2022-01-26T08:19:53.634Z	6	6	824	825
2022-01-26T08:20:13.641Z	18	17	804	803
2022-01-26T08:20:33.647Z	36	35	781	782
2022-01-26T08:20:53.660Z	58	59	757	758
2022-01-26T08:21:13.670Z	87	89	734	733
2022-01-26T08:21:33.677Z	122	120	709	707
2022-01-26T08:21:53.685Z	158	160	682	684
2022-01-26T08:22:13.688Z	202	204	658	657
2022-01-26T08:22:33.694Z	250	247	630	629
2022-01-26T08:22:53.704Z	296	298	603	604
2022-01-26T08:23:13.710Z	349	352	575	576
2022-01-26T08:23:33.714Z	405	402	549	547
2022-01-26T08:23:53.722Z	461	459	520	521
2022-01-26T08:24:13.725Z	513	516	492	493
2022-01-26T08:24:33.726Z	570	568	466	464
2022-01-26T08:24:53.739Z	626	624	437	438
2022-01-26T08:25:13.742Z	676	678	409	410
2022-01-26T08:25:33.757Z	728	730	384	382
2022-01-26T08:25:53.766Z	777	775	356	355
2022-01-26T08:26:13.774Z	819	821	329	330
2022-01-26T08:26:33.788Z	861	863	305	303
2022-01-26T08:26:53.794Z	898	896	279	278
2022-01-26T08:27:13.800Z	930	928	254	255
2022-01-26T08:27:33.815Z	954	955	229	230
2022-01-26T08:27:53.825Z	975	974	208	207
2022-01-26T08:28:13.831Z	990	989	185	184
2022-01-26T08:28:33.841Z	997	998	163	164
2022-01-26T08:28:53.841Z	1000	1000	145	144
2022-01-26T08:29:13.848Z	996	996	125	124
2022-01-26T08:29:33.848Z	987	986	107	108
2022-01-26T08:29:53.848Z	970	969	90	91
2022-01-26T08:30:13.862Z	948	949	76	75
2022-01-26T08:30:33.876Z	920	921	61	62
2022-01-26T08:30:53.879Z	890	888	48	49
2022-01-26T08:31:13.893Z	851	850	38	37
2022-01-26T08:31:33.895Z	809	811	28	27
2022-01-26T08:31:53.903Z	762	764	19	19
2022-01-26T08:32:13.912Z	716	714	12	12
2022-01-26T08:32:33.916Z	663	666	7	7
2022-01-26T08:32:53.919Z	609	611	3	3
2022-01-26T08:33:13.929Z	558	555	1	1
2022-01-26T08:33:33.932Z	500	498	0	0
2022-01-26T08:33:53.937Z	443	446	1	1
2022-01-26T08:34:13.950Z	392	390	3	3
2022-01-26T08:34:33.950Z	338	335	7	7
2022-01-26T08:34:53.954Z	285	287	12	12
2022-01-26T08:35:13.962Z	235	237	19	20
2022-01-26T08:35:33.968Z	192	190	28	27
2022-01-26T08:35:53.974Z	150	148	37	37
2022-01-26T08:36:13.979Z	111	113	48	49
2022-01-26T08:36:33.982Z	78	79	61	61
2022-01-26T08:36:53.995Z	52	51	76	75
2022-01-26T08:37:14.007Z	30	31	90	91
2022-01-26T08:37:34.013Z	14	14	107	106
2022-01-26T08:37:54.026Z	4	4	125	125
2022-01-26T08:38:14.041Z	0	0	143	144
2022-01-26T08:38:34.055Z	2	2	164	165
2022-01-26T08:38:54.066Z	10	11	185	184
2022-01-26T08:39:14.067Z	25	26	208	207
2022-01-26T08:39:34.076Z	46	45	229	231
2022-01-26T08:39:54.085Z	73	71	254	253
2022-01-26T08:40:14.088Z	102	103	279	278
2022-01-26T08:40:34.103Z	139	140	303	304
2022-01-26T08:40:54.112Z	180	178	329	331
2022-01-26T08:41:14.124Z	222	224	356	355
2022-01-26T08:41:34.131Z	271	274	382	383
2022-01-26T08:41:54.138Z	324	321	409	411
2022-01-26T08:42:14.146Z	373	376	438	437
2022-01-26T08:42:34.148Z	429	432	466	465
2022-01-26T08:42:54.151Z	486	483	492	493
2022-01-26T08:43:14.159Z	543	540	521	519
2022-01-26T08:43:34.170Z	595	597	549	548
2022-01-26T08:43:54.176Z	650	648	575	576
2022-01-26T08:44:14.187Z	703	701	603	602
2022-01-26T08:44:34.201Z	750	752	631	630
2022-01-26T08:44:54.212Z	797	800	656	657
2022-01-26T08:45:14.214Z	841	839	683	684
2022-01-26T08:45:34.223Z	877	879	709	708
2022-01-26T08:45:54.237Z	912	914	732	733
2022-01-26T08:46:14.238Z	942	941	757	758
2022-01-26T08:46:34.238Z	965	964	780	781
2022-01-26T08:46:54.244Z	982	983	803	804
2022-01-26T08:47:14.240Z	994	994	826	825
2022-01-26T08:47:34.240Z	999	1000	846	846
2022-01-26T08:47:54.241Z	999	999	866	865
2022-01-26T08:48:14.242Z	992	992	884	883
2022-01-26T08:48:34.242Z	979	979	901	900
2022-01-26T08:48:54.244Z	960	961	917	916
2022-01-26T08:49:14.244Z	935	937	931	932
2022-01-26T08:49:34.244Z	906	907	945	945
2022-01-26T08:49:54.244Z	871	873	957	957
2022-01-26T08:50:14.246Z	832	834	967	968
2022-01-26T08:50:34.246Z	789	787	976	977
2022-01-26T08:50:54.247Z	742	740	984	984
2022-01-26T08:51:14.248Z	692	690	991	990
2022-01-26T08:51:34.249Z	640	638	995	995
2022-01-26T08:51:54.250Z	587	584	998	998
2022-01-26T08:52:14.250Z	527	530	1000	1000
2022-01-26T08:52:34.250Z	472	475	1000	1000
2022-01-26T08:52:54.252Z	417	420	998	998
2022-01-26T08:53:14.252Z	363	366	995	995
2022-01-26T08:53:34.253Z	311	314	991	991
2022-01-26T08:53:54.254Z	262	264	985	985
2022-01-26T08:54:14.255Z	215	213	977	977
2022-01-26T08:54:34.255Z	171	169	968	968
2022-01-26T08:54:54.256Z	132	130	957	958
2022-01-26T08:55:14.256Z	97	95	945	946
2022-01-26T08:55:34.256Z	67	66	932	933
2022-01-26T08:55:54.256Z	42	41	918	918
2022-01-26T08:56:14.257Z	21	22	902	903
2022-01-26T08:56:34.256Z	8	9	885	886
2022-01-26T08:56:54.257Z	1	1	867	866
2022-01-26T08:57:14.258Z	0	0	847	846
2022-01-26T08:57:34.259Z	6	5	827	826
2022-01-26T08:57:54.260Z	17	17	806	805
2022-01-26T08:58:14.260Z	34	35	783	782
2022-01-26T08:58:34.261Z	56	57	758	759
2022-01-26T08:58:54.262Z	84	86	734	735
2022-01-26T08:59:14.262Z	117	119	709	711
2022-01-26T08:59:34.264Z	155	157	684	685
2022-01-26T08:59:54.264Z	201	199	658	659
2022-01-26T09:00:14.265Z	247	245	632	633
2022-01-26T09:00:34.265Z	296	294	605	604
2022-01-26T09:00:54.265Z	347	345	578	577
2022-01-26T09:01:14.266Z	401	398	551	549
2022-01-26T09:01:34.266Z	455	458	523	522
2022-01-26T09:01:54.266Z	510	513	496	494
2022-01-26T09:02:14.266Z	565	568	466	467
2022-01-26T09:02:34.267Z	619	622	438	440
2022-01-26T09:02:54.268Z	672	674	411	412
2022-01-26T09:03:14.268Z	723	725	384	385
2022-01-26T09:03:34.269Z	775	773	357	359
2022-01-26T09:03:54.269Z	819	817	331	332
2022-01-26T09:04:14.269Z	859	858	306	304
2022-01-26T09:04:34.270Z	895	894	281	279
2022-01-26T09:04:54.271Z	927	925	256	255
2022-01-26T09:05:14.272Z	953	954	232	231
2022-01-26T09:05:34.273Z	973	974	210	209
2022-01-26T09:05:54.273Z	988	989	186	187
2022-01-26T09:06:14.273Z	997	997	165	166
2022-01-26T09:06:34.273Z	1000	1000	145	146
2022-01-26T09:06:54.273Z	997	997	126	127
2022-01-26T09:07:14.273Z	987	987	108	109
2022-01-26T09:07:34.274Z	971	972	92	91
2022-01-26T09:07:54.274Z	950	951	77	76
2022-01-26T09:08:14.274Z	923	924	63	62
2022-01-26T09:08:34.274Z	891	892	50	49
2022-01-26T09:08:54.274Z	854	852	39	38
2022-01-26T09:09:14.274Z	813	811	29	28
2022-01-26T09:09:34.275Z	768	766	19	20
2022-01-26T09:09:54.276Z	720	718	13	13
2022-01-26T09:10:14.276Z	670	667	7	7
2022-01-26T09:10:34.278Z	612	615	3	3
2022-01-26T09:10:54.278Z	558	560	1	1
2022-01-26T09:11:14.278Z	503	505	0	0
2022-01-26T09:11:34.278Z	448	450	1	1
2022-01-26T09:11:54.278Z	393	396	3	3
2022-01-26T09:12:14.278Z	340	343	6	7
2022-01-26T09:12:34.278Z	289	287	12	12
2022-01-26T09:12:54.278Z	241	239	18	19
2022-01-26T09:13:14.277Z	195	193	27	27
2022-01-26T09:13:34.278Z	153	152	37	36
2022-01-26T09:13:54.279Z	116	114	48	47
2022-01-26T09:14:14.279Z	80	82	60	60
2022-01-26T09:14:34.279Z	53	54	74	73
2022-01-26T09:14:54.279Z	31	32	89	90
2022-01-26T09:15:14.279Z	15	15	106	106
2022-01-26T09:15:34.279Z	4	5	123	124
2022-01-26T09:15:54.280Z	0	0	142	143
2022-01-26T09:16:14.280Z	2	2	161	162
2022-01-26T09:16:34.280Z	10	10	182	183
2022-01-26T09:16:54.281Z	23	24	206	205
2022-01-26T09:17:14.281Z	43	44	229	228
2022-01-26T09:17:34.281Z	68	69	252	251
2022-01-26T09:17:54.282Z	101	100	277	275
2022-01-26T09:18:14.283Z	137	135	302	300
2022-01-26T09:18:34.284Z	177	175	327	328
2022-01-26T09:18:54.284Z	221	219	353	354
2022-01-26T09:19:14.284Z	268	266	380	381
2022-01-26T09:19:34.284Z	318	316	407	408
2022-01-26T09:19:54.284Z	370	373	434	435
2022-01-26T09:20:14.285Z	424	427	461	462
2022-01-26T09:20:34.286Z	479	482	491	490
2022-01-26T09:20:54.286Z	534	537	519	518
2022-01-26T09:21:14.287Z	589	591	546	545
2022-01-26T09:21:34.287Z	647	645	574	572
2022-01-26T09:21:54.288Z	699	697	601	600
2022-01-26T09:22:14.288Z	748	746	628	629
2022-01-26T09:22:34.290Z	794	792	654	655
2022-01-26T09:22:54.290Z	837	835	680	681
2022-01-26T09:23:14.291Z	876	874	705	706
2022-01-26T09:23:34.292Z	910	911	730	731
2022-01-26T09:23:54.293Z	939	940	754	755
2022-01-26T09:24:14.293Z	962	963	780	779
2022-01-26T09:24:34.293Z	980	981	802	801
2022-01-26T09:24:54.293Z	993	993	824	823
2022-01-26T09:25:14.294Z	999	999	844	843
2022-01-26T09:25:34.294Z	999	999	863	863
2022-01-26T09:25:54.295Z	993	993	882	883
2022-01-26T09:26:14.295Z	980	981	899	900
2022-01-26T09:26:34.295Z	962	963	915	916
2022-01-26T09:26:54.297Z	939	940	930	930
2022-01-26T09:27:14.297Z	909	908	943	944
2022-01-26T09:27:34.298Z	875	874	956	956
2022-01-26T09:27:54.298Z	837	835	967	966
2022-01-26T09:28:14.298Z	794	792	976	976
2022-01-26T09:28:34.298Z	748	746	984	983
2022-01-26T09:28:54.298Z	694	696	990	990
2022-01-26T09:29:14.298Z	642	645	995	995
2022-01-26T09:29:34.298Z	589	591	998	998
2022-01-26T09:29:54.298Z	534	536	1000	1000
2022-01-26T09:30:14.298Z	479	481	1000	1000
2022-01-26T09:30:34.298Z	424	422	999	999
2022-01-26T09:30:54.298Z	370	368	996	996
2022-01-26T09:31:14.298Z	318	316	991	991
2022-01-26T09:31:34.299Z	268	266	985	985
2022-01-26T09:31:54.299Z	220	218	978	978
2022-01-26T09:32:14.300Z	177	175	969	969
2022-01-26T09:32:34.300Z	133	135	959	959
2022-01-26T09:32:54.302Z	98	100	947	947
2022-01-26T09:33:14.303Z	68	69	934	933
2022-01-26T09:33:34.303Z	43	44	919	919
2022-01-26T09:33:54.303Z	23	24	904	903
2022-01-26T09:34:14.303Z	10	9	887	886
2022-01-26T09:34:34.304Z	2	2	869	868
2022-01-26T09:34:54.304Z	0	0	848	849
2022-01-26T09:35:14.304Z	5	5	828	829
2022-01-26T09:35:34.305Z	15	16	806	807
2022-01-26T09:35:54.306Z	31	32	784	785
2022-01-26T09:36:14.307Z	55	54	761	762
2022-01-26T09:36:34.308Z	84	82	737	738
2022-01-26T09:36:54.308Z	116	115	712	714
2022-01-26T09:37:14.308Z	154	152	687	686
2022-01-26T09:37:34.308Z	196	194	661	660
2022-01-26T09:37:54.309Z	241	239	635	634
2022-01-26T09:38:14.311Z	290	288	608	607
2022-01-26T09:38:34.311Z	341	344	581	580
2022-01-26T09:38:54.312Z	394	397	551	553
2022-01-26T09:39:14.312Z	449	451	524	525
2022-01-26T09:39:34.313Z	504	506	496	498
2022-01-26T09:39:54.313Z	559	561	469	470
2022-01-26T09:40:14.314Z	618	615	441	443
2022-01-26T09:40:34.315Z	671	668	414	415
2022-01-26T09:40:54.315Z	721	719	387	386
2022-01-26T09:41:14.317Z	769	767	361	359
2022-01-26T09:41:34.318Z	814	812	334	333
2022-01-26T09:41:54.319Z	855	853	309	307
2022-01-26T09:42:14.320Z	891	893	283	282
2022-01-26T09:42:34.320Z	923	925	257	258
2022-01-26T09:42:54.320Z	950	951	233	234
2022-01-26T09:43:14.320Z	971	972	210	211
2022-01-26T09:43:34.321Z	987	987	188	189
2022-01-26T09:43:54.322Z	997	997	167	168
2022-01-26T09:44:14.324Z	1000	1000	147	148
2022-01-26T09:44:34.325Z	997	997	128	127
2022-01-26T09:44:54.325Z	988	989	110	110
2022-01-26T09:45:14.325Z	973	974	94	93
2022-01-26T09:45:34.325Z	952	953	78	78
2022-01-26T09:45:54.325Z	926	925	64	63
2022-01-26T09:46:14.326Z	895	893	50	51
2022-01-26T09:46:34.326Z	859	857	39	39
2022-01-26T09:46:54.326Z	818	816	29	29
2022-01-26T09:47:14.326Z	774	772	20	21
2022-01-26T09:47:34.326Z	722	724	13	14
2022-01-26T09:47:54.327Z	671	673	8	8
2022-01-26T09:48:14.327Z	618	621	4	4
2022-01-26T09:48:34.327Z	564	567	1	1
2022-01-26T09:48:54.329Z	509	512	0	0
2022-01-26T09:49:14.331Z	454	452	0	1
2022-01-26T09:49:34.331Z	400	397	2	3
2022-01-26T09:49:54.331Z	347	344	6	6
2022-01-26T09:50:14.331Z	295	293	11	11
2022-01-26T09:50:34.331Z	246	244	18	18
2022-01-26T09:50:54.332Z	200	198	26	26
2022-01-26T09:51:14.331Z	155	156	36	35
2022-01-26T09:51:34.332Z	117	118	47	46
2022-01-26T09:51:54.332Z	84	85	59	59
2022-01-26T09:52:14.333Z	56	57	72	73
2022-01-26T09:52:34.333Z	33	34	87	88
2022-01-26T09:52:54.333Z	16	16	104	104
2022-01-26T09:53:14.336Z	5	5	121	122
2022-01-26T09:53:34.337Z	0	0	141	140
2022-01-26T09:53:54.336Z	1	2	161	160
2022-01-26T09:54:14.337Z	8	9	182	181
2022-01-26T09:54:34.337Z	21	22	203	202
2022-01-26T09:54:54.338Z	42	41	226	225
2022-01-26T09:55:14.338Z	67	66	249	248
2022-01-26T09:55:34.339Z	97	96	274	275
