time	1-T	2-T
2021-02-25T08:52:51.317Z	905	727
2021-02-25T08:52:56.318Z	912	733
2021-02-25T08:53:01.318Z	920	739
2021-02-25T08:53:06.318Z	927	745
2021-02-25T08:53:11.319Z	935	752
2021-02-25T08:53:16.319Z	941	757
2021-02-25T08:53:21.320Z	948	764
2021-02-25T08:53:32.412Z	527	514
2021-02-25T08:53:37.411Z	540	520
2021-02-25T08:53:42.411Z	554	528
2021-02-25T08:53:47.412Z	567	534
2021-02-25T08:53:52.414Z	582	541
2021-02-25T08:53:57.414Z	597	548
2021-02-25T08:54:12.443Z	526	514
2021-02-25T08:54:25.468Z	527	514
2021-02-25T08:54:30.468Z	539	520
2021-02-25T08:54:35.469Z	554	528
2021-02-25T08:54:40.469Z	569	534
2021-02-25T08:54:45.470Z	582	541
2021-02-25T08:54:50.470Z	596	548
2021-02-25T08:54:55.470Z	609	555
2021-02-25T08:55:00.469Z	623	561
2021-02-25T08:55:05.469Z	635	569
2021-02-25T08:55:10.470Z	650	575
2021-02-25T08:55:15.471Z	662	582
2021-02-25T08:55:27.494Z	527	514
2021-02-25T08:55:32.494Z	539	520
2021-02-25T08:55:37.494Z	554	528
2021-02-25T08:55:42.495Z	569	534
2021-02-25T08:55:47.495Z	582	541
2021-02-25T08:56:02.499Z	527	514
2021-02-25T08:56:07.500Z	542	520
2021-02-25T08:56:12.500Z	554	527
2021-02-25T08:56:17.501Z	569	534
2021-02-25T08:56:22.500Z	581	541
2021-02-25T08:56:27.501Z	596	547
2021-02-25T08:56:32.501Z	608	555
2021-02-25T08:56:37.503Z	623	562
2021-02-25T08:56:42.503Z	635	569
2021-02-25T08:56:47.504Z	649	576
2021-02-25T08:56:52.505Z	661	582
2021-02-25T08:56:57.504Z	676	590
2021-02-25T08:57:02.505Z	689	596
2021-02-25T08:57:07.505Z	701	603
2021-02-25T08:57:12.505Z	715	609
2021-02-25T08:57:17.506Z	726	617
2021-02-25T08:57:22.507Z	739	623
2021-02-25T08:57:27.508Z	750	630
2021-02-25T08:57:32.509Z	763	637
2021-02-25T08:57:37.510Z	774	643
2021-02-25T08:57:42.512Z	786	650
2021-02-25T08:57:47.514Z	798	656
2021-02-25T08:57:52.515Z	808	663
2021-02-25T08:57:57.517Z	820	669
2021-02-25T08:58:02.518Z	829	676
2021-02-25T08:58:07.518Z	841	682
2021-02-25T08:58:12.520Z	850	689
2021-02-25T08:58:17.520Z	860	695
2021-02-25T08:58:22.520Z	869	702
2021-02-25T08:58:27.521Z	879	709
2021-02-25T08:58:32.522Z	887	714
2021-02-25T08:58:37.522Z	896	721
2021-02-25T08:58:42.524Z	905	727
2021-02-25T08:58:47.525Z	912	733
2021-02-25T08:58:52.527Z	921	739
2021-02-25T08:58:57.528Z	927	745
2021-02-25T08:59:02.529Z	935	751
2021-02-25T08:59:07.530Z	941	757
2021-02-25T08:59:12.530Z	948	763
2021-02-25T08:59:17.530Z	953	769
2021-02-25T08:59:22.532Z	959	775
2021-02-25T08:59:27.533Z	964	781
2021-02-25T08:59:32.534Z	970	787
2021-02-25T08:59:37.535Z	975	792
2021-02-25T08:59:42.535Z	978	798
2021-02-25T08:59:47.536Z	982	803
2021-02-25T08:59:52.536Z	986	809
2021-02-25T08:59:57.536Z	989	814
2021-02-25T09:00:02.536Z	991	820
2021-02-25T09:00:07.536Z	994	825
2021-02-25T09:00:12.537Z	996	830
2021-02-25T09:00:17.538Z	997	836
2021-02-25T09:00:22.538Z	999	840
2021-02-25T09:00:27.538Z	999	846
2021-02-25T09:00:32.538Z	1000	850
2021-02-25T09:00:37.538Z	1000	856
2021-02-25T09:00:42.539Z	1000	860
2021-02-25T09:00:47.539Z	999	865
2021-02-25T09:00:52.540Z	998	869
2021-02-25T09:00:57.540Z	996	874
2021-02-25T09:01:02.541Z	994	879
2021-02-25T09:01:07.543Z	992	883
2021-02-25T09:01:12.545Z	990	888
2021-02-25T09:01:17.545Z	987	892
2021-02-25T09:01:22.546Z	983	897
2021-02-25T09:01:27.548Z	979	900
2021-02-25T09:01:32.548Z	975	905
2021-02-25T09:01:37.548Z	970	909
2021-02-25T09:01:42.550Z	966	913
2021-02-25T09:01:47.551Z	960	916
2021-02-25T09:01:52.552Z	955	920
2021-02-25T09:01:57.553Z	949	924
2021-02-25T09:02:02.554Z	943	928
2021-02-25T09:02:07.554Z	936	932
2021-02-25T09:02:12.554Z	929	935
2021-02-25T09:02:17.556Z	922	938
2021-02-25T09:02:22.556Z	914	941
2021-02-25T09:02:27.556Z	907	945
2021-02-25T09:02:32.556Z	898	948
2021-02-25T09:02:37.557Z	890	951
2021-02-25T09:02:42.557Z	881	954
2021-02-25T09:02:47.558Z	872	957
2021-02-25T09:02:52.558Z	862	960
2021-02-25T09:02:57.558Z	853	962
2021-02-25T09:03:02.558Z	843	965
2021-02-25T09:03:07.558Z	831	967
2021-02-25T09:03:12.558Z	822	970
2021-02-25T09:03:17.560Z	810	972
2021-02-25T09:03:22.560Z	800	974
2021-02-25T09:03:27.560Z	788	976
2021-02-25T09:03:32.560Z	778	979
2021-02-25T09:03:37.561Z	765	980
2021-02-25T09:03:42.562Z	755	982
2021-02-25T09:03:47.562Z	742	984
2021-02-25T09:03:52.562Z	731	986
2021-02-25T09:03:57.563Z	717	988
2021-02-25T09:04:02.563Z	703	989
2021-02-25T09:04:07.564Z	692	990
2021-02-25T09:04:12.564Z	678	992
2021-02-25T09:04:17.564Z	666	993
2021-02-25T09:04:22.564Z	652	994
2021-02-25T09:04:27.564Z	640	995
2021-02-25T09:04:32.565Z	626	996
2021-02-25T09:04:37.565Z	613	997
2021-02-25T09:04:42.565Z	599	998
2021-02-25T09:04:47.566Z	586	998
2021-02-25T09:04:52.566Z	572	999
2021-02-25T09:04:57.566Z	557	999
2021-02-25T09:05:02.566Z	544	1000
2021-02-25T09:05:07.567Z	529	1000
2021-02-25T09:05:12.568Z	517	1000
2021-02-25T09:05:17.569Z	502	1000
2021-02-25T09:05:22.570Z	489	1000
2021-02-25T09:05:27.571Z	474	1000
2021-02-25T09:05:32.572Z	462	1000
2021-02-25T09:05:37.573Z	447	999
2021-02-25T09:05:42.574Z	434	999
2021-02-25T09:05:47.576Z	419	998
2021-02-25T09:05:52.577Z	405	998
2021-02-25T09:05:57.578Z	392	997
2021-02-25T09:06:02.578Z	378	996
2021-02-25T09:06:07.579Z	366	995
2021-02-25T09:06:12.580Z	351	994
2021-02-25T09:06:17.580Z	339	993
2021-02-25T09:06:22.580Z	325	992
2021-02-25T09:06:27.580Z	313	991
2021-02-25T09:06:32.582Z	300	989
2021-02-25T09:06:37.583Z	286	988
2021-02-25T09:06:42.583Z	275	986
2021-02-25T09:06:47.583Z	261	985
2021-02-25T09:06:52.583Z	250	983
2021-02-25T09:06:57.584Z	238	981
2021-02-25T09:07:02.586Z	227	979
2021-02-25T09:07:07.586Z	215	977
2021-02-25T09:07:12.586Z	204	975
2021-02-25T09:07:17.586Z	192	973
2021-02-25T09:07:22.586Z	183	971
2021-02-25T09:07:27.585Z	171	968
2021-02-25T09:07:32.586Z	160	966
2021-02-25T09:07:37.586Z	151	963
2021-02-25T09:07:42.586Z	140	961
2021-02-25T09:07:47.586Z	132	958
2021-02-25T09:07:52.586Z	122	955
2021-02-25T09:07:57.586Z	114	952
2021-02-25T09:08:02.587Z	104	949
2021-02-25T09:08:07.587Z	97	946
2021-02-25T09:08:12.588Z	88	942
2021-02-25T09:08:17.589Z	81	939
2021-02-25T09:08:22.591Z	73	936
2021-02-25T09:08:27.591Z	65	933
2021-02-25T09:08:32.591Z	59	929
2021-02-25T09:08:37.591Z	53	926
2021-02-25T09:08:42.592Z	47	922
2021-02-25T09:08:47.592Z	41	918
2021-02-25T09:08:52.592Z	36	914
2021-02-25T09:08:57.592Z	31	910
2021-02-25T09:09:02.592Z	27	906
2021-02-25T09:09:07.593Z	22	902
2021-02-25T09:09:12.594Z	18	898
2021-02-25T09:09:17.596Z	15	893
2021-02-25T09:09:22.596Z	11	890
2021-02-25T09:09:27.597Z	9	885
2021-02-25T09:09:32.597Z	6	881
2021-02-25T09:09:37.597Z	4	876
2021-02-25T09:09:42.598Z	3	872
2021-02-25T09:09:47.598Z	1	867
2021-02-25T09:09:52.598Z	1	861
2021-02-25T09:09:57.598Z	0	857
2021-02-25T09:10:02.599Z	0	852
2021-02-25T09:10:07.599Z	0	847
2021-02-25T09:10:12.600Z	1	842
2021-02-25T09:10:17.601Z	2	837
2021-02-25T09:10:22.601Z	4	832
2021-02-25T09:10:27.602Z	6	827
2021-02-25T09:10:32.602Z	8	821
2021-02-25T09:10:37.602Z	10	816
2021-02-25T09:10:42.603Z	13	811
2021-02-25T09:10:47.603Z	17	805
2021-02-25T09:10:52.604Z	20	800
2021-02-25T09:10:57.606Z	24	794
2021-02-25T09:11:02.607Z	29	789
2021-02-25T09:11:07.608Z	34	782
2021-02-25T09:11:12.608Z	39	777
2021-02-25T09:11:17.609Z	44	771
2021-02-25T09:11:22.610Z	51	766
2021-02-25T09:11:27.611Z	56	759
2021-02-25T09:11:32.611Z	63	754
2021-02-25T09:11:37.611Z	70	747
2021-02-25T09:11:42.611Z	78	741
2021-02-25T09:11:47.611Z	84	735
2021-02-25T09:11:52.611Z	93	729
2021-02-25T09:11:57.611Z	102	723
2021-02-25T09:12:02.614Z	109	716
2021-02-25T09:12:07.614Z	119	711
2021-02-25T09:12:12.614Z	127	704
2021-02-25T09:12:17.615Z	137	698
2021-02-25T09:12:22.615Z	146	691
2021-02-25T09:12:27.615Z	157	685
2021-02-25T09:12:32.617Z	166	678
2021-02-25T09:12:37.618Z	177	671
2021-02-25T09:12:42.619Z	187	665
2021-02-25T09:12:47.619Z	199	658
2021-02-25T09:12:52.619Z	211	652
2021-02-25T09:12:57.619Z	221	645
2021-02-25T09:13:02.619Z	234	639
2021-02-25T09:13:07.620Z	245	632
2021-02-25T09:13:12.621Z	258	626
2021-02-25T09:13:17.621Z	269	619
2021-02-25T09:13:22.621Z	282	611
2021-02-25T09:13:27.621Z	294	605
2021-02-25T09:13:32.621Z	307	598
2021-02-25T09:13:37.622Z	319	592
2021-02-25T09:13:42.623Z	333	584
2021-02-25T09:13:47.623Z	347	578
2021-02-25T09:13:52.623Z	359	571
2021-02-25T09:13:57.624Z	374	564
2021-02-25T09:14:02.624Z	386	557
2021-02-25T09:14:07.623Z	401	551
2021-02-25T09:14:12.625Z	413	543
2021-02-25T09:14:17.625Z	428	536
2021-02-25T09:14:22.625Z	440	530
2021-02-25T09:14:27.625Z	455	522
2021-02-25T09:14:32.625Z	468	516
2021-02-25T09:14:37.625Z	483	508
2021-02-25T09:14:42.625Z	498	502
2021-02-25T09:14:47.626Z	510	495
2021-02-25T09:14:52.626Z	525	488
2021-02-25T09:14:57.626Z	538	481
2021-02-25T09:15:02.626Z	553	475
2021-02-25T09:15:07.627Z	565	467
2021-02-25T09:15:12.628Z	580	460
2021-02-25T09:15:17.630Z	592	453
2021-02-25T09:15:22.629Z	607	446
2021-02-25T09:15:27.629Z	622	440
2021-02-25T09:15:32.630Z	634	432
2021-02-25T09:15:37.630Z	648	426
2021-02-25T09:15:42.631Z	660	419
2021-02-25T09:15:47.631Z	674	412
2021-02-25T09:15:52.632Z	686	405
2021-02-25T09:15:57.632Z	700	399
2021-02-25T09:16:02.633Z	711	391
2021-02-25T09:16:07.634Z	725	384
2021-02-25T09:16:12.635Z	736	378
2021-02-25T09:16:17.635Z	749	371
2021-02-25T09:16:22.636Z	762	365
2021-02-25T09:16:27.637Z	772	358
2021-02-25T09:16:32.637Z	785	352
2021-02-25T09:16:37.638Z	795	344
2021-02-25T09:16:42.639Z	807	338
2021-02-25T09:16:47.639Z	817	331
2021-02-25T09:16:52.641Z	828	326
2021-02-25T09:16:57.642Z	838	318
2021-02-25T09:17:02.642Z	849	312
2021-02-25T09:17:07.643Z	857	306
2021-02-25T09:17:12.644Z	868	299
2021-02-25T09:17:17.645Z	878	293
2021-02-25T09:17:22.645Z	886	286
2021-02-25T09:17:27.646Z	895	281
2021-02-25T09:17:32.647Z	903	274
2021-02-25T09:17:37.647Z	911	268
2021-02-25T09:17:42.647Z	918	262
2021-02-25T09:17:47.647Z	927	255
2021-02-25T09:17:52.649Z	933	250
2021-02-25T09:17:57.649Z	940	243
2021-02-25T09:18:02.650Z	946	238
2021-02-25T09:18:07.650Z	953	232
2021-02-25T09:18:12.651Z	959	226
2021-02-25T09:18:17.651Z	964	220
2021-02-25T09:18:22.652Z	969	215
2021-02-25T09:18:27.655Z	973	209
2021-02-25T09:18:32.656Z	978	204
2021-02-25T09:18:37.656Z	981	198
2021-02-25T09:18:42.657Z	985	192
2021-02-25T09:18:47.657Z	988	187
2021-02-25T09:18:52.658Z	991	181
2021-02-25T09:18:57.658Z	993	176
2021-02-25T09:19:02.659Z	996	170
2021-02-25T09:19:07.660Z	997	166
2021-02-25T09:19:12.662Z	998	160
2021-02-25T09:19:17.663Z	999	156
2021-02-25T09:19:22.663Z	1000	150
2021-02-25T09:19:27.664Z	1000	146
2021-02-25T09:19:32.665Z	1000	141
2021-02-25T09:19:37.665Z	999	135
2021-02-25T09:19:42.666Z	998	131
2021-02-25T09:19:47.666Z	997	126
2021-02-25T09:19:52.666Z	995	122
2021-02-25T09:19:57.667Z	993	117
2021-02-25T09:20:02.667Z	990	113
2021-02-25T09:20:07.668Z	987	108
2021-02-25T09:20:12.668Z	984	105
2021-02-25T09:20:17.668Z	980	100
2021-02-25T09:20:22.668Z	976	96
2021-02-25T09:20:27.668Z	972	92
2021-02-25T09:20:32.669Z	967	88
2021-02-25T09:20:37.671Z	962	84
2021-02-25T09:20:42.672Z	956	80
2021-02-25T09:20:47.672Z	950	77
2021-02-25T09:20:52.672Z	944	73
2021-02-25T09:20:57.673Z	937	69
2021-02-25T09:21:02.675Z	931	66
2021-02-25T09:21:07.674Z	923	63
2021-02-25T09:21:12.675Z	916	59
2021-02-25T09:21:17.674Z	908	56
2021-02-25T09:21:22.675Z	900	53
2021-02-25T09:21:27.676Z	891	49
2021-02-25T09:21:32.676Z	883	47
2021-02-25T09:21:37.677Z	873	44
2021-02-25T09:21:42.679Z	863	41
2021-02-25T09:21:47.679Z	854	38
2021-02-25T09:21:52.680Z	844	36
2021-02-25T09:21:57.681Z	834	33
2021-02-25T09:22:02.681Z	823	31
2021-02-25T09:22:07.682Z	813	28
2021-02-25T09:22:12.682Z	802	26
2021-02-25T09:22:17.682Z	791	24
2021-02-25T09:22:22.682Z	779	22
2021-02-25T09:22:27.683Z	769	20
2021-02-25T09:22:32.684Z	756	18
2021-02-25T09:22:37.684Z	743	16
2021-02-25T09:22:42.684Z	732	14
2021-02-25T09:22:47.686Z	718	13
2021-02-25T09:22:52.687Z	707	11
2021-02-25T09:22:57.688Z	693	10
2021-02-25T09:23:02.687Z	682	9
2021-02-25T09:23:07.689Z	668	7
2021-02-25T09:23:12.689Z	656	6
2021-02-25T09:23:17.690Z	641	5
2021-02-25T09:23:22.689Z	629	4
2021-02-25T09:23:27.689Z	615	3
2021-02-25T09:23:32.690Z	600	3
2021-02-25T09:23:37.690Z	588	2
2021-02-25T09:23:42.690Z	573	1
2021-02-25T09:23:47.691Z	561	1
2021-02-25T09:23:52.692Z	546	1
2021-02-25T09:23:57.693Z	533	0
2021-02-25T09:24:02.695Z	518	0
2021-02-25T09:24:07.695Z	506	0
2021-02-25T09:24:12.696Z	491	0
2021-02-25T09:24:17.697Z	478	0
2021-02-25T09:24:22.697Z	463	0
2021-02-25T09:24:27.698Z	448	1
2021-02-25T09:24:32.699Z	436	1
2021-02-25T09:24:37.701Z	421	2
2021-02-25T09:24:42.703Z	408	2
2021-02-25T09:24:47.703Z	394	3
2021-02-25T09:24:52.704Z	382	4
2021-02-25T09:24:57.705Z	367	5
2021-02-25T09:25:02.706Z	355	5
2021-02-25T09:25:07.707Z	341	7
2021-02-25T09:25:12.708Z	327	8
2021-02-25T09:25:17.709Z	315	9
2021-02-25T09:25:22.709Z	301	10
2021-02-25T09:25:27.710Z	290	12
2021-02-25T09:25:32.711Z	276	13
2021-02-25T09:25:37.712Z	265	15
2021-02-25T09:25:42.712Z	252	17
2021-02-25T09:25:47.712Z	241	19
2021-02-25T09:25:52.713Z	228	21
2021-02-25T09:25:57.713Z	218	22
2021-02-25T09:26:02.714Z	206	25
2021-02-25T09:26:07.714Z	193	27
2021-02-25T09:26:12.715Z	184	29
2021-02-25T09:26:17.715Z	172	31
2021-02-25T09:26:22.715Z	163	34
2021-02-25T09:26:27.714Z	152	36
2021-02-25T09:26:32.715Z	143	39
2021-02-25T09:26:37.716Z	133	42
2021-02-25T09:26:42.716Z	124	45
2021-02-25T09:26:47.716Z	115	48
2021-02-25T09:26:52.716Z	107	51
2021-02-25T09:26:57.717Z	98	54
2021-02-25T09:27:02.718Z	89	57
2021-02-25T09:27:07.719Z	82	60
2021-02-25T09:27:12.720Z	74	63
2021-02-25T09:27:17.721Z	67	67
2021-02-25T09:27:22.721Z	60	70
2021-02-25T09:27:27.723Z	54	74
2021-02-25T09:27:32.723Z	48	77
2021-02-25T09:27:37.724Z	42	81
2021-02-25T09:27:42.725Z	37	86
2021-02-25T09:27:47.727Z	32	89
2021-02-25T09:27:52.726Z	27	93
2021-02-25T09:27:57.726Z	22	97
2021-02-25T09:28:02.727Z	19	102
2021-02-25T09:28:07.728Z	15	105
2021-02-25T09:28:12.728Z	12	110
2021-02-25T09:28:17.728Z	9	114
2021-02-25T09:28:22.728Z	7	119
2021-02-25T09:28:27.728Z	5	123
2021-02-25T09:28:32.729Z	3	128
2021-02-25T09:28:37.730Z	2	133
2021-02-25T09:28:42.731Z	1	137
2021-02-25T09:28:47.733Z	0	142
2021-02-25T09:28:52.734Z	0	147
2021-02-25T09:28:57.734Z	0	152
2021-02-25T09:29:02.735Z	1	157
2021-02-25T09:29:07.737Z	2	162
2021-02-25T09:29:12.736Z	3	167
2021-02-25T09:29:17.736Z	5	173
2021-02-25T09:29:22.737Z	7	178
2021-02-25T09:29:27.737Z	10	183
2021-02-25T09:29:32.738Z	13	189
2021-02-25T09:29:37.738Z	16	194
2021-02-25T09:29:42.739Z	20	200
2021-02-25T09:29:47.740Z	24	205
2021-02-25T09:29:52.740Z	28	211
2021-02-25T09:29:57.741Z	33	216
2021-02-25T09:30:02.741Z	38	222
2021-02-25T09:30:07.741Z	44	227
2021-02-25T09:30:12.742Z	49	234
2021-02-25T09:30:17.743Z	56	240
2021-02-25T09:30:22.744Z	62	246
2021-02-25T09:30:27.745Z	69	252
2021-02-25T09:30:32.746Z	77	258
2021-02-25T09:30:37.746Z	84	264
2021-02-25T09:30:42.746Z	92	270
2021-02-25T09:30:47.746Z	99	276
2021-02-25T09:30:52.747Z	109	282
2021-02-25T09:30:57.747Z	117	289
2021-02-25T09:31:02.748Z	126	294
2021-02-25T09:31:07.748Z	135	301
2021-02-25T09:31:12.748Z	145	308
2021-02-25T09:31:17.750Z	154	314
2021-02-25T09:31:22.751Z	165	321
2021-02-25T09:31:27.751Z	176	327
2021-02-25T09:31:32.752Z	186	334
2021-02-25T09:31:37.752Z	198	340
2021-02-25T09:31:42.753Z	208	347
2021-02-25T09:31:47.755Z	220	353
2021-02-25T09:31:52.756Z	231	360
2021-02-25T09:31:57.756Z	244	366
2021-02-25T09:32:02.757Z	254	373
2021-02-25T09:32:07.757Z	268	381
2021-02-25T09:32:12.757Z	279	387
2021-02-25T09:32:17.757Z	292	394
2021-02-25T09:32:22.758Z	306	400
2021-02-25T09:32:27.758Z	318	408
2021-02-25T09:32:32.759Z	332	414
2021-02-25T09:32:37.760Z	344	421
2021-02-25T09:32:42.761Z	358	427
2021-02-25T09:32:47.761Z	370	435
2021-02-25T09:32:52.761Z	385	441
2021-02-25T09:32:57.761Z	397	449
2021-02-25T09:33:02.763Z	412	456
2021-02-25T09:33:07.762Z	424	462
2021-02-25T09:33:12.762Z	439	470
2021-02-25T09:33:17.763Z	454	476
2021-02-25T09:33:22.764Z	466	484
2021-02-25T09:33:27.764Z	481	490
2021-02-25T09:33:32.765Z	494	497
2021-02-25T09:33:37.764Z	509	504
2021-02-25T09:33:42.765Z	521	511
2021-02-25T09:33:47.765Z	536	517
2021-02-25T09:33:52.768Z	549	525
2021-02-25T09:33:57.769Z	564	532
2021-02-25T09:34:02.770Z	576	539
2021-02-25T09:34:07.770Z	591	546
2021-02-25T09:34:12.770Z	606	552
2021-02-25T09:34:17.772Z	618	560
2021-02-25T09:34:22.772Z	632	566
2021-02-25T09:34:27.773Z	644	573
2021-02-25T09:34:32.773Z	659	580
2021-02-25T09:34:37.774Z	671	587
2021-02-25T09:34:42.774Z	685	594
2021-02-25T09:34:47.774Z	696	601
2021-02-25T09:34:52.775Z	710	608
2021-02-25T09:34:57.776Z	721	614
2021-02-25T09:35:02.776Z	735	621
2021-02-25T09:35:07.777Z	748	627
2021-02-25T09:35:12.777Z	759	635
2021-02-25T09:35:17.778Z	771	641
2021-02-25T09:35:22.780Z	782	648
2021-02-25T09:35:27.780Z	794	654
2021-02-25T09:35:32.780Z	804	661
2021-02-25T09:35:37.781Z	816	668
2021-02-25T09:35:42.781Z	825	674
2021-02-25T09:35:47.782Z	837	681
2021-02-25T09:35:52.782Z	848	687
2021-02-25T09:35:57.784Z	857	694
2021-02-25T09:36:02.786Z	867	699
2021-02-25T09:36:07.786Z	875	706
2021-02-25T09:36:12.786Z	885	712
2021-02-25T09:36:17.786Z	893	719
2021-02-25T09:36:22.788Z	902	724
2021-02-25T09:36:27.789Z	909	731
2021-02-25T09:36:32.790Z	918	738
2021-02-25T09:36:37.790Z	925	743
2021-02-25T09:36:42.790Z	932	750
2021-02-25T09:36:47.791Z	940	755
2021-02-25T09:36:52.792Z	945	762
2021-02-25T09:36:57.793Z	952	767
2021-02-25T09:37:02.794Z	957	773
2021-02-25T09:37:07.795Z	963	778
2021-02-25T09:37:12.796Z	968	785
2021-02-25T09:37:17.796Z	973	790
2021-02-25T09:37:22.796Z	977	796
2021-02-25T09:37:27.797Z	981	802
2021-02-25T09:37:32.799Z	984	807
2021-02-25T09:37:37.799Z	988	813
2021-02-25T09:37:42.799Z	991	818
2021-02-25T09:37:47.799Z	993	823
2021-02-25T09:37:52.799Z	995	828
2021-02-25T09:37:57.800Z	997	834
