time	1-SP	1-T	2-SP	2-T
2021-05-17T07:23:29.279Z	778	776	979	978
2021-05-17T07:23:49.284Z	729	731	986	986
2021-05-17T07:24:09.297Z	677	680	991	992
2021-05-17T07:24:29.302Z	628	625	996	996
2021-05-17T07:24:49.309Z	572	575	999	999
2021-05-17T07:25:09.312Z	515	518	1000	1000
2021-05-17T07:25:29.321Z	463	461	1000	1000
2021-05-17T07:25:49.336Z	407	404	998	998
2021-05-17T07:26:09.349Z	351	354	994	994
2021-05-17T07:26:29.349Z	298	300	990	989
2021-05-17T07:26:49.354Z	252	249	983	983
2021-05-17T07:27:09.369Z	204	206	975	975
2021-05-17T07:27:29.371Z	160	162	965	966
2021-05-17T07:27:49.384Z	121	123	955	955
2021-05-17T07:28:09.388Z	89	88	943	942
2021-05-17T07:28:29.400Z	60	59	929	930
2021-05-17T07:28:49.402Z	36	37	914	915
2021-05-17T07:29:09.403Z	18	18	897	898
2021-05-17T07:29:29.404Z	7	6	881	880
2021-05-17T07:29:49.417Z	1	1	862	861
2021-05-17T07:30:09.419Z	1	1	842	843
2021-05-17T07:30:29.428Z	8	7	821	822
2021-05-17T07:30:49.432Z	21	20	801	800
2021-05-17T07:31:09.445Z	38	39	777	776
2021-05-17T07:31:29.452Z	63	64	753	754
2021-05-17T07:31:49.467Z	93	92	728	730
2021-05-17T07:32:09.471Z	129	127	705	704
2021-05-17T07:32:29.476Z	165	167	679	678
2021-05-17T07:32:49.489Z	209	211	652	653
2021-05-17T07:33:09.498Z	257	255	625	626
2021-05-17T07:33:29.506Z	308	306	597	599
2021-05-17T07:33:49.512Z	357	359	572	571
2021-05-17T07:34:09.518Z	412	415	544	542
2021-05-17T07:34:29.523Z	469	466	515	517
2021-05-17T07:34:49.532Z	525	523	487	488
2021-05-17T07:35:09.537Z	582	579	461	460
2021-05-17T07:35:29.553Z	632	635	433	432
2021-05-17T07:35:49.557Z	686	688	405	406
2021-05-17T07:36:09.569Z	737	735	377	378
2021-05-17T07:36:29.584Z	786	784	352	351
2021-05-17T07:36:49.588Z	827	829	325	324
2021-05-17T07:37:09.600Z	867	869	299	300
2021-05-17T07:37:29.612Z	903	902	273	275
2021-05-17T07:37:49.623Z	934	933	251	250
2021-05-17T07:38:09.636Z	958	959	227	225
2021-05-17T07:38:29.639Z	977	978	203	202
2021-05-17T07:38:49.646Z	991	991	181	182
2021-05-17T07:39:09.658Z	999	998	160	161
2021-05-17T07:39:29.672Z	1000	1000	141	140
2021-05-17T07:39:49.687Z	995	995	122	121
2021-05-17T07:40:09.690Z	984	983	104	103
2021-05-17T07:40:29.691Z	967	966	88	88
2021-05-17T07:40:49.696Z	944	945	72	73
2021-05-17T07:41:09.707Z	915	916	60	59
2021-05-17T07:41:29.710Z	884	882	47	46
2021-05-17T07:41:49.709Z	845	843	36	35
2021-05-17T07:42:09.712Z	802	804	26	26
2021-05-17T07:42:29.711Z	754	757	18	18
2021-05-17T07:42:49.724Z	709	706	11	11
2021-05-17T07:43:09.725Z	656	653	6	6
2021-05-17T07:43:29.725Z	601	603	3	3
2021-05-17T07:43:49.726Z	545	547	0	1
2021-05-17T07:44:09.733Z	488	491	0	0
2021-05-17T07:44:29.734Z	437	434	1	1
2021-05-17T07:44:49.737Z	381	379	4	3
2021-05-17T07:45:09.742Z	327	329	8	8
2021-05-17T07:45:29.754Z	275	277	13	13
2021-05-17T07:45:49.769Z	230	227	20	21
2021-05-17T07:46:09.784Z	184	182	29	29
2021-05-17T07:46:29.784Z	142	143	40	39
2021-05-17T07:46:49.789Z	107	106	50	51
2021-05-17T07:47:09.797Z	75	74	63	64
2021-05-17T07:47:29.799Z	48	47	78	77
2021-05-17T07:47:49.803Z	27	27	94	93
2021-05-17T07:48:09.812Z	11	12	109	110
2021-05-17T07:48:29.826Z	3	3	128	129
2021-05-17T07:48:49.836Z	0	0	147	146
2021-05-17T07:49:09.850Z	3	3	168	167
2021-05-17T07:49:29.865Z	13	13	188	189
2021-05-17T07:49:49.880Z	28	29	211	212
2021-05-17T07:50:09.893Z	49	51	234	233
2021-05-17T07:50:29.897Z	77	76	259	258
2021-05-17T07:50:49.908Z	110	108	282	283
2021-05-17T07:51:09.913Z	144	146	308	309
2021-05-17T07:51:29.914Z	187	185	334	333
2021-05-17T07:51:49.924Z	233	231	361	360
2021-05-17T07:52:09.934Z	282	280	386	388
2021-05-17T07:52:29.949Z	330	333	414	415
2021-05-17T07:52:49.952Z	385	387	442	441
2021-05-17T07:53:09.952Z	441	438	471	469
2021-05-17T07:53:29.964Z	497	495	496	498
2021-05-17T07:53:49.970Z	549	551	525	526
2021-05-17T07:54:09.981Z	605	603	553	552
2021-05-17T07:54:29.994Z	660	657	581	580
2021-05-17T07:54:50.008Z	713	710	607	608
2021-05-17T07:55:10.018Z	758	760	634	636
2021-05-17T07:55:30.023Z	805	803	662	660
2021-05-17T07:55:50.024Z	848	846	688	687
2021-05-17T07:56:10.028Z	884	885	712	713
2021-05-17T07:56:30.041Z	917	919	737	739
2021-05-17T07:56:50.054Z	946	945	762	761
2021-05-17T07:57:10.054Z	969	968	784	785
2021-05-17T07:57:30.067Z	984	985	807	808
2021-05-17T07:57:50.070Z	995	996	829	830
2021-05-17T07:58:10.072Z	1000	1000	849	848
2021-05-17T07:58:30.084Z	998	998	869	868
2021-05-17T07:58:50.097Z	991	990	886	887
2021-05-17T07:59:10.112Z	977	976	904	904
2021-05-17T07:59:30.128Z	957	958	920	919
2021-05-17T07:59:50.136Z	930	932	933	934
2021-05-17T08:00:10.144Z	902	900	947	947
2021-05-17T08:00:30.151Z	865	863	959	958
2021-05-17T08:00:50.154Z	824	826	969	969
2021-05-17T08:01:10.164Z	779	781	978	978
2021-05-17T08:01:30.171Z	734	732	985	986
2021-05-17T08:01:50.178Z	683	680	991	991
2021-05-17T08:02:10.180Z	629	631	996	996
2021-05-17T08:02:30.184Z	573	576	998	999
2021-05-17T08:02:50.192Z	522	519	1000	1000
2021-05-17T08:03:10.193Z	465	462	1000	1000
2021-05-17T08:03:30.196Z	408	411	998	998
2021-05-17T08:03:50.203Z	353	355	995	995
2021-05-17T08:04:10.210Z	304	302	990	990
2021-05-17T08:04:30.214Z	253	256	983	984
2021-05-17T08:04:50.220Z	205	207	975	976
2021-05-17T08:05:10.227Z	165	163	967	966
2021-05-17T08:05:30.242Z	125	123	956	956
2021-05-17T08:05:50.247Z	90	91	943	944
2021-05-17T08:06:10.254Z	62	61	930	930
2021-05-17T08:06:30.266Z	38	37	915	914
2021-05-17T08:06:50.276Z	19	20	899	899
2021-05-17T08:07:10.284Z	6	7	882	881
2021-05-17T08:07:30.296Z	1	1	863	862
2021-05-17T08:07:50.304Z	1	1	843	844
2021-05-17T08:08:10.319Z	7	7	822	823
2021-05-17T08:08:30.327Z	19	19	801	800
2021-05-17T08:08:50.332Z	37	38	778	779
2021-05-17T08:09:10.335Z	62	61	754	755
2021-05-17T08:09:30.347Z	92	91	731	730
2021-05-17T08:09:50.361Z	124	126	706	705
2021-05-17T08:10:10.368Z	165	163	679	681
2021-05-17T08:10:30.382Z	209	207	655	654
2021-05-17T08:10:50.388Z	253	255	628	626
2021-05-17T08:11:10.397Z	304	306	600	601
2021-05-17T08:11:30.408Z	357	355	572	573
2021-05-17T08:11:50.422Z	408	411	546	544
2021-05-17T08:12:10.428Z	465	467	517	516
2021-05-17T08:12:30.442Z	522	519	489	490
2021-05-17T08:12:50.444Z	578	576	463	462
2021-05-17T08:13:10.456Z	629	632	434	433
2021-05-17T08:13:30.464Z	683	686	406	408
2021-05-17T08:13:50.479Z	735	733	378	380
2021-05-17T08:14:10.486Z	780	782	353	352
2021-05-17T08:14:30.493Z	825	827	326	328
2021-05-17T08:14:50.499Z	866	864	300	301
2021-05-17T08:15:10.503Z	903	901	276	275
2021-05-17T08:15:30.513Z	931	932	251	250
2021-05-17T08:15:50.523Z	957	956	227	228
2021-05-17T08:16:10.533Z	977	976	204	205
2021-05-17T08:16:30.541Z	991	991	183	182
2021-05-17T08:16:50.540Z	998	998	162	161
2021-05-17T08:17:10.550Z	1000	1000	141	142
2021-05-17T08:17:30.562Z	995	995	122	123
2021-05-17T08:17:50.565Z	984	985	106	105
2021-05-17T08:18:10.566Z	968	968	89	88
2021-05-17T08:18:30.572Z	946	945	74	73
2021-05-17T08:18:50.584Z	917	919	59	60
2021-05-17T08:19:10.598Z	883	885	47	47
2021-05-17T08:19:30.599Z	848	846	36	36
2021-05-17T08:19:50.610Z	805	803	26	27
2021-05-17T08:20:10.615Z	758	760	18	19
2021-05-17T08:20:30.617Z	708	710	11	12
2021-05-17T08:20:50.626Z	655	658	7	6
2021-05-17T08:21:10.629Z	605	603	3	3
2021-05-17T08:21:30.635Z	549	547	1	1
2021-05-17T08:21:50.647Z	493	495	0	0
2021-05-17T08:22:10.650Z	436	439	1	1
2021-05-17T08:22:30.663Z	385	383	3	4
2021-05-17T08:22:50.670Z	331	328	8	7
2021-05-17T08:23:10.679Z	279	281	13	13
2021-05-17T08:23:30.684Z	229	231	20	20
2021-05-17T08:23:50.685Z	187	185	28	29
2021-05-17T08:24:10.697Z	145	143	39	38
2021-05-17T08:24:30.711Z	107	109	50	50
2021-05-17T08:24:50.718Z	75	76	63	63
2021-05-17T08:25:10.726Z	48	49	77	77
2021-05-17T08:25:30.729Z	28	27	92	93
2021-05-17T08:25:50.743Z	13	12	109	108
2021-05-17T08:26:10.758Z	3	3	128	127
2021-05-17T08:26:30.760Z	0	0	145	146
2021-05-17T08:26:50.768Z	3	3	166	167
2021-05-17T08:27:10.779Z	12	13	188	187
2021-05-17T08:27:30.787Z	28	27	211	209
2021-05-17T08:27:50.790Z	47	48	232	233
2021-05-17T08:28:10.790Z	74	76	256	258
2021-05-17T08:28:30.796Z	107	105	282	281
2021-05-17T08:28:50.799Z	144	142	308	306
2021-05-17T08:29:10.802Z	182	184	332	333
2021-05-17T08:29:30.817Z	228	231	359	358
2021-05-17T08:29:50.825Z	278	276	386	385
2021-05-17T08:30:10.834Z	330	328	414	413
2021-05-17T08:30:30.842Z	380	382	440	441
2021-05-17T08:30:50.846Z	436	438	468	467
2021-05-17T08:31:43.508Z	607	610	554	556
2021-05-17T08:32:03.514Z	662	660	583	581
2021-05-17T08:32:23.530Z	715	713	608	610
2021-05-17T08:32:43.536Z	761	763	636	637
2021-05-17T08:33:03.545Z	808	810	663	662
2021-05-17T08:33:23.559Z	851	849	690	689
2021-05-17T08:33:43.564Z	886	887	714	715
2021-05-17T08:34:03.569Z	919	921	739	738
2021-05-17T08:34:23.572Z	948	947	764	763
2021-05-17T08:34:43.584Z	970	969	785	786
2021-05-17T08:35:03.594Z	985	986	808	809
2021-05-17T08:35:23.605Z	996	995	830	829
2021-05-17T08:35:43.608Z	1000	1000	851	850
2021-05-17T08:36:03.620Z	998	998	869	870
2021-05-17T08:36:23.632Z	990	989	888	887
2021-05-17T08:36:43.647Z	975	976	905	904
2021-05-17T08:37:03.655Z	954	955	920	920
2021-05-17T08:37:23.664Z	930	929	935	935
2021-05-17T08:37:43.679Z	898	900	948	947
2021-05-17T08:38:03.685Z	862	863	960	959
2021-05-17T08:38:23.701Z	824	822	969	970
2021-05-17T08:38:43.709Z	778	776	978	979
2021-05-17T08:39:35.248Z	607	610	554	553
2021-05-17T08:39:55.261Z	662	660	583	581
2021-05-17T08:40:15.271Z	715	713	608	609
2021-05-17T08:40:35.278Z	761	763	636	637
2021-05-17T08:40:55.289Z	807	810	663	662
2021-05-17T08:43:09.756Z	607	609	554	555
2021-05-17T08:43:29.770Z	662	659	582	581
2021-05-17T08:43:49.771Z	715	712	608	609
2021-05-17T08:44:09.778Z	760	762	636	637
2021-05-17T08:44:29.791Z	807	809	663	662
2021-05-17T08:44:49.807Z	850	848	689	688
2021-05-17T08:45:09.814Z	888	887	713	714
2021-05-17T08:45:29.815Z	919	920	739	740
2021-05-17T08:45:49.816Z	947	946	763	762
2021-05-17T08:46:09.828Z	970	969	785	786
2021-05-17T08:46:29.829Z	985	986	808	809
2021-05-17T08:46:49.835Z	996	996	830	829
2021-05-17T08:47:09.847Z	1000	1000	851	850
2021-05-17T08:47:29.857Z	998	998	869	870
2021-05-17T08:47:49.869Z	990	990	887	888
2021-05-17T08:48:09.876Z	976	975	905	904
2021-05-17T08:48:29.881Z	955	956	921	920
2021-05-17T08:48:49.887Z	931	930	934	935
2021-05-17T08:49:09.895Z	899	898	948	948
2021-05-17T08:49:29.905Z	862	864	960	959
2021-05-17T08:49:49.908Z	821	823	969	970
2021-05-17T08:50:09.918Z	779	777	978	979
2021-05-17T08:50:29.929Z	730	733	986	986
2021-05-17T08:50:49.941Z	678	681	992	992
2021-05-17T08:51:09.956Z	629	626	996	996
2021-05-17T08:51:29.969Z	573	570	999	999
2021-05-17T08:51:49.978Z	516	519	1000	1000
2021-05-17T08:52:09.988Z	459	462	1000	1000
2021-05-17T08:52:29.998Z	408	405	998	998
2021-05-17T08:52:50.009Z	352	355	994	995
2021-05-17T08:53:10.021Z	299	301	989	990
2021-05-17T08:53:30.024Z	249	251	983	983
2021-05-17T08:53:50.024Z	205	203	975	975
2021-05-17T08:54:10.038Z	162	160	966	966
2021-05-17T08:54:30.040Z	122	124	955	955
2021-05-17T08:54:50.045Z	88	89	942	943
2021-05-17T08:55:10.053Z	58	60	930	929
2021-05-17T08:55:30.065Z	37	36	914	914
2021-05-17T08:55:50.068Z	18	18	898	897
2021-05-17T08:56:10.075Z	6	6	880	881
2021-05-17T08:56:30.088Z	1	1	861	862
2021-05-17T08:56:50.090Z	1	1	843	842
2021-05-17T08:57:10.101Z	7	8	822	821
2021-05-17T08:57:30.109Z	20	21	800	799
2021-05-17T08:57:50.117Z	39	40	777	778
2021-05-17T08:58:10.121Z	63	62	753	754
2021-05-17T08:58:30.122Z	94	92	728	729
2021-05-17T08:58:50.125Z	126	127	705	704
2021-05-17T08:59:10.129Z	166	168	679	677
2021-05-17T08:59:30.138Z	210	208	652	653
2021-05-17T08:59:50.147Z	258	256	625	626
2021-05-17T09:00:10.147Z	309	307	599	598
2021-05-17T09:00:30.150Z	358	360	571	570
2021-05-17T09:00:50.164Z	413	416	543	544
2021-05-17T09:01:10.171Z	469	467	515	516
2021-05-17T09:01:30.184Z	526	524	489	488
2021-05-17T09:01:50.190Z	578	580	461	459
2021-05-17T09:02:10.194Z	633	635	432	434
2021-05-17T09:02:30.194Z	687	684	405	406
2021-05-17T09:02:50.197Z	738	736	377	378
2021-05-17T09:03:10.200Z	782	784	352	351
2021-05-17T09:03:30.205Z	827	829	325	324
2021-05-17T09:03:50.220Z	867	869	299	300
2021-05-17T09:04:10.227Z	903	902	273	275
2021-05-17T09:04:30.240Z	934	933	251	250
2021-05-17T09:04:50.252Z	958	959	227	225
2021-05-17T09:05:10.257Z	977	978	203	202
2021-05-17T09:05:30.260Z	991	992	181	182
2021-05-17T09:05:50.265Z	999	998	160	161
2021-05-17T09:06:10.274Z	1000	1000	141	141
2021-05-17T09:06:30.289Z	995	995	122	121
2021-05-17T09:06:50.301Z	984	983	104	104
2021-05-17T09:07:10.311Z	967	966	88	88
2021-05-17T09:07:30.317Z	944	945	72	73
2021-05-17T09:07:50.320Z	915	916	60	59
2021-05-17T09:08:10.334Z	884	882	47	46
2021-05-17T09:08:30.343Z	845	843	36	35
2021-05-17T09:08:50.348Z	802	800	26	26
2021-05-17T09:09:10.357Z	755	757	18	18
2021-05-17T09:09:30.369Z	705	707	12	11
2021-05-17T09:09:50.381Z	652	655	6	6
2021-05-17T09:10:10.387Z	603	600	3	3
2021-05-17T09:10:30.387Z	547	544	1	0
2021-05-17T09:10:50.390Z	491	493	0	0
2021-05-17T09:11:10.398Z	434	437	1	1
2021-05-17T09:11:30.398Z	378	381	4	4
2021-05-17T09:11:50.412Z	329	327	8	8
2021-05-17T09:12:10.423Z	277	275	13	13
2021-05-17T09:12:30.433Z	228	230	21	20
2021-05-17T09:12:50.436Z	182	184	30	29
2021-05-17T09:13:10.445Z	144	142	39	39
2021-05-17T09:13:30.449Z	107	105	51	51
2021-05-17T09:13:50.459Z	74	73	64	63
2021-05-17T09:14:10.468Z	47	48	78	78
2021-05-17T09:14:30.481Z	26	27	93	93
2021-05-17T09:14:50.492Z	12	12	110	111
2021-05-17T09:15:10.503Z	3	3	128	127
2021-05-17T09:15:30.507Z	0	0	148	147
2021-05-17T09:15:50.508Z	4	3	167	167
2021-05-17T09:16:10.516Z	12	13	188	189
2021-05-17T09:16:30.531Z	28	29	211	210
2021-05-17T09:16:50.543Z	50	49	235	233
2021-05-17T09:17:10.552Z	77	76	259	258
2021-05-17T09:17:30.566Z	107	109	282	283
2021-05-17T09:17:50.568Z	144	146	308	309
2021-05-17T09:18:10.570Z	187	185	334	333
2021-05-17T09:18:30.578Z	233	231	361	360
2021-05-17T09:18:50.581Z	282	280	386	387
2021-05-17T09:19:10.584Z	330	332	414	415
2021-05-17T09:19:30.594Z	385	387	442	441
2021-05-17T09:19:50.594Z	441	438	471	469
2021-05-17T09:20:10.595Z	492	495	497	498
2021-05-17T09:20:30.610Z	549	552	525	526
2021-05-17T09:20:50.622Z	606	603	554	552
2021-05-17T09:21:10.629Z	660	658	579	580
2021-05-17T09:21:30.645Z	709	711	607	608
2021-05-17T09:21:50.654Z	759	761	635	634
2021-05-17T09:22:10.655Z	806	804	662	661
2021-05-17T09:22:30.660Z	845	847	686	688
2021-05-17T09:22:50.669Z	884	886	713	714
2021-05-17T09:23:10.679Z	918	917	738	737
2021-05-17T09:23:30.685Z	947	946	761	762
2021-05-17T09:23:50.692Z	967	968	784	785
2021-05-17T09:24:10.702Z	985	985	807	806
2021-05-17T09:24:30.717Z	996	995	829	828
2021-05-17T09:24:50.724Z	1000	1000	848	849
2021-05-17T09:25:10.730Z	998	998	868	869
2021-05-17T09:25:30.743Z	990	991	887	886
2021-05-17T09:25:50.746Z	976	977	903	904
2021-05-17T09:26:10.754Z	957	956	919	920
2021-05-17T09:26:30.764Z	931	930	934	933
2021-05-17T09:26:50.772Z	900	901	948	947
2021-05-17T09:27:10.780Z	866	865	958	959
2021-05-17T09:27:30.787Z	825	823	969	969
2021-05-17T09:27:50.789Z	780	782	978	978
2021-05-17T09:28:10.803Z	731	733	985	985
2021-05-17T09:28:30.815Z	684	681	991	992
2021-05-17T09:28:50.827Z	629	632	996	996
2021-05-17T09:29:10.828Z	573	576	999	999
2021-05-17T09:29:30.838Z	522	519	1000	1000
2021-05-17T09:29:50.848Z	465	462	1000	1000
2021-05-17T09:30:10.848Z	408	411	998	998
2021-05-17T09:30:30.849Z	353	356	995	995
2021-05-17T09:30:50.855Z	304	302	990	990
2021-05-17T09:31:10.865Z	253	255	983	984
2021-05-17T09:31:30.877Z	205	207	975	976
2021-05-17T09:31:50.879Z	165	163	967	966
2021-05-17T09:32:10.883Z	125	123	956	956
2021-05-17T09:32:30.896Z	90	91	943	944
2021-05-17T09:32:50.900Z	60	61	930	930
2021-05-17T09:33:10.904Z	38	37	915	914
2021-05-17T09:33:30.916Z	19	20	899	899
2021-05-17T09:33:50.916Z	6	7	882	881
2021-05-17T09:34:10.930Z	1	1	863	862
2021-05-17T09:34:30.942Z	1	1	843	844
2021-05-17T09:34:50.957Z	7	7	822	823
2021-05-17T09:35:10.962Z	19	19	801	800
2021-05-17T09:35:30.973Z	37	38	778	779
2021-05-17T09:35:50.977Z	62	61	754	755
2021-05-17T09:36:10.989Z	92	91	731	730
2021-05-17T09:36:31.003Z	124	126	706	705
2021-05-17T09:36:51.018Z	164	166	679	681
2021-05-17T09:37:11.031Z	209	207	653	654
2021-05-17T09:37:31.037Z	257	254	628	627
2021-05-17T09:37:51.039Z	303	305	600	599
2021-05-17T09:38:11.047Z	356	359	572	574
2021-05-17T09:38:31.056Z	412	409	544	545
2021-05-17T09:38:51.070Z	468	465	518	517
2021-05-17T09:39:11.073Z	520	522	490	488
2021-05-17T09:39:31.074Z	576	574	461	463
2021-05-17T09:39:51.083Z	632	630	433	434
2021-05-17T09:40:11.084Z	681	684	407	406
2021-05-17T09:40:31.091Z	733	735	380	378
2021-05-17T09:40:51.102Z	782	780	352	353
2021-05-17T09:41:11.107Z	827	825	325	326
2021-05-17T09:41:31.116Z	864	866	301	300
2021-05-17T09:41:51.116Z	901	902	275	277
2021-05-17T09:42:11.123Z	932	931	250	251
2021-05-17T09:42:31.138Z	958	957	228	227
2021-05-17T09:42:51.143Z	976	977	205	204
2021-05-17T09:43:11.154Z	990	991	182	183
2021-05-17T09:43:31.162Z	998	998	161	162
2021-05-17T09:43:51.166Z	1000	1000	142	141
2021-05-17T09:44:11.179Z	995	995	123	122
2021-05-17T09:44:31.180Z	984	985	105	106
2021-05-17T09:44:51.184Z	967	968	89	89
2021-05-17T09:45:11.187Z	946	945	74	73
2021-05-17T09:45:31.197Z	918	916	60	60
2021-05-17T09:45:51.200Z	884	885	47	47
2021-05-17T09:46:11.205Z	845	847	37	36
2021-05-17T09:46:31.205Z	805	803	27	26
2021-05-17T09:46:51.209Z	759	756	18	19
2021-05-17T09:47:11.219Z	708	711	11	12
2021-05-17T09:47:31.222Z	655	658	7	6
2021-05-17T09:47:51.226Z	605	603	3	3
2021-05-17T09:48:11.239Z	549	552	1	1
2021-05-17T09:48:31.241Z	492	495	0	0
2021-05-17T09:48:51.241Z	441	438	1	1
2021-05-17T09:49:11.241Z	384	382	3	3
2021-05-17T09:49:31.241Z	330	332	8	7
2021-05-17T09:49:51.247Z	277	280	13	13
2021-05-17T09:50:11.262Z	232	230	20	20
2021-05-17T09:50:31.264Z	186	184	29	28
2021-05-17T09:50:51.271Z	144	146	39	38
2021-05-17T09:51:11.285Z	109	108	50	50
2021-05-17T09:51:31.301Z	76	75	63	63
2021-05-17T09:51:51.305Z	49	50	77	77
2021-05-17T09:52:11.318Z	27	28	92	92
2021-05-17T09:52:31.322Z	13	12	109	110
2021-05-17T09:52:51.329Z	3	3	127	126
2021-05-17T09:53:11.334Z	0	0	147	146
2021-05-17T09:53:31.338Z	3	3	166	167
2021-05-17T09:53:51.351Z	12	12	187	188
2021-05-17T09:54:11.351Z	27	27	210	209
2021-05-17T09:54:31.353Z	49	48	232	233
2021-05-17T09:54:51.361Z	74	75	256	257
2021-05-17T09:55:11.362Z	106	108	281	280
2021-05-17T09:55:31.365Z	144	142	307	306
2021-05-17T09:55:51.366Z	182	184	332	333
2021-05-17T09:56:11.378Z	228	231	359	360
2021-05-17T09:56:31.380Z	278	276	386	385
2021-05-17T09:56:51.392Z	330	328	412	413
2021-05-17T09:57:11.392Z	380	383	440	441
2021-05-17T09:57:31.403Z	436	434	468	467
2021-05-17T09:57:51.416Z	493	491	497	496
2021-05-17T09:58:11.427Z	545	548	523	524
2021-05-17T09:58:31.427Z	601	604	551	550
2021-05-17T09:58:51.439Z	656	654	580	578
2021-05-17T09:59:11.453Z	709	707	605	606
2021-05-17T09:59:31.460Z	755	757	632	634
2021-05-17T09:59:51.476Z	802	804	660	661
2021-05-17T10:00:11.487Z	845	843	686	685
2021-05-17T10:00:31.494Z	884	883	710	711
2021-05-17T10:00:51.505Z	915	917	736	737
2021-05-17T10:01:11.516Z	944	945	760	759
2021-05-17T10:01:31.528Z	967	966	784	783
2021-05-17T10:01:51.539Z	985	984	805	806
2021-05-17T10:02:11.545Z	995	995	827	828
2021-05-17T10:02:31.554Z	1000	1000	848	847
2021-05-17T10:02:51.558Z	998	999	868	867
2021-05-17T10:03:11.569Z	990	991	885	886
2021-05-17T10:03:31.582Z	978	977	903	903
2021-05-17T10:03:51.591Z	958	957	919	918
2021-05-17T10:04:11.594Z	932	933	934	933
2021-05-17T10:04:31.602Z	904	902	946	947
2021-05-17T10:04:51.609Z	868	866	958	959
2021-05-17T10:05:11.615Z	827	829	969	968
2021-05-17T10:05:31.616Z	782	784	978	978
2021-05-17T10:05:51.622Z	738	735	985	985
2021-05-17T10:06:11.631Z	686	684	991	991
2021-05-17T10:06:31.637Z	632	635	996	995
2021-05-17T10:06:51.639Z	577	579	998	998
2021-05-17T10:07:11.650Z	525	522	1000	1000
2021-05-17T10:07:31.664Z	468	466	1000	1000
2021-05-17T10:07:51.672Z	412	414	998	998
2021-05-17T10:08:11.688Z	356	359	995	995
2021-05-17T10:08:31.688Z	308	305	990	990
2021-05-17T10:08:51.699Z	256	254	984	984
2021-05-17T10:09:11.707Z	208	210	976	976
2021-05-17T10:09:31.712Z	164	166	967	967
2021-05-17T10:09:51.714Z	128	126	956	956
2021-05-17T10:10:11.719Z	92	94	944	945
2021-05-17T10:10:31.728Z	62	63	930	931
