time	1-SP	1-T	2-SP	2-T
2021-05-18T07:44:13.935Z	708	710	607	608
2021-05-18T07:44:33.949Z	758	761	635	636
2021-05-18T07:44:53.957Z	805	803	662	660
2021-05-18T07:45:13.962Z	848	846	688	687
2021-05-18T07:45:33.973Z	887	885	712	713
2021-05-18T07:45:53.982Z	917	919	737	738
2021-05-18T07:46:13.990Z	946	947	762	761
2021-05-18T07:46:33.998Z	968	968	785	784
2021-05-18T07:46:54.000Z	985	985	808	807
2021-05-18T07:47:14.011Z	995	995	828	829
2021-05-18T07:47:34.016Z	1000	1000	849	848
2021-05-18T07:47:54.016Z	998	998	869	868
2021-05-18T07:48:14.024Z	990	990	887	887
2021-05-18T07:48:34.032Z	977	976	903	904
2021-05-18T07:48:54.037Z	957	956	919	920
2021-05-18T07:49:14.047Z	931	932	934	934
2021-05-18T07:49:34.062Z	900	901	948	947
2021-05-18T07:49:54.063Z	863	865	958	959
2021-05-18T07:50:14.073Z	826	824	969	969
2021-05-18T07:50:34.080Z	781	779	978	978
2021-05-18T07:50:54.083Z	732	735	986	985
2021-05-18T07:51:14.083Z	681	683	991	991
2021-05-18T07:51:34.094Z	632	629	996	996
2021-05-18T07:51:54.100Z	576	574	999	999
2021-05-18T07:52:14.112Z	520	522	1000	1000
2021-05-18T07:52:34.116Z	463	466	1000	1000
2021-05-18T07:52:54.130Z	412	409	998	998
2021-05-18T07:53:14.135Z	357	354	995	994
2021-05-18T07:53:34.140Z	303	301	990	990
2021-05-18T07:53:54.154Z	252	255	983	984
2021-05-18T07:54:14.168Z	205	207	976	976
2021-05-18T07:54:34.176Z	165	163	966	966
2021-05-18T07:54:54.182Z	125	123	956	956
2021-05-18T07:55:14.193Z	90	91	943	944
2021-05-18T07:55:34.195Z	60	61	929	930
2021-05-18T07:55:54.206Z	38	37	915	915
2021-05-18T07:56:14.220Z	19	19	899	898
2021-05-18T07:56:34.234Z	7	6	881	882
2021-05-18T07:56:54.240Z	1	1	862	863
2021-05-18T07:57:14.246Z	1	1	844	843
2021-05-18T07:57:34.260Z	7	7	823	822
2021-05-18T07:57:54.262Z	19	20	801	802
2021-05-18T07:58:14.266Z	38	37	778	779
2021-05-18T07:58:34.271Z	63	61	756	755
2021-05-18T07:58:54.273Z	90	91	731	730
2021-05-18T07:59:14.282Z	125	127	705	706
2021-05-18T07:59:34.297Z	165	163	679	680
2021-05-18T07:59:54.308Z	210	208	655	653
2021-05-18T08:00:14.310Z	253	255	627	626
2021-05-18T08:00:34.319Z	304	302	599	601
2021-05-18T08:00:54.334Z	358	355	571	573
2021-05-18T08:01:14.344Z	408	411	546	544
2021-05-18T08:01:34.357Z	464	467	517	516
2021-05-18T08:01:54.368Z	521	519	489	490
2021-05-18T08:02:14.377Z	578	575	460	462
2021-05-18T08:02:34.389Z	629	631	435	433
2021-05-18T08:02:54.404Z	683	685	407	408
2021-05-18T08:03:14.408Z	734	732	379	380
2021-05-18T08:03:34.413Z	783	781	351	353
2021-05-18T08:03:54.422Z	824	826	327	326
2021-05-18T08:04:14.434Z	865	867	301	300
2021-05-18T08:04:34.447Z	901	900	275	276
2021-05-18T08:04:54.447Z	933	931	250	251
2021-05-18T08:05:14.461Z	956	957	228	227
2021-05-18T08:05:34.462Z	976	977	205	203
2021-05-18T08:05:54.470Z	991	990	182	183
2021-05-18T08:06:14.479Z	998	998	161	162
2021-05-18T08:06:34.485Z	1000	1000	142	141
2021-05-18T08:06:54.491Z	995	995	123	122
2021-05-18T08:07:14.505Z	985	984	105	106
2021-05-18T08:07:34.519Z	968	968	88	89
2021-05-18T08:07:54.532Z	944	946	73	74
2021-05-18T08:08:14.533Z	919	917	60	59
2021-05-18T08:08:34.533Z	885	883	47	47
2021-05-18T08:08:54.539Z	847	845	36	37
2021-05-18T08:09:14.554Z	804	806	26	27
2021-05-18T08:09:34.561Z	756	759	19	18
2021-05-18T08:09:54.575Z	711	708	12	11
2021-05-18T08:10:14.579Z	658	655	6	7
2021-05-18T08:10:34.584Z	603	605	3	3
2021-05-18T08:10:54.599Z	547	549	1	1
2021-05-18T08:11:14.605Z	495	492	0	0
2021-05-18T08:11:34.616Z	438	436	1	1
2021-05-18T08:11:54.618Z	382	385	4	3
2021-05-18T08:12:14.634Z	332	330	7	8
2021-05-18T08:12:34.646Z	280	278	13	13
2021-05-18T08:12:54.660Z	230	233	20	20
2021-05-18T08:13:14.663Z	184	186	29	29
2021-05-18T08:13:34.668Z	146	144	38	39
2021-05-18T08:13:54.670Z	108	106	50	49
2021-05-18T08:14:14.685Z	75	77	63	63
2021-05-18T08:14:34.689Z	48	49	76	77
2021-05-18T08:14:54.695Z	28	27	92	93
2021-05-18T08:15:14.708Z	13	12	109	109
2021-05-18T08:15:34.716Z	3	3	128	127
2021-05-18T08:15:54.722Z	0	0	145	146
2021-05-18T08:16:14.722Z	3	3	166	167
2021-05-18T08:16:34.735Z	12	13	188	187
2021-05-18T08:16:54.748Z	28	27	211	209
2021-05-18T08:17:14.754Z	49	48	232	233
2021-05-18T08:17:34.766Z	74	75	256	257
2021-05-18T08:17:54.771Z	106	108	282	280
2021-05-18T08:18:14.780Z	144	142	307	306
2021-05-18T08:18:34.784Z	186	184	331	333
2021-05-18T08:18:54.785Z	228	230	358	360
2021-05-18T08:19:14.786Z	277	279	386	385
2021-05-18T08:19:34.795Z	330	327	414	413
2021-05-18T08:19:54.799Z	384	382	440	441
2021-05-18T08:20:14.806Z	435	438	468	469
2021-05-18T08:20:34.810Z	492	490	497	495
2021-05-18T08:20:54.812Z	549	547	523	524
2021-05-18T08:21:14.812Z	601	603	551	552
2021-05-18T08:21:34.824Z	656	658	579	578
2021-05-18T08:21:54.838Z	709	707	607	606
2021-05-18T08:22:14.841Z	755	757	633	634
2021-05-18T08:22:34.847Z	802	804	660	661
2021-05-18T08:22:54.847Z	846	844	687	685
2021-05-18T08:23:14.849Z	884	883	710	712
2021-05-18T08:23:34.858Z	916	917	736	737
2021-05-18T08:23:54.861Z	944	946	761	760
2021-05-18T08:24:14.865Z	968	967	785	784
2021-05-18T08:24:34.877Z	984	984	806	807
2021-05-18T08:24:54.891Z	995	995	828	827
2021-05-18T08:25:14.906Z	1000	1000	849	848
2021-05-18T08:25:34.912Z	998	998	867	868
2021-05-18T08:25:54.913Z	991	991	886	886
2021-05-18T08:26:14.926Z	977	978	903	902
2021-05-18T08:26:34.938Z	957	958	918	919
2021-05-18T08:26:54.948Z	934	932	933	934
2021-05-18T08:27:14.953Z	902	901	946	946
2021-05-18T08:27:34.957Z	866	868	959	958
2021-05-18T08:27:54.959Z	829	827	968	969
2021-05-18T08:28:14.972Z	784	781	978	977
2021-05-18T08:28:34.973Z	735	737	985	985
2021-05-18T08:28:54.977Z	683	685	991	991
2021-05-18T08:29:14.989Z	634	631	995	996
2021-05-18T08:29:34.998Z	578	581	999	998
2021-05-18T08:29:55.005Z	521	524	1000	1000
2021-05-18T08:30:15.011Z	469	467	1000	1000
2021-05-18T08:30:35.018Z	413	410	998	998
2021-05-18T08:30:55.031Z	357	360	995	995
2021-05-18T08:31:15.046Z	303	306	990	990
2021-05-18T08:31:35.054Z	257	255	984	984
2021-05-18T08:31:55.065Z	209	211	976	976
2021-05-18T08:32:15.069Z	164	166	966	967
2021-05-18T08:32:35.079Z	128	126	956	956
2021-05-18T08:32:55.084Z	92	91	944	945
2021-05-18T08:33:15.093Z	62	63	930	931
2021-05-18T08:33:35.095Z	37	38	916	916
2021-05-18T08:33:55.098Z	20	20	900	899
2021-05-18T08:34:15.112Z	7	7	882	883
2021-05-18T08:34:35.125Z	1	1	863	864
2021-05-18T08:34:55.128Z	1	1	845	844
2021-05-18T08:35:15.136Z	6	7	824	823
2021-05-18T08:35:35.151Z	19	18	802	803
2021-05-18T08:35:55.163Z	37	36	778	780
2021-05-18T08:36:15.173Z	59	60	757	756
2021-05-18T08:36:35.174Z	89	90	732	731
2021-05-18T08:36:55.180Z	124	122	706	707
2021-05-18T08:37:15.186Z	163	162	680	681
2021-05-18T08:37:35.192Z	204	206	656	654
2021-05-18T08:37:55.199Z	251	254	628	630
2021-05-18T08:38:15.213Z	302	300	601	602
2021-05-18T08:38:35.217Z	356	353	575	574
2021-05-18T08:38:55.232Z	406	409	547	545
2021-05-18T08:39:15.233Z	463	465	518	520
2021-05-18T08:39:35.236Z	520	517	490	491
2021-05-18T08:39:55.251Z	571	574	464	463
2021-05-18T08:40:15.254Z	627	629	436	434
2021-05-18T08:40:35.257Z	681	679	407	409
2021-05-18T08:40:55.271Z	733	731	382	381
2021-05-18T08:41:15.278Z	777	780	355	353
2021-05-18T08:41:35.282Z	823	825	328	329
2021-05-18T08:41:55.297Z	864	862	301	302
2021-05-18T08:42:15.298Z	901	899	278	277
2021-05-18T08:42:35.310Z	930	931	253	251
2021-05-18T08:42:55.315Z	956	957	228	229
2021-05-18T08:43:15.319Z	976	975	205	206
2021-05-18T08:43:35.324Z	990	990	184	183
2021-05-18T08:43:55.328Z	998	998	163	162
2021-05-18T08:44:15.336Z	1000	1000	142	143
2021-05-18T08:44:35.345Z	995	996	123	124
2021-05-18T08:44:55.351Z	986	985	106	106
2021-05-18T08:45:15.363Z	969	968	90	90
2021-05-18T08:45:35.364Z	946	947	74	75
2021-05-18T08:45:55.376Z	918	919	61	60
2021-05-18T08:46:15.391Z	887	886	48	47
2021-05-18T08:46:35.396Z	849	847	37	37
2021-05-18T08:46:55.402Z	806	808	27	27
2021-05-18T08:47:15.416Z	759	761	19	19
2021-05-18T08:47:35.426Z	713	711	12	12
2021-05-18T08:47:55.429Z	660	663	7	7
2021-05-18T08:48:15.433Z	605	608	3	3
2021-05-18T08:48:35.434Z	554	552	1	1
2021-05-18T08:48:55.448Z	497	495	0	0
2021-05-18T08:49:15.456Z	440	443	1	1
2021-05-18T08:49:35.461Z	384	387	3	3
2021-05-18T08:49:55.470Z	335	332	7	7
2021-05-18T08:50:15.484Z	282	280	13	12
2021-05-18T08:50:35.487Z	232	235	20	20
2021-05-18T08:50:55.490Z	186	188	28	28
2021-05-18T08:51:15.492Z	148	146	38	38
2021-05-18T08:51:35.508Z	110	111	50	49
2021-05-18T08:51:55.515Z	76	78	63	62
2021-05-18T08:52:15.527Z	51	50	76	76
2021-05-18T08:52:35.532Z	29	28	92	92
2021-05-18T08:52:55.534Z	13	14	109	108
2021-05-18T08:53:15.542Z	3	4	125	126
2021-05-18T08:53:35.542Z	0	0	145	146
2021-05-18T08:53:55.544Z	3	3	165	164
2021-05-18T08:54:15.551Z	12	11	187	186
2021-05-18T08:54:35.564Z	27	26	208	209
2021-05-18T08:54:55.575Z	46	47	231	232
2021-05-18T08:55:15.580Z	73	74	255	256
2021-05-18T08:55:35.594Z	105	106	280	279
2021-05-18T08:55:55.602Z	141	140	306	305
2021-05-18T08:56:15.611Z	183	181	332	331
2021-05-18T08:56:35.620Z	229	227	357	358
2021-05-18T08:56:55.629Z	274	276	384	385
2021-05-18T08:57:15.631Z	325	328	412	410
2021-05-18T08:57:35.637Z	380	377	440	439
2021-05-18T08:57:55.638Z	435	432	468	467
2021-05-18T08:58:15.649Z	491	489	494	495
2021-05-18T08:58:35.653Z	543	545	522	523
2021-05-18T08:58:55.664Z	599	601	550	549
2021-05-18T08:59:15.666Z	654	651	578	577
2021-05-18T08:59:35.669Z	706	704	604	605
2021-05-18T08:59:55.680Z	752	754	631	632
2021-05-18T09:00:15.693Z	799	801	658	659
2021-05-18T09:00:35.696Z	843	844	685	683
2021-05-18T09:00:55.705Z	882	880	711	710
2021-05-18T09:01:15.709Z	916	914	734	735
2021-05-18T09:01:35.711Z	942	943	758	760
2021-05-18T09:01:55.723Z	966	967	782	783
2021-05-18T09:02:15.730Z	983	983	805	804
2021-05-18T09:02:35.733Z	995	994	827	826
2021-05-18T09:02:55.739Z	1000	1000	846	847
2021-05-18T09:03:15.742Z	999	999	866	867
2021-05-18T09:03:35.756Z	992	991	885	884
2021-05-18T09:03:55.765Z	978	979	902	902
2021-05-18T09:04:15.781Z	958	959	917	918
2021-05-18T09:04:35.789Z	935	934	932	933
2021-05-18T09:04:55.789Z	905	903	946	946
2021-05-18T09:05:15.790Z	869	867	958	957
2021-05-18T09:05:35.796Z	828	830	968	968
2021-05-18T09:05:55.797Z	784	786	977	977
2021-05-18T09:06:15.798Z	740	737	985	985
2021-05-18T09:06:35.810Z	688	686	991	991
2021-05-18T09:06:55.815Z	635	637	995	995
2021-05-18T09:07:15.820Z	579	582	998	998
2021-05-18T09:07:35.834Z	528	526	1000	1000
2021-05-18T09:07:55.842Z	472	469	1000	1000
2021-05-18T09:08:15.857Z	416	413	998	998
2021-05-18T09:08:35.869Z	360	363	995	995
2021-05-18T09:08:55.879Z	307	309	990	990
2021-05-18T09:09:15.889Z	256	259	984	984
2021-05-18T09:09:35.904Z	213	211	977	976
2021-05-18T09:09:55.916Z	168	166	967	968
2021-05-18T09:10:15.923Z	128	130	956	957
2021-05-18T09:10:35.926Z	93	94	945	945
2021-05-18T09:10:55.937Z	65	64	932	931
2021-05-18T09:11:15.938Z	40	39	917	916
2021-05-18T09:11:35.944Z	21	21	900	901
2021-05-18T09:11:55.957Z	8	8	883	884
2021-05-18T09:12:15.962Z	1	1	866	865
2021-05-18T09:12:35.973Z	0	1	845	846
2021-05-18T09:12:55.976Z	6	6	824	825
2021-05-18T09:13:15.980Z	18	18	804	803
2021-05-18T09:13:35.981Z	35	35	781	780
2021-05-18T09:13:55.984Z	58	59	757	756
2021-05-18T09:14:15.985Z	88	86	733	734
2021-05-18T09:14:35.999Z	122	121	707	708
2021-05-18T09:14:56.007Z	162	160	684	682
2021-05-18T09:15:16.007Z	201	203	657	656
2021-05-18T09:15:36.023Z	248	251	630	629
2021-05-18T09:15:56.039Z	299	301	603	604
2021-05-18T09:16:16.052Z	352	349	575	576
2021-05-18T09:16:36.067Z	407	404	549	548
2021-05-18T09:16:56.079Z	458	461	521	519
2021-05-18T09:17:16.079Z	515	518	492	493
2021-05-18T09:17:36.088Z	572	569	464	465
2021-05-18T09:17:56.094Z	627	625	438	437
2021-05-18T09:18:16.105Z	677	679	410	409
2021-05-18T09:18:36.117Z	729	726	382	383
2021-05-18T09:18:56.131Z	778	776	354	356
2021-05-18T09:19:16.132Z	819	821	330	329
2021-05-18T09:19:36.135Z	861	863	303	305
2021-05-18T09:19:56.135Z	898	896	278	279
2021-05-18T09:20:16.141Z	929	928	253	254
2021-05-18T09:20:36.155Z	956	955	231	229
2021-05-18T09:20:56.165Z	974	975	207	206
2021-05-18T09:21:16.179Z	989	990	185	186
2021-05-18T09:21:36.181Z	998	998	163	164
2021-05-18T09:21:56.189Z	1000	1000	145	144
2021-05-18T09:22:16.195Z	996	996	125	124
2021-05-18T09:22:36.208Z	986	986	107	106
2021-05-18T09:22:56.212Z	970	969	90	91
2021-05-18T09:23:16.218Z	948	949	75	75
2021-05-18T09:23:36.221Z	919	921	62	61
2021-05-18T09:23:56.232Z	889	887	49	48
2021-05-18T09:24:16.235Z	851	849	37	38
2021-05-18T09:24:36.246Z	809	811	27	28
2021-05-18T09:24:56.249Z	763	765	19	19
2021-05-18T09:25:16.258Z	713	715	12	12
2021-05-18T09:25:36.264Z	665	663	7	7
2021-05-18T09:25:56.267Z	611	608	3	3
2021-05-18T09:26:16.278Z	555	553	1	1
2021-05-18T09:26:36.292Z	499	501	0	0
2021-05-18T09:26:56.305Z	442	445	1	1
2021-05-18T09:27:16.319Z	391	389	3	3
2021-05-18T09:27:36.323Z	337	334	7	7
2021-05-18T09:27:56.328Z	284	287	12	12
2021-05-18T09:28:16.334Z	235	237	20	19
2021-05-18T09:28:36.345Z	189	191	27	28
2021-05-18T09:28:56.351Z	150	148	37	38
2021-05-18T09:29:16.355Z	112	110	49	48
2021-05-18T09:29:36.368Z	79	80	62	61
2021-05-18T09:29:56.383Z	51	52	76	75
2021-05-18T09:30:16.389Z	29	30	90	91
2021-05-18T09:30:36.396Z	14	14	107	108
2021-05-18T09:30:56.406Z	4	4	125	124
2021-05-18T09:31:16.415Z	0	0	144	144
2021-05-18T09:31:36.420Z	3	2	165	164
2021-05-18T09:31:56.434Z	11	11	184	185
2021-05-18T09:32:16.447Z	25	26	207	208
2021-05-18T09:32:36.452Z	46	47	230	229
2021-05-18T09:32:56.466Z	72	71	255	254
2021-05-18T09:33:16.466Z	104	102	277	279
2021-05-18T09:33:36.468Z	138	139	303	304
2021-05-18T09:33:56.471Z	179	181	330	331
2021-05-18T09:34:16.482Z	224	226	356	355
2021-05-18T09:34:36.488Z	273	271	384	382
2021-05-18T09:34:56.497Z	325	322	411	410
2021-05-18T09:35:16.497Z	374	376	437	438
2021-05-18T09:35:36.511Z	429	432	465	466
2021-05-18T09:35:56.522Z	486	488	493	492
2021-05-18T09:36:16.524Z	542	540	522	520
2021-05-18T09:36:36.532Z	598	596	547	549
2021-05-18T09:36:56.540Z	648	651	575	577
2021-05-18T09:37:16.554Z	701	704	603	605
2021-05-18T09:37:36.563Z	752	754	631	630
2021-05-18T09:37:56.564Z	799	797	658	657
2021-05-18T09:38:16.571Z	842	840	682	683
2021-05-18T09:38:36.582Z	878	880	708	709
2021-05-18T09:38:56.586Z	912	914	733	735
2021-05-18T09:39:16.590Z	942	941	758	757
2021-05-18T09:39:36.596Z	965	965	782	781
2021-05-18T09:39:56.606Z	983	982	803	804
2021-05-18T09:40:16.615Z	994	994	825	826
2021-05-18T09:40:36.624Z	1000	1000	846	845
2021-05-18T09:40:56.639Z	999	999	866	865
2021-05-18T09:41:16.641Z	992	992	883	884
2021-05-18T09:41:36.653Z	980	979	901	901
2021-05-18T09:41:56.663Z	961	960	917	918
2021-05-18T09:42:16.672Z	936	934	932	931
2021-05-18T09:42:36.684Z	905	907	945	945
2021-05-18T09:42:56.694Z	870	871	956	957
2021-05-18T09:43:16.703Z	833	831	967	968
2021-05-18T09:43:36.710Z	789	787	977	977
2021-05-18T09:43:56.724Z	741	739	984	984
2021-05-18T09:44:16.733Z	690	692	991	990
2021-05-18T09:44:36.748Z	636	639	995	995
2021-05-18T09:44:56.763Z	586	584	998	998
2021-05-18T09:45:16.773Z	530	528	1000	1000
2021-05-18T09:45:36.788Z	474	471	1000	1000
2021-05-18T09:45:56.802Z	417	420	998	998
2021-05-18T09:46:16.816Z	362	364	995	995
2021-05-18T09:46:36.821Z	313	311	991	991
2021-05-18T09:46:56.832Z	262	260	985	984
2021-05-18T09:47:16.834Z	214	212	977	977
2021-05-18T09:47:36.848Z	170	171	968	968
2021-05-18T09:47:56.851Z	129	131	958	957
2021-05-18T09:48:16.862Z	96	95	946	945
2021-05-18T09:48:36.869Z	66	65	932	932
2021-05-18T09:48:56.878Z	41	40	917	918
2021-05-18T09:49:16.886Z	21	22	901	902
2021-05-18T09:49:36.898Z	8	8	885	884
2021-05-18T09:49:56.910Z	1	1	866	866
2021-05-18T09:50:16.925Z	0	0	847	846
2021-05-18T09:50:36.933Z	6	5	826	827
2021-05-18T09:50:56.937Z	17	17	803	805
2021-05-18T09:51:16.942Z	33	34	783	782
2021-05-18T09:51:36.952Z	57	58	759	758
2021-05-18T09:51:56.962Z	86	87	734	735
2021-05-18T09:52:16.976Z	120	119	709	710
2021-05-18T09:52:36.991Z	159	157	685	684
2021-05-18T09:52:57.005Z	203	200	659	657
2021-05-18T09:53:17.008Z	245	248	632	630
2021-05-18T09:53:37.014Z	295	298	604	605
2021-05-18T09:53:57.028Z	348	350	576	578
2021-05-18T09:54:17.040Z	403	400	548	550
2021-05-18T09:54:37.041Z	459	456	523	521
2021-05-18T09:54:57.051Z	511	513	494	493
2021-05-18T09:55:17.057Z	567	570	466	467
2021-05-18T09:55:37.070Z	623	620	438	439
2021-05-18T09:55:57.085Z	677	674	410	411
2021-05-18T09:56:17.088Z	724	726	384	383
2021-05-18T09:56:37.097Z	773	775	357	356
2021-05-18T09:56:57.107Z	819	821	330	332
2021-05-18T09:57:17.117Z	860	858	304	305
2021-05-18T09:57:37.129Z	897	895	278	279
2021-05-18T09:57:57.132Z	929	927	256	254
2021-05-18T09:58:17.141Z	953	954	231	230
2021-05-18T09:58:37.150Z	974	975	208	207
2021-05-18T09:58:57.158Z	989	988	185	186
2021-05-18T09:59:17.162Z	998	997	164	165
2021-05-18T09:59:37.172Z	1000	1000	145	145
2021-05-18T09:59:57.187Z	997	996	126	125
2021-05-18T10:00:17.197Z	987	986	108	107
2021-05-18T10:00:37.204Z	971	970	91	92
2021-05-18T10:00:57.212Z	949	950	75	76
2021-05-18T10:01:17.218Z	921	923	61	62
2021-05-18T10:01:37.226Z	888	890	50	49
2021-05-18T10:01:57.235Z	854	852	38	38
2021-05-18T10:02:17.246Z	812	810	28	28
2021-05-18T10:02:37.255Z	766	764	19	20
2021-05-18T10:02:57.260Z	717	719	12	13
2021-05-18T10:03:17.270Z	664	667	7	7
2021-05-18T10:03:37.277Z	610	613	3	3
2021-05-18T10:03:57.286Z	560	557	1	1
2021-05-18T10:04:17.292Z	503	500	0	0
2021-05-18T10:04:37.294Z	446	449	1	1
2021-05-18T10:04:57.304Z	390	392	3	3
2021-05-18T10:05:17.307Z	340	337	7	7
2021-05-18T10:05:37.321Z	287	289	12	12
2021-05-18T10:05:57.322Z	237	239	19	19
2021-05-18T10:06:17.327Z	191	193	27	27
2021-05-18T10:06:37.340Z	152	150	37	37
2021-05-18T10:06:57.344Z	114	112	48	49
2021-05-18T10:07:17.346Z	81	79	61	60
2021-05-18T10:07:37.350Z	52	54	75	74
2021-05-18T10:07:57.364Z	30	31	89	90
2021-05-18T10:08:17.367Z	15	14	106	107
2021-05-18T10:08:37.381Z	4	4	124	123
2021-05-18T10:08:57.385Z	0	0	144	143
2021-05-18T10:09:17.393Z	2	2	162	163
2021-05-18T10:09:37.401Z	10	10	184	185
2021-05-18T10:09:57.414Z	24	25	206	207
2021-05-18T10:10:17.429Z	45	44	230	229
2021-05-18T10:10:37.440Z	71	70	252	253
2021-05-18T10:10:57.444Z	100	102	277	278
2021-05-18T10:11:17.446Z	137	139	303	301
