time	1-SP	1-T	2-T	2-SP
2021-04-27T06:50:37.623Z	823	821	969	970
2021-04-27T06:50:57.636Z	778	780	978	979
2021-04-27T06:51:17.643Z	729	731	986	986
2021-04-27T06:51:37.651Z	682	679	992	991
2021-04-27T06:51:57.660Z	628	625	996	996
2021-04-27T06:52:17.666Z	573	571	999	999
2021-04-27T06:52:37.677Z	517	514	1000	1000
2021-04-27T06:52:57.686Z	461	463	1000	1000
2021-04-27T06:53:17.693Z	404	407	998	998
2021-04-27T06:53:37.707Z	355	352	994	995
2021-04-27T06:54:32.277Z	607	609	555	554
2021-04-27T06:54:52.288Z	662	664	581	582
2021-04-27T06:55:12.294Z	714	712	609	610
2021-04-27T06:55:32.300Z	764	762	636	635
2021-04-27T06:55:52.303Z	806	808	663	662
2021-04-27T06:56:12.319Z	849	851	688	689
2021-04-27T06:56:32.333Z	887	886	714	715
2021-04-27T06:56:52.345Z	921	919	739	738
2021-04-27T06:57:12.361Z	946	948	764	762
2021-04-27T06:57:32.373Z	969	970	785	786
2021-04-27T06:57:52.385Z	986	985	808	809
2021-04-27T06:58:12.386Z	996	996	830	829
2021-04-27T06:58:32.387Z	1000	1000	851	850
2021-04-27T06:58:52.393Z	998	998	869	870
2021-04-27T06:59:12.396Z	989	990	888	888
2021-04-27T06:59:32.400Z	976	975	905	904
2021-04-27T06:59:52.402Z	956	955	921	920
2021-04-27T07:00:12.404Z	930	929	935	935
2021-04-27T07:00:32.418Z	899	897	947	948
2021-04-27T07:00:52.428Z	862	864	959	960
2021-04-27T07:01:47.775Z	610	608	555	553
2021-04-27T07:02:07.784Z	660	662	583	581
2021-04-27T07:02:27.796Z	712	715	608	609
2021-04-27T07:02:47.800Z	762	760	635	637
2021-04-27T07:03:07.814Z	809	807	662	664
2021-04-27T07:03:27.824Z	851	849	689	688
2021-04-27T07:03:47.824Z	886	887	715	714
2021-04-27T07:04:07.835Z	919	921	738	739
2021-04-27T07:04:27.836Z	947	946	762	763
2021-04-27T07:04:47.852Z	970	969	786	787
2021-04-27T07:05:07.864Z	986	985	809	807
2021-04-27T07:05:27.867Z	995	996	830	829
2021-04-27T07:05:47.872Z	1000	1000	851	850
2021-04-27T07:06:07.885Z	998	998	870	869
2021-04-27T07:06:27.898Z	990	989	887	888
2021-04-27T07:06:47.904Z	975	976	904	905
2021-04-27T07:07:07.909Z	955	956	920	921
2021-04-27T07:07:27.917Z	929	930	935	934
2021-04-27T07:07:47.932Z	900	899	948	947
2021-04-27T07:08:07.935Z	864	862	960	959
2021-04-27T07:08:27.945Z	823	821	969	970
2021-04-27T07:08:47.956Z	778	780	978	979
2021-04-27T07:09:07.956Z	729	732	986	986
2021-04-27T07:09:27.956Z	678	680	992	992
2021-04-27T07:09:47.967Z	624	627	996	996
2021-04-27T07:10:07.967Z	574	572	999	999
2021-04-27T07:10:27.980Z	518	516	1000	1000
2021-04-27T07:10:47.988Z	462	459	1000	1000
2021-04-27T07:11:07.996Z	406	408	998	998
2021-04-27T07:11:27.999Z	351	354	994	994
2021-04-27T07:11:48.005Z	303	300	989	990
2021-04-27T07:12:08.020Z	252	249	983	983
2021-04-27T07:12:28.032Z	204	206	975	975
2021-04-27T07:13:12.103Z	607	609	555	554
2021-04-27T07:13:32.105Z	662	659	581	582
2021-04-27T07:14:30.681Z	607	609	555	554
2021-04-27T07:14:50.685Z	662	659	581	582
2021-04-27T07:15:34.259Z	606	609	555	554
2021-04-27T07:15:54.261Z	661	664	581	582
2021-04-27T07:16:14.265Z	714	712	609	610
2021-04-27T07:16:34.335Z	761	763	637	636
2021-04-27T07:16:54.349Z	808	810	662	663
2021-04-27T07:17:14.350Z	851	849	689	690
2021-04-27T07:17:34.352Z	886	887	715	714
2021-04-27T07:17:54.358Z	919	921	738	739
2021-04-27T07:18:14.360Z	948	947	763	764
2021-04-27T07:18:34.374Z	968	969	786	785
2021-04-27T07:18:54.378Z	985	986	809	808
2021-04-27T07:19:14.391Z	996	996	829	830
2021-04-27T07:19:34.403Z	1000	1000	850	849
2021-04-27T07:19:54.416Z	998	998	870	869
2021-04-27T07:20:14.416Z	990	990	887	888
2021-04-27T07:20:34.426Z	975	976	905	905
2021-04-27T07:20:54.428Z	956	955	921	920
2021-04-27T07:21:14.440Z	930	929	934	935
2021-04-27T07:22:13.956Z	607	609	555	554
2021-04-27T07:22:33.968Z	661	664	581	582
2021-04-27T07:22:53.981Z	714	712	609	610
2021-04-27T07:23:38.672Z	607	609	555	554
2021-04-27T07:23:58.684Z	662	659	581	582
2021-04-27T07:24:18.699Z	715	712	609	608
2021-04-27T07:24:38.710Z	760	763	637	636
2021-04-27T07:24:58.723Z	807	809	662	663
2021-04-27T07:25:44.790Z	606	609	555	554
2021-04-27T07:26:04.804Z	661	664	581	582
2021-04-27T07:26:24.812Z	714	712	609	610
2021-04-27T07:26:44.822Z	760	762	637	635
2021-04-27T07:27:04.835Z	807	809	661	663
2021-04-27T07:27:24.839Z	850	848	688	689
2021-04-27T07:27:44.848Z	888	887	714	713
2021-04-27T07:28:04.859Z	919	920	740	739
2021-04-27T07:28:24.868Z	947	946	762	763
2021-04-27T07:28:44.882Z	970	969	786	785
2021-04-27T07:29:04.888Z	985	986	809	808
2021-04-27T07:29:24.901Z	996	996	829	830
2021-04-27T07:29:44.909Z	1000	1000	850	851
2021-04-27T07:30:04.916Z	998	998	870	869
2021-04-27T07:30:24.916Z	990	989	888	888
2021-04-27T07:30:44.927Z	975	976	904	905
2021-04-27T07:31:04.928Z	954	956	920	920
2021-04-27T07:31:24.930Z	930	929	935	935
2021-04-27T07:31:44.942Z	899	900	947	948
2021-04-27T07:32:04.948Z	862	863	959	959
2021-04-27T07:32:24.955Z	824	822	970	969
2021-04-27T07:32:44.961Z	778	776	978	979
2021-04-27T07:33:04.962Z	729	731	986	986
2021-04-27T07:33:24.972Z	682	679	992	991
2021-04-27T07:33:44.979Z	627	625	996	996
2021-04-27T07:34:04.981Z	571	574	999	999
2021-04-27T07:34:24.992Z	514	517	1000	1000
2021-04-27T07:34:44.998Z	463	460	1000	1000
2021-04-27T07:35:05.001Z	406	408	998	998
2021-04-27T07:35:25.006Z	351	353	994	995
2021-04-27T07:35:45.012Z	302	300	989	990
2021-04-27T07:36:05.027Z	251	249	983	983
2021-04-27T07:36:25.034Z	203	205	975	975
2021-04-27T07:36:45.036Z	163	161	966	966
2021-04-27T07:37:05.044Z	123	121	955	955
2021-04-27T07:37:25.057Z	88	89	943	942
2021-04-27T07:37:45.059Z	58	60	929	930
2021-04-27T07:38:05.065Z	37	36	914	914
2021-04-27T07:38:25.065Z	18	19	899	898
2021-04-27T07:38:45.078Z	6	6	881	880
2021-04-27T07:39:05.084Z	1	1	862	862
2021-04-27T07:39:25.093Z	1	1	843	842
2021-04-27T07:39:45.093Z	8	7	822	821
2021-04-27T07:40:05.094Z	21	20	799	801
2021-04-27T07:40:25.103Z	38	39	776	777
2021-04-27T07:40:45.103Z	63	62	754	753
2021-04-27T07:41:05.118Z	94	92	729	730
2021-04-27T07:41:25.120Z	126	128	703	705
2021-04-27T07:41:45.129Z	166	168	679	678
2021-04-27T07:42:05.136Z	211	209	652	651
2021-04-27T07:42:25.140Z	255	257	625	626
2021-04-27T07:42:45.146Z	306	308	597	599
2021-04-27T07:43:05.154Z	360	357	572	570
2021-04-27T07:43:25.157Z	415	413	543	545
2021-04-27T07:43:45.161Z	467	469	515	516
2021-04-27T07:44:05.171Z	524	526	489	488
2021-04-27T07:44:25.171Z	581	578	460	459
2021-04-27T07:44:45.181Z	631	634	432	433
2021-04-27T07:45:05.185Z	685	688	407	405
2021-04-27T07:45:25.193Z	737	735	379	377
2021-04-27T07:45:45.206Z	786	783	351	352
2021-04-27T07:46:05.212Z	827	829	324	325
2021-04-27T07:46:25.228Z	868	866	300	299
2021-04-27T07:46:45.233Z	904	902	274	273
2021-04-27T07:47:05.242Z	932	934	249	250
2021-04-27T07:47:25.245Z	958	959	227	226
2021-04-27T07:47:45.256Z	978	977	204	203
2021-04-27T07:48:05.264Z	992	991	181	182
2021-04-27T07:48:25.270Z	998	999	160	161
2021-04-27T07:48:45.285Z	1000	1000	141	140
2021-04-27T07:49:05.298Z	995	995	122	121
2021-04-27T07:49:25.312Z	984	984	104	105
2021-04-27T07:49:45.323Z	967	966	89	88
2021-04-27T07:50:05.329Z	944	945	73	72
2021-04-27T07:50:25.331Z	914	916	59	59
2021-04-27T07:50:45.340Z	883	881	46	47
2021-04-27T07:51:05.350Z	844	846	36	35
2021-04-27T07:51:25.361Z	801	803	26	26
2021-04-27T07:51:45.366Z	758	755	18	18
2021-04-27T07:52:05.379Z	707	705	12	11
2021-04-27T07:52:25.386Z	654	656	6	6
2021-04-27T07:52:45.386Z	599	601	3	3
2021-04-27T07:53:05.388Z	547	545	0	1
2021-04-27T07:53:25.390Z	490	493	0	0
2021-04-27T07:53:45.399Z	433	436	1	1
2021-04-27T07:54:05.406Z	383	380	4	4
2021-04-27T07:54:25.406Z	328	326	8	8
2021-04-27T07:54:45.412Z	276	278	13	14
2021-04-27T07:55:05.413Z	226	228	21	20
2021-04-27T07:55:25.425Z	184	182	29	29
2021-04-27T07:55:45.435Z	142	144	39	39
2021-04-27T07:56:05.439Z	105	106	51	50
2021-04-27T07:56:25.441Z	75	74	64	63
2021-04-27T07:56:45.441Z	48	47	77	78
2021-04-27T07:57:05.447Z	26	27	93	94
2021-04-27T07:57:25.450Z	12	12	110	110
2021-04-27T07:57:45.456Z	3	3	127	128
2021-04-27T07:58:05.465Z	0	0	147	148
2021-04-27T07:58:25.472Z	4	3	167	166
2021-04-27T07:58:45.483Z	12	13	189	188
2021-04-27T07:59:05.493Z	28	29	210	211
2021-04-27T07:59:25.504Z	50	49	234	235
2021-04-27T07:59:45.512Z	78	76	258	257
2021-04-27T08:00:05.514Z	107	109	283	282
2021-04-27T08:00:25.520Z	145	147	307	308
2021-04-27T08:00:45.527Z	187	185	333	334
2021-04-27T08:01:05.542Z	233	231	360	361
2021-04-27T08:01:25.553Z	282	280	388	386
2021-04-27T08:01:45.556Z	329	332	415	414
2021-04-27T08:02:05.569Z	383	386	443	442
2021-04-27T08:02:25.582Z	439	441	468	470
2021-04-27T08:02:45.582Z	495	492	497	498
2021-04-27T08:03:05.587Z	551	548	525	526
2021-04-27T08:03:25.601Z	607	604	553	554
2021-04-27T08:03:45.608Z	657	659	581	580
2021-04-27T08:04:05.614Z	709	712	609	608
2021-04-27T08:04:25.628Z	759	761	634	635
2021-04-27T08:04:45.629Z	806	804	661	662
2021-04-27T08:05:05.639Z	848	846	687	688
2021-04-27T08:05:25.642Z	883	885	713	712
2021-04-27T08:05:45.642Z	917	918	738	737
2021-04-27T08:06:05.643Z	945	946	762	761
2021-04-27T08:06:25.655Z	968	969	784	785
2021-04-27T08:06:45.664Z	985	984	807	808
2021-04-27T08:07:05.665Z	996	995	829	828
2021-04-27T08:07:25.667Z	1000	1000	849	848
2021-04-27T08:07:45.680Z	998	998	869	868
2021-04-27T08:08:40.598Z	606	608	555	554
2021-04-27T08:09:00.607Z	661	663	581	582
2021-04-27T08:09:20.615Z	714	712	609	610
2021-04-27T08:09:40.621Z	760	762	637	635
2021-04-27T08:10:00.634Z	807	809	661	663
2021-04-27T08:10:20.645Z	850	848	688	689
2021-04-27T08:12:21.450Z	607	609	555	554
2021-04-27T08:12:41.464Z	662	659	581	582
2021-04-27T08:13:01.477Z	714	712	609	610
2021-04-27T08:13:21.480Z	760	762	637	636
2021-04-27T08:13:41.493Z	807	809	662	663
2021-04-27T08:14:01.496Z	850	848	688	689
2021-04-27T08:14:21.506Z	888	887	714	713
2021-04-27T08:14:41.511Z	919	920	740	739
2021-04-27T08:15:58.198Z	607	609	555	554
2021-04-27T08:16:18.207Z	662	659	581	582
2021-04-27T08:16:38.219Z	715	712	609	608
2021-04-27T08:17:48.022Z	607	610	553	554
2021-04-27T08:18:08.032Z	662	660	581	583
2021-04-27T08:18:28.104Z	716	713	610	608
2021-04-27T08:18:48.116Z	761	763	637	636
2021-04-27T08:19:08.121Z	808	806	662	663
2021-04-27T08:21:30.000Z	607	610	553	554
2021-04-27T08:21:50.008Z	662	660	581	583
2021-04-27T08:22:10.008Z	715	713	609	608
2021-04-27T08:22:30.009Z	761	763	637	636
2021-04-27T08:22:50.012Z	808	806	662	663
2021-04-27T08:23:10.020Z	851	849	689	688
2021-04-27T08:23:30.030Z	886	888	715	714
2021-04-27T08:23:50.041Z	919	921	738	739
2021-04-27T08:24:10.056Z	948	947	763	764
2021-04-27T08:24:30.057Z	968	969	787	785
2021-04-27T08:24:50.060Z	985	986	807	808
2021-04-27T08:25:10.072Z	996	996	829	830
2021-04-27T08:26:20.207Z	607	609	555	554
2021-04-27T08:26:40.217Z	662	659	581	582
2021-04-27T08:27:00.223Z	714	712	609	610
2021-04-27T08:27:46.816Z	606	609	555	554
2021-04-27T08:28:06.829Z	661	663	581	582
2021-04-27T08:28:26.840Z	713	711	608	610
2021-04-27T08:29:14.569Z	606	609	555	554
2021-04-27T08:29:34.578Z	661	663	583	582
2021-04-27T08:29:54.581Z	713	711	608	610
2021-04-27T08:30:14.594Z	763	761	636	637
2021-04-27T08:30:34.598Z	809	807	663	662
2021-04-27T08:30:54.601Z	848	850	689	688
2021-04-27T08:31:14.615Z	886	888	715	714
2021-04-27T08:31:34.619Z	919	921	738	739
2021-04-27T08:33:47.026Z	607	610	556	554
2021-04-27T08:34:07.027Z	662	660	581	583
2021-04-27T08:34:27.038Z	715	713	609	608
2021-04-27T08:35:16.674Z	607	609	555	554
2021-04-27T08:35:36.687Z	662	659	581	582
2021-04-27T08:35:56.698Z	715	712	609	610
2021-04-27T08:37:51.903Z	607	609	555	554
2021-04-27T08:38:11.905Z	662	659	581	582
2021-04-27T08:38:31.904Z	715	713	609	608
2021-04-27T08:38:51.915Z	761	763	637	636
2021-04-27T08:39:11.929Z	808	806	662	663
2021-04-27T08:39:31.944Z	851	849	689	690
2021-04-27T08:39:51.945Z	886	887	715	714
2021-04-27T08:40:11.953Z	920	918	738	739
2021-04-27T08:40:31.966Z	948	947	763	762
2021-04-27T08:40:51.969Z	969	970	787	786
2021-04-27T08:41:11.977Z	986	985	808	809
2021-04-27T08:41:31.978Z	996	996	830	829
2021-04-27T08:41:51.988Z	1000	1000	851	850
2021-04-27T08:42:12.003Z	998	998	869	870
2021-04-27T08:42:32.003Z	989	990	888	887
2021-04-27T08:42:52.015Z	976	975	905	904
2021-04-27T08:43:12.025Z	955	954	920	920
2021-04-27T08:43:32.027Z	929	930	935	935
2021-04-27T08:43:52.029Z	900	898	948	947
2021-04-27T08:44:12.031Z	863	861	959	959
2021-04-27T08:44:32.045Z	822	824	969	970
2021-04-27T08:44:52.047Z	776	778	979	978
2021-04-27T08:45:12.061Z	731	729	986	986
2021-04-27T08:45:32.072Z	679	682	991	992
2021-04-27T08:45:52.085Z	625	627	996	996
2021-04-27T08:46:12.092Z	574	571	999	999
2021-04-27T08:46:32.101Z	517	514	1000	1000
2021-04-27T08:46:52.106Z	460	463	1000	1000
2021-04-27T08:47:12.122Z	409	406	998	998
2021-04-27T08:47:32.136Z	353	351	995	994
2021-04-27T08:47:52.136Z	300	302	990	989
2021-04-27T08:48:12.152Z	249	251	983	983
2021-04-27T08:48:32.152Z	205	203	975	975
2021-04-27T08:48:52.164Z	161	163	966	966
2021-04-27T08:49:12.168Z	122	123	955	954
2021-04-27T08:49:32.179Z	90	88	942	943
2021-04-27T08:49:52.185Z	60	59	930	929
2021-04-27T08:50:12.198Z	36	37	914	914
2021-04-27T08:50:32.198Z	19	18	898	899
2021-04-27T08:50:52.203Z	7	6	880	881
2021-04-27T08:51:12.212Z	1	1	862	862
2021-04-27T08:51:32.225Z	1	1	842	843
2021-04-27T08:51:52.241Z	7	8	821	822
2021-04-27T08:52:12.246Z	20	20	800	799
2021-04-27T08:52:32.257Z	39	38	777	778
2021-04-27T08:52:52.264Z	62	63	753	754
2021-04-27T08:53:12.266Z	93	94	730	729
2021-04-27T08:53:32.274Z	128	126	705	703
2021-04-27T08:53:52.277Z	167	166	679	678
2021-04-27T08:54:12.288Z	211	209	652	651
2021-04-27T08:54:32.292Z	259	257	625	627
2021-04-27T08:54:52.305Z	305	307	598	599
2021-04-27T08:55:12.319Z	358	360	570	571
2021-04-27T08:55:32.334Z	413	411	544	543
2021-04-27T08:55:52.339Z	470	468	516	514
2021-04-27T08:56:12.354Z	522	525	487	488
2021-04-27T08:56:32.362Z	579	581	461	460
2021-04-27T08:56:52.363Z	635	632	433	432
2021-04-27T08:57:12.368Z	684	686	405	406
2021-04-27T08:57:32.371Z	736	738	377	378
2021-04-27T08:57:52.382Z	784	782	352	351
2021-04-27T08:58:12.382Z	829	827	325	326
2021-04-27T08:58:32.393Z	867	868	298	300
2021-04-27T08:58:52.398Z	903	905	275	274
2021-04-27T08:59:12.405Z	934	933	250	249
2021-04-27T08:59:32.406Z	957	958	226	227
2021-04-27T08:59:52.408Z	977	978	204	203
2021-04-27T09:00:12.408Z	991	991	182	181
2021-04-27T09:00:32.420Z	999	998	160	161
2021-04-27T09:00:52.433Z	1000	1000	140	141
2021-04-27T09:01:12.447Z	995	995	122	121
2021-04-27T09:01:32.451Z	983	984	104	103
2021-04-27T09:01:52.452Z	967	966	87	88
2021-04-27T09:02:12.461Z	944	943	73	73
2021-04-27T09:02:32.474Z	915	917	59	59
2021-04-27T09:02:52.478Z	884	882	46	47
2021-04-27T09:03:12.479Z	845	843	35	36
2021-04-27T09:03:32.484Z	801	803	26	26
2021-04-27T09:03:52.488Z	754	756	18	18
2021-04-27T09:04:12.499Z	708	706	11	11
2021-04-27T09:04:32.501Z	655	652	6	6
2021-04-27T09:04:52.507Z	600	602	3	2
2021-04-27T09:05:12.511Z	548	546	1	1
2021-04-27T09:05:32.524Z	491	489	0	0
2021-04-27T09:05:52.539Z	434	437	1	1
2021-04-27T09:06:12.551Z	378	381	4	4
2021-04-27T09:06:32.555Z	330	327	8	8
2021-04-27T09:06:52.564Z	278	276	14	13
2021-04-27T09:07:12.575Z	229	226	20	21
2021-04-27T09:07:32.588Z	183	185	29	29
2021-04-27T09:07:52.591Z	141	143	39	39
2021-04-27T09:08:12.592Z	107	106	51	50
2021-04-27T09:08:32.595Z	75	74	64	63
2021-04-27T09:08:52.600Z	48	47	77	78
2021-04-27T09:09:12.602Z	27	26	93	94
2021-04-27T09:09:32.606Z	12	12	110	111
2021-04-27T09:09:52.615Z	3	3	128	129
2021-04-27T09:10:12.628Z	0	0	147	146
2021-04-27T09:10:32.639Z	3	3	168	167
2021-04-27T09:10:52.650Z	12	13	189	188
2021-04-27T09:11:12.651Z	28	29	212	211
2021-04-27T09:11:32.665Z	49	51	233	234
2021-04-27T09:11:52.671Z	77	75	257	258
2021-04-27T09:12:12.680Z	109	108	282	284
2021-04-27T09:12:32.683Z	146	145	308	309
2021-04-27T09:12:52.694Z	189	187	334	333
2021-04-27T09:13:12.703Z	230	232	361	360
2021-04-27T09:13:32.707Z	279	281	388	387
2021-04-27T09:13:52.709Z	331	333	413	414
2021-04-27T09:14:12.708Z	384	387	441	442
2021-04-27T09:14:32.715Z	440	437	469	470
2021-04-27T09:14:52.720Z	496	493	497	498
2021-04-27T09:15:12.734Z	552	550	525	524
2021-04-27T09:15:32.737Z	608	605	553	552
2021-04-27T09:15:52.751Z	657	659	581	580
2021-04-27T09:16:12.766Z	709	711	609	607
2021-04-27T09:16:32.776Z	758	761	636	634
2021-04-27T09:16:52.783Z	805	807	660	661
2021-04-27T09:17:12.787Z	847	845	686	688
2021-04-27T09:17:32.789Z	885	884	712	713
2021-04-27T09:17:52.793Z	919	917	737	738
2021-04-27T09:18:12.795Z	947	945	762	760
2021-04-27T09:18:32.796Z	969	968	785	784
2021-04-27T09:18:52.797Z	984	985	808	807
2021-04-27T09:19:12.805Z	995	996	830	829
2021-04-27T09:19:32.806Z	1000	1000	849	849
2021-04-27T09:19:52.808Z	998	998	868	868
2021-04-27T09:20:12.809Z	991	990	887	886
2021-04-27T09:20:32.810Z	976	976	903	904
2021-04-27T09:20:52.825Z	956	957	919	920
2021-04-27T09:21:12.828Z	933	931	934	933
2021-04-27T09:21:32.840Z	901	900	948	947
2021-04-27T09:21:52.851Z	865	866	958	959
2021-04-27T09:22:12.853Z	823	825	969	969
2021-04-27T09:22:32.855Z	782	780	978	978
2021-04-27T09:22:52.869Z	733	731	985	985
2021-04-27T09:23:12.871Z	681	684	991	992
2021-04-27T09:23:32.885Z	632	629	996	996
2021-04-27T09:23:52.899Z	576	574	998	999
2021-04-27T09:24:12.901Z	519	522	1000	1000
2021-04-27T09:24:32.907Z	462	465	1000	1000
2021-04-27T09:24:52.909Z	411	408	998	998
2021-04-27T09:25:12.918Z	355	357	995	995
2021-04-27T09:25:32.931Z	301	304	990	990
2021-04-27T09:25:52.946Z	255	253	983	984
2021-04-27T09:26:12.956Z	207	205	976	976
2021-04-27T09:26:32.965Z	163	165	966	966
2021-04-27T09:26:52.966Z	126	124	955	956
2021-04-27T09:27:12.972Z	91	89	944	943
2021-04-27T09:27:32.975Z	61	62	930	930
2021-04-27T09:27:52.977Z	36	37	915	916
2021-04-27T09:28:12.988Z	19	19	898	899
2021-04-27T09:28:32.999Z	7	7	882	881
2021-04-27T09:28:53.015Z	1	1	863	864
2021-04-27T09:29:13.029Z	1	1	843	844
2021-04-27T09:29:33.033Z	7	7	823	822
2021-04-27T09:29:53.043Z	20	19	801	802
2021-04-27T09:30:13.054Z	37	38	778	779
2021-04-27T09:30:33.063Z	61	63	756	755
