time	1-SP	1-T	2-SP	2-T
2021-04-30T07:24:58.121Z	274	277	13	13
2021-04-30T07:25:18.121Z	230	227	20	21
2021-04-30T07:25:38.123Z	184	182	29	29
2021-04-30T07:25:58.130Z	142	144	39	39
2021-04-30T07:26:18.139Z	105	106	50	51
2021-04-30T07:26:38.148Z	75	74	63	64
2021-04-30T07:26:58.153Z	48	47	78	77
2021-04-30T07:27:18.163Z	27	28	94	93
2021-04-30T07:27:38.178Z	12	12	111	110
2021-04-30T07:27:58.181Z	3	3	127	128
2021-04-30T07:28:18.185Z	0	0	147	148
2021-04-30T07:28:38.195Z	3	4	168	167
2021-04-30T07:28:58.203Z	13	12	189	188
2021-04-30T07:29:18.218Z	29	28	212	211
2021-04-30T07:29:38.231Z	48	49	233	234
2021-04-30T07:29:58.244Z	75	77	258	259
2021-04-30T07:30:18.248Z	108	110	283	282
2021-04-30T07:30:38.262Z	146	144	309	308
2021-04-30T07:30:58.276Z	188	186	333	334
2021-04-30T07:31:18.289Z	230	233	360	361
2021-04-30T07:31:38.303Z	280	282	387	386
2021-04-30T07:31:58.305Z	332	330	415	414
2021-04-30T07:32:18.309Z	386	383	443	442
2021-04-30T07:32:38.319Z	442	439	469	470
2021-04-30T07:32:58.326Z	493	496	497	498
2021-04-30T07:33:18.327Z	550	553	525	524
2021-04-30T07:33:38.330Z	606	603	554	552
2021-04-30T07:33:58.337Z	660	658	579	580
2021-04-30T07:34:18.342Z	709	711	607	608
2021-04-30T07:34:38.357Z	759	761	635	636
2021-04-30T07:34:58.372Z	805	803	662	660
2021-04-30T07:35:18.373Z	848	846	688	687
2021-04-30T07:35:38.384Z	883	885	712	713
2021-04-30T07:35:58.395Z	917	919	737	739
2021-04-30T07:36:18.411Z	946	945	762	761
2021-04-30T07:36:38.423Z	969	968	786	785
2021-04-30T07:36:58.430Z	984	985	807	808
2021-04-30T07:37:18.432Z	995	996	829	830
2021-04-30T07:37:38.441Z	1000	1000	850	849
2021-04-30T07:37:58.455Z	998	998	869	868
2021-04-30T07:38:18.461Z	991	990	886	887
2021-04-30T07:38:38.465Z	977	976	904	903
2021-04-30T07:38:58.470Z	956	958	920	919
2021-04-30T07:39:18.479Z	930	932	933	934
2021-04-30T07:39:38.479Z	902	900	947	947
2021-04-30T07:39:58.486Z	866	864	959	959
2021-04-30T07:40:18.497Z	824	826	969	969
2021-04-30T07:40:38.509Z	779	781	978	978
2021-04-30T07:40:58.519Z	735	733	985	986
2021-04-30T07:41:18.523Z	683	681	991	992
2021-04-30T07:41:38.537Z	629	632	996	996
2021-04-30T07:41:58.548Z	574	576	999	999
2021-04-30T07:42:18.549Z	522	520	1000	1000
2021-04-30T07:42:38.550Z	465	463	1000	1000
2021-04-30T07:42:58.560Z	409	412	998	998
2021-04-30T07:43:18.574Z	354	356	995	995
2021-04-30T07:43:38.583Z	305	303	990	990
2021-04-30T07:43:58.589Z	254	252	983	983
2021-04-30T07:44:18.600Z	206	208	975	976
2021-04-30T07:44:38.615Z	162	164	967	966
2021-04-30T07:44:58.624Z	126	124	956	955
2021-04-30T07:45:18.627Z	90	89	943	944
2021-04-30T07:45:38.638Z	61	62	929	930
2021-04-30T07:45:58.652Z	36	37	916	915
2021-04-30T07:46:18.655Z	19	19	899	898
2021-04-30T07:46:38.666Z	7	7	881	882
2021-04-30T07:46:58.668Z	1	1	864	863
2021-04-30T07:47:18.671Z	1	1	844	843
2021-04-30T07:47:38.680Z	7	7	823	824
2021-04-30T07:48:36.086Z	607	609	554	555
2021-04-30T07:48:56.088Z	662	664	582	581
2021-04-30T07:49:49.600Z	606	609	554	555
2021-04-30T07:50:39.331Z	606	609	554	555
2021-04-30T07:50:59.337Z	661	664	582	581
2021-04-30T07:51:19.342Z	714	711	610	609
2021-04-30T07:51:39.344Z	763	761	637	636
2021-04-30T07:51:59.358Z	809	807	662	663
2021-04-30T07:52:19.361Z	848	850	688	689
2021-04-30T07:52:39.372Z	886	888	714	713
2021-04-30T07:52:59.383Z	920	918	739	738
2021-04-30T07:53:19.383Z	948	947	764	763
2021-04-30T07:53:39.385Z	970	969	785	786
2021-04-30T07:53:59.397Z	985	986	808	809
2021-04-30T07:54:19.412Z	996	996	830	829
2021-04-30T07:54:39.427Z	1000	1000	851	850
2021-04-30T07:55:31.773Z	606	609	554	555
2021-04-30T07:55:51.784Z	662	659	582	581
2021-04-30T07:56:44.335Z	607	609	554	555
2021-04-30T07:57:04.338Z	662	659	582	581
2021-04-30T07:57:24.350Z	714	712	610	609
2021-04-30T07:57:44.364Z	760	762	635	637
2021-04-30T07:58:04.372Z	807	809	663	661
2021-04-30T07:58:24.380Z	850	848	689	688
2021-04-30T07:58:44.393Z	888	887	713	714
2021-04-30T07:59:04.401Z	919	920	738	740
2021-04-30T07:59:24.406Z	947	948	763	762
2021-04-30T07:59:44.411Z	970	969	787	786
2021-04-30T08:00:04.424Z	986	985	807	809
2021-04-30T08:00:24.430Z	995	996	829	830
2021-04-30T08:00:44.445Z	1000	1000	850	849
2021-04-30T08:01:04.450Z	998	998	870	869
2021-04-30T08:01:24.462Z	989	990	888	888
2021-04-30T08:01:44.468Z	976	975	904	905
2021-04-30T08:02:04.474Z	956	955	920	921
2021-04-30T08:02:24.475Z	930	931	935	934
2021-04-30T08:02:44.486Z	898	899	948	948
2021-04-30T08:03:04.494Z	864	862	959	960
2021-04-30T08:03:24.496Z	823	821	970	969
2021-04-30T08:03:44.501Z	777	779	979	978
2021-04-30T08:04:04.516Z	728	730	986	986
2021-04-30T08:04:24.523Z	681	678	992	992
2021-04-30T08:04:44.526Z	627	629	996	996
2021-04-30T08:05:04.532Z	571	573	999	999
2021-04-30T08:05:24.542Z	519	517	1000	1000
2021-04-30T08:05:44.543Z	462	460	1000	1000
2021-04-30T08:06:04.548Z	406	408	998	998
2021-04-30T08:06:24.561Z	350	353	995	994
2021-04-30T08:06:44.565Z	302	299	990	989
2021-04-30T08:07:04.576Z	251	248	983	983
2021-04-30T08:07:24.589Z	203	205	975	975
2021-04-30T08:07:44.602Z	163	161	966	966
2021-04-30T08:08:04.612Z	123	121	955	955
2021-04-30T08:08:24.612Z	88	90	942	943
2021-04-30T08:08:44.615Z	59	60	930	929
2021-04-30T08:09:04.628Z	37	36	914	914
2021-04-30T08:09:24.641Z	18	18	898	899
2021-04-30T08:09:44.646Z	6	7	880	881
2021-04-30T08:10:04.648Z	0	1	863	862
2021-04-30T08:10:24.652Z	1	1	842	841
2021-04-30T08:10:44.662Z	8	7	821	822
2021-04-30T08:11:04.675Z	21	20	799	800
2021-04-30T08:11:24.689Z	38	39	778	777
2021-04-30T08:11:44.703Z	63	64	753	755
2021-04-30T08:12:04.717Z	93	91	729	730
2021-04-30T08:12:24.719Z	128	127	703	704
2021-04-30T08:12:44.725Z	165	167	679	678
2021-04-30T08:13:04.739Z	209	211	652	651
2021-04-30T08:13:24.747Z	257	255	625	626
2021-04-30T08:13:44.757Z	309	306	600	598
2021-04-30T08:14:04.758Z	357	360	572	570
2021-04-30T08:14:24.772Z	413	415	543	542
2021-04-30T08:14:44.777Z	469	466	515	516
2021-04-30T08:15:04.790Z	526	523	489	488
2021-04-30T08:15:24.795Z	577	580	461	460
2021-04-30T08:15:44.803Z	633	636	432	434
2021-04-30T08:16:04.806Z	687	685	404	406
2021-04-30T08:16:24.820Z	738	736	379	378
2021-04-30T08:16:44.834Z	782	784	352	351
2021-04-30T08:17:04.847Z	827	829	325	326
2021-04-30T08:17:24.862Z	868	866	298	300
2021-04-30T08:17:44.873Z	904	903	275	274
2021-04-30T08:18:04.882Z	932	934	250	249
2021-04-30T08:18:24.882Z	958	959	226	227
2021-04-30T08:18:44.883Z	978	977	203	204
2021-04-30T08:19:04.883Z	991	991	180	181
2021-04-30T08:19:24.895Z	998	999	161	160
2021-04-30T08:19:44.908Z	1000	1000	141	140
2021-04-30T08:20:04.919Z	995	994	122	122
2021-04-30T08:20:24.933Z	984	984	104	105
2021-04-30T08:20:44.936Z	966	967	87	88
2021-04-30T08:21:04.944Z	945	944	73	72
2021-04-30T08:21:24.948Z	916	915	59	58
2021-04-30T08:21:44.959Z	882	884	46	47
2021-04-30T08:22:04.959Z	843	845	35	36
2021-04-30T08:22:24.972Z	804	802	26	26
2021-04-30T08:22:44.978Z	757	755	18	18
2021-04-30T08:23:04.978Z	707	704	11	11
2021-04-30T08:23:24.987Z	653	656	6	6
2021-04-30T08:23:44.998Z	598	601	3	3
2021-04-30T08:24:05.002Z	548	545	1	0
2021-04-30T08:24:25.004Z	491	488	0	0
2021-04-30T08:24:45.015Z	434	437	1	1
2021-04-30T08:25:05.030Z	378	381	4	4
2021-04-30T08:25:25.035Z	329	327	8	8
2021-04-30T08:25:45.049Z	277	274	13	13
2021-04-30T08:26:05.052Z	227	230	21	20
2021-04-30T08:26:25.060Z	181	183	29	29
2021-04-30T08:26:45.065Z	143	142	39	40
2021-04-30T08:27:05.074Z	106	105	51	50
2021-04-30T08:27:25.079Z	74	75	64	63
2021-04-30T08:27:45.084Z	47	48	78	78
2021-04-30T08:28:05.093Z	28	27	93	94
2021-04-30T08:28:25.106Z	12	11	110	109
2021-04-30T08:28:45.111Z	3	3	129	128
2021-04-30T08:29:05.113Z	0	0	146	147
2021-04-30T08:29:25.116Z	3	3	167	168
2021-04-30T08:29:45.129Z	13	13	189	188
2021-04-30T08:30:05.139Z	28	28	212	210
2021-04-30T08:30:25.140Z	50	49	233	234
2021-04-30T08:30:45.141Z	75	77	257	258
2021-04-30T08:31:05.152Z	108	110	283	281
2021-04-30T08:31:25.156Z	145	144	308	307
2021-04-30T08:31:45.171Z	188	186	335	334
2021-04-30T08:32:05.184Z	230	232	360	361
2021-04-30T08:32:25.197Z	279	282	387	388
2021-04-30T08:32:45.209Z	332	329	415	414
2021-04-30T08:33:05.213Z	386	383	443	442
2021-04-30T08:33:25.215Z	437	439	469	470
2021-04-30T08:33:45.222Z	494	496	497	498
2021-04-30T08:34:05.224Z	550	548	526	524
2021-04-30T08:34:25.233Z	607	604	554	553
2021-04-30T08:34:45.242Z	661	659	580	581
2021-04-30T08:35:05.254Z	709	711	607	609
2021-04-30T08:35:25.257Z	759	762	635	634
2021-04-30T08:35:45.261Z	806	804	662	661
2021-04-30T08:36:05.264Z	845	847	686	688
2021-04-30T08:36:25.269Z	884	886	713	714
2021-04-30T08:36:45.273Z	918	919	738	737
2021-04-30T08:37:05.276Z	946	945	762	761
2021-04-30T08:37:25.291Z	969	968	784	785
2021-04-30T08:37:45.303Z	984	985	807	808
2021-04-30T08:38:05.312Z	995	995	829	828
2021-04-30T08:38:25.324Z	1000	1000	850	849
2021-04-30T08:38:45.325Z	998	998	868	869
2021-04-30T08:39:05.328Z	990	990	887	886
2021-04-30T08:39:25.341Z	976	977	904	903
2021-04-30T08:39:45.356Z	956	957	919	920
2021-04-30T08:40:05.358Z	932	931	934	934
2021-04-30T08:40:25.367Z	901	899	947	948
2021-04-30T08:40:45.381Z	864	866	959	959
2021-04-30T08:41:05.382Z	823	825	969	969
2021-04-30T08:41:25.395Z	782	780	978	978
2021-04-30T08:41:45.399Z	733	731	986	985
2021-04-30T08:42:05.408Z	681	683	992	991
2021-04-30T08:42:25.417Z	632	629	996	996
2021-04-30T08:42:45.420Z	576	573	999	998
2021-04-30T08:43:05.431Z	519	522	1000	1000
2021-04-30T08:43:25.438Z	462	465	1000	1000
2021-04-30T08:43:45.448Z	411	409	998	998
2021-04-30T08:44:05.452Z	356	353	995	995
2021-04-30T08:44:25.453Z	302	305	990	990
2021-04-30T08:44:45.464Z	251	253	984	983
2021-04-30T08:45:05.473Z	208	206	976	975
2021-04-30T08:45:25.481Z	164	162	966	967
2021-04-30T08:45:45.493Z	124	126	955	956
2021-04-30T08:46:05.503Z	89	90	944	943
2021-04-30T08:46:25.504Z	62	60	930	929
2021-04-30T08:46:45.510Z	37	36	915	916
2021-04-30T08:47:05.511Z	19	19	898	899
2021-04-30T08:47:25.524Z	7	7	882	881
2021-04-30T08:47:45.534Z	1	1	863	862
2021-04-30T08:48:05.546Z	1	1	843	844
2021-04-30T08:48:25.557Z	7	7	822	823
2021-04-30T08:48:45.558Z	19	19	802	801
2021-04-30T08:49:05.561Z	37	38	778	777
2021-04-30T08:49:25.573Z	62	60	754	755
2021-04-30T08:49:45.580Z	92	90	729	731
2021-04-30T08:50:05.583Z	124	126	706	705
2021-04-30T08:50:25.590Z	164	166	680	681
2021-04-30T08:50:45.598Z	208	206	653	654
2021-04-30T08:51:05.611Z	256	254	628	627
2021-04-30T08:51:25.616Z	303	305	600	599
2021-04-30T08:51:45.619Z	356	359	572	574
2021-04-30T08:52:05.625Z	412	409	544	545
2021-04-30T08:52:25.636Z	468	465	518	517
2021-04-30T08:52:45.649Z	520	523	490	488
2021-04-30T08:53:05.659Z	577	574	461	462
2021-04-30T08:53:25.661Z	632	630	433	434
2021-04-30T08:53:45.668Z	681	684	407	406
2021-04-30T08:54:05.682Z	733	735	379	381
2021-04-30T08:54:25.692Z	782	780	352	353
2021-04-30T08:54:45.701Z	827	825	328	326
2021-04-30T08:55:05.713Z	864	866	301	300
2021-04-30T08:55:25.721Z	901	903	275	276
2021-04-30T08:55:45.723Z	932	931	250	251
2021-04-30T08:56:05.730Z	958	957	226	227
2021-04-30T08:56:25.732Z	976	977	205	204
2021-04-30T08:56:45.733Z	990	991	183	182
2021-04-30T08:57:05.741Z	998	998	161	162
2021-04-30T08:57:25.745Z	1000	1000	141	142
2021-04-30T08:57:45.749Z	995	995	123	123
2021-04-30T08:58:05.753Z	985	984	105	105
2021-04-30T08:58:25.767Z	968	967	89	88
2021-04-30T08:58:45.776Z	945	946	73	74
2021-04-30T08:59:05.785Z	917	918	59	60
2021-04-30T08:59:25.794Z	883	884	48	47
2021-04-30T08:59:45.797Z	847	845	36	36
2021-04-30T09:00:05.801Z	804	802	26	27
2021-04-30T09:00:25.809Z	758	760	18	18
2021-04-30T09:00:45.819Z	707	710	12	12
2021-04-30T09:01:05.834Z	659	657	6	6
2021-04-30T09:01:25.846Z	604	602	3	3
2021-04-30T09:01:45.848Z	548	550	1	1
2021-04-30T09:02:05.848Z	496	493	0	0
2021-04-30T09:02:25.860Z	439	436	1	1
2021-04-30T09:02:45.870Z	383	385	4	3
2021-04-30T09:03:05.883Z	328	330	7	8
2021-04-30T09:03:25.893Z	280	278	13	13
2021-04-30T09:03:45.909Z	231	233	20	20
2021-04-30T09:04:05.912Z	184	186	28	29
2021-04-30T09:04:25.917Z	146	144	38	39
2021-04-30T09:04:45.924Z	108	106	50	50
2021-04-30T09:05:05.925Z	75	77	63	63
2021-04-30T09:05:25.933Z	48	49	76	77
2021-04-30T09:05:45.944Z	28	28	92	93
2021-04-30T09:06:05.945Z	13	12	109	108
2021-04-30T09:06:25.948Z	3	3	128	127
2021-04-30T09:06:45.958Z	0	0	145	146
2021-04-30T09:07:05.973Z	3	3	166	167
2021-04-30T09:07:25.979Z	12	12	187	188
2021-04-30T09:07:45.991Z	27	28	210	209
2021-04-30T09:08:06.007Z	49	48	234	233
2021-04-30T09:08:26.010Z	73	75	256	257
2021-04-30T09:08:46.014Z	106	107	281	282
2021-04-30T09:09:06.020Z	143	142	307	306
2021-04-30T09:09:26.030Z	185	183	334	332
2021-04-30T09:09:46.041Z	227	230	358	359
2021-04-30T09:10:06.049Z	277	279	386	385
2021-04-30T09:10:26.056Z	329	327	414	413
2021-04-30T09:10:46.058Z	384	381	439	441
2021-04-30T09:11:06.066Z	435	437	468	469
2021-04-30T09:11:26.076Z	492	494	496	495
2021-04-30T09:11:46.090Z	549	546	525	524
2021-04-30T09:12:06.098Z	600	603	551	552
2021-04-30T09:12:26.109Z	655	657	579	580
2021-04-30T09:12:46.115Z	708	706	607	606
2021-04-30T09:13:06.120Z	759	756	632	633
2021-04-30T09:13:26.120Z	801	803	659	661
2021-04-30T09:13:46.132Z	845	847	686	685
2021-04-30T09:14:06.136Z	884	882	712	711
2021-04-30T09:14:26.149Z	918	916	735	737
2021-04-30T09:14:46.162Z	944	945	760	761
2021-04-30T09:15:06.168Z	967	968	784	783
2021-04-30T09:15:26.181Z	984	984	807	806
2021-04-30T09:15:46.193Z	995	995	827	828
2021-04-30T09:16:06.204Z	1000	1000	848	849
2021-04-30T09:16:26.214Z	998	998	868	867
2021-04-30T09:16:46.229Z	991	991	886	886
2021-04-30T09:17:06.238Z	977	977	902	903
2021-04-30T09:17:26.250Z	958	957	919	919
2021-04-30T09:17:46.253Z	933	934	933	933
2021-04-30T09:18:06.260Z	901	903	947	946
2021-04-30T09:18:26.269Z	868	867	958	958
2021-04-30T09:18:46.279Z	828	826	969	969
2021-04-30T09:19:06.291Z	783	785	978	977
2021-04-30T09:19:26.296Z	734	736	985	985
2021-04-30T09:19:46.308Z	683	685	991	991
2021-04-30T09:20:06.311Z	634	631	995	996
2021-04-30T09:20:26.322Z	578	576	998	998
2021-04-30T09:20:46.325Z	522	524	1000	1000
2021-04-30T09:21:06.327Z	465	468	1000	1000
2021-04-30T09:21:26.340Z	414	411	998	998
2021-04-30T09:21:46.350Z	359	356	995	995
2021-04-30T09:22:06.360Z	305	308	990	990
2021-04-30T09:22:26.361Z	254	257	984	984
2021-04-30T09:22:46.363Z	211	209	976	976
2021-04-30T09:23:06.369Z	166	164	967	966
2021-04-30T09:23:26.374Z	126	128	956	957
2021-04-30T09:23:46.388Z	91	93	944	944
2021-04-30T09:24:06.392Z	61	62	931	930
2021-04-30T09:24:26.404Z	39	38	916	915
2021-04-30T09:24:46.419Z	20	19	900	900
2021-04-30T09:25:06.427Z	7	8	882	883
2021-04-30T09:25:26.434Z	1	1	865	864
2021-04-30T09:25:46.446Z	1	1	845	844
2021-04-30T09:26:06.449Z	7	6	823	824
2021-04-30T09:26:26.459Z	19	18	803	802
2021-04-30T09:26:46.474Z	36	37	780	779
2021-04-30T09:27:06.481Z	60	59	756	757
2021-04-30T09:27:26.496Z	90	89	731	732
2021-04-30T09:27:46.506Z	122	124	707	706
2021-04-30T09:28:06.510Z	162	164	681	682
2021-04-30T09:28:26.512Z	206	204	654	655
2021-04-30T09:28:46.518Z	250	252	629	628
2021-04-30T09:29:06.523Z	301	303	601	603
2021-04-30T09:29:26.523Z	355	352	573	574
2021-04-30T09:29:46.539Z	405	408	547	546
2021-04-30T09:30:06.550Z	462	464	519	517
2021-04-30T09:30:26.559Z	519	516	490	491
2021-04-30T09:30:46.563Z	576	573	464	463
2021-04-30T09:31:06.570Z	627	629	436	434
2021-04-30T09:31:26.571Z	681	679	407	409
