time	1-SP	1-T	2-SP	2-T
2021-04-29T09:28:49.168Z	919	918	736	738
2021-04-29T09:29:09.179Z	945	946	761	762
2021-04-29T09:29:29.188Z	968	969	785	784
2021-04-29T09:29:49.190Z	985	985	808	807
2021-04-29T09:30:09.192Z	995	995	828	829
2021-04-29T09:30:29.194Z	1000	1000	849	850
2021-04-29T09:30:49.203Z	998	998	869	868
2021-04-29T09:31:09.214Z	990	990	886	887
2021-04-29T09:31:29.225Z	977	976	903	904
2021-04-29T09:31:49.239Z	957	956	920	919
2021-04-29T09:32:09.245Z	931	932	934	934
2021-04-29T09:32:29.246Z	902	900	947	947
2021-04-29T09:32:49.261Z	865	864	959	959
2021-04-29T09:33:09.264Z	824	826	969	969
2021-04-29T09:33:29.276Z	779	781	978	978
2021-04-29T09:33:49.279Z	734	732	985	986
2021-04-29T09:34:09.294Z	682	680	991	991
2021-04-29T09:34:29.302Z	628	631	996	996
2021-04-29T09:34:49.309Z	577	575	999	999
2021-04-29T09:35:09.312Z	521	518	1000	1000
2021-04-29T09:35:29.319Z	464	466	1000	1000
2021-04-29T09:35:49.324Z	407	409	998	998
2021-04-29T09:36:09.335Z	357	354	995	994
2021-04-29T09:36:29.338Z	303	301	990	990
2021-04-29T09:36:49.351Z	252	254	983	983
2021-04-29T09:37:09.357Z	208	206	976	975
2021-04-29T09:37:29.370Z	164	162	966	967
2021-04-29T09:37:49.377Z	124	126	955	956
2021-04-29T09:38:09.388Z	89	90	944	943
2021-04-29T09:38:29.402Z	62	60	930	929
2021-04-29T10:00:24.642Z	48	69	922	923
2021-04-29T10:00:44.654Z	98	97	276	274
2021-04-29T10:01:04.666Z	132	134	299	301
2021-04-29T10:01:24.668Z	173	175	326	325
2021-04-29T10:01:44.682Z	218	216	353	352
2021-04-29T10:02:04.692Z	262	265	378	379
2021-04-29T10:02:24.702Z	314	317	406	407
2021-04-29T10:02:44.703Z	368	366	434	433
2021-04-29T10:03:04.713Z	424	422	460	461
2021-04-29T10:03:24.715Z	476	478	488	490
2021-04-29T10:03:44.718Z	533	530	517	516
2021-04-29T10:04:04.733Z	590	587	545	544
2021-04-29T10:04:24.741Z	640	643	571	572
2021-04-29T10:04:44.747Z	694	697	600	598
2021-04-29T10:05:04.752Z	746	743	627	626
2021-04-29T10:05:24.765Z	790	792	652	654
2021-04-29T10:05:44.768Z	834	836	679	678
2021-04-29T10:06:04.778Z	874	873	706	704
2021-04-29T10:06:24.790Z	910	908	729	730
2021-04-29T10:06:44.790Z	937	938	754	755
2021-04-29T10:07:04.793Z	962	961	778	777
2021-04-29T10:07:24.796Z	981	980	801	800
2021-04-29T10:07:44.802Z	992	993	822	823
2021-04-29T10:08:04.806Z	999	999	843	842
2021-04-29T10:08:24.813Z	999	999	863	862
2021-04-29T10:08:44.822Z	994	993	881	881
2021-04-29T10:09:04.823Z	982	981	899	898
2021-04-29T10:09:24.835Z	963	964	915	914
2021-04-29T10:09:44.849Z	939	940	929	930
2021-04-29T10:10:04.857Z	911	910	943	944
2021-04-29T10:10:24.864Z	877	875	955	955
2021-04-29T10:10:44.868Z	837	839	966	966
2021-04-29T10:11:04.870Z	797	795	975	976
2021-04-29T10:11:24.877Z	749	747	983	984
2021-04-29T10:11:44.885Z	698	701	990	989
2021-04-29T10:12:04.900Z	645	647	994	995
2021-04-29T10:12:24.910Z	594	592	998	998
2021-04-29T10:12:44.922Z	538	535	1000	1000
2021-04-29T10:13:04.925Z	481	484	1000	1000
2021-04-29T10:13:24.940Z	425	427	999	999
2021-04-29T10:13:44.944Z	374	372	996	996
2021-04-29T10:14:04.947Z	320	318	991	991
2021-04-29T10:14:24.961Z	268	270	985	986
2021-04-29T10:14:44.967Z	219	221	979	978
2021-04-29T10:15:04.980Z	178	176	969	969
2021-04-29T10:15:24.986Z	136	138	959	959
2021-04-29T10:15:44.999Z	99	101	948	947
2021-04-29T10:16:05.007Z	71	69	935	934
2021-04-29T10:16:25.015Z	44	43	920	920
2021-04-29T10:16:45.027Z	24	24	904	904
2021-04-29T10:17:05.042Z	11	10	888	887
2021-04-29T10:17:25.049Z	2	2	869	868
2021-04-29T10:17:45.063Z	0	0	849	850
2021-04-29T10:18:05.067Z	5	4	830	829
2021-04-29T10:18:25.068Z	14	15	808	807
2021-04-29T10:18:45.084Z	31	32	785	786
2021-04-29T10:19:05.085Z	54	53	761	762
2021-04-29T10:19:25.099Z	80	81	739	738
2021-04-29T10:19:45.102Z	113	115	713	712
2021-04-29T10:20:05.106Z	152	150	687	689
2021-04-29T10:20:25.107Z	195	193	663	662
2021-04-29T10:20:45.112Z	238	240	636	635
2021-04-29T10:21:05.116Z	288	290	608	609
2021-04-29T10:21:25.129Z	341	339	580	581
2021-04-29T10:21:45.137Z	391	394	554	553
2021-04-29T10:22:05.143Z	447	450	526	525
2021-04-29T10:22:25.152Z	504	502	497	499
2021-04-29T10:22:45.152Z	561	558	472	470
2021-04-29T10:23:05.166Z	612	615	443	442
2021-04-29T10:23:25.180Z	667	669	415	416
2021-04-29T10:23:45.183Z	719	717	387	388
2021-04-29T10:24:05.191Z	765	767	362	361
2021-04-29T10:24:25.206Z	812	814	335	336
2021-04-29T10:24:45.221Z	854	852	308	309
2021-04-29T10:25:05.222Z	892	890	284	283
2021-04-29T10:25:25.230Z	922	923	259	258
2021-04-29T10:25:45.236Z	950	949	234	235
2021-04-29T10:26:05.251Z	972	971	211	212
2021-04-29T10:26:25.257Z	986	987	190	189
2021-04-29T10:26:45.257Z	996	997	168	169
2021-04-29T10:27:05.259Z	1000	1000	147	148
2021-04-29T10:27:25.273Z	998	997	129	128
2021-04-29T10:27:45.284Z	989	988	111	110
2021-04-29T10:28:05.287Z	974	974	93	94
2021-04-29T10:28:25.294Z	952	953	79	78
2021-04-29T10:28:45.296Z	928	926	64	63
2021-04-29T10:29:05.305Z	895	894	51	51
2021-04-29T10:29:25.319Z	858	860	39	40
2021-04-29T10:29:45.330Z	820	818	30	29
2021-04-29T10:30:05.334Z	774	772	21	21
2021-04-29T10:30:25.340Z	724	727	13	14
2021-04-29T10:30:45.351Z	672	674	8	8
2021-04-29T10:31:05.360Z	622	620	4	4
2021-04-29T10:31:25.366Z	566	569	1	1
2021-04-29T10:31:45.368Z	509	512	0	0
2021-04-29T10:32:05.375Z	457	455	0	1
2021-04-29T10:32:25.386Z	401	398	3	2
2021-04-29T10:32:45.390Z	346	348	6	6
2021-04-29T10:33:05.405Z	297	295	11	11
2021-04-29T10:33:25.421Z	246	244	18	18
2021-04-29T10:33:45.428Z	199	201	26	26
2021-04-29T10:34:05.433Z	156	157	35	35
2021-04-29T10:34:25.445Z	120	118	46	47
2021-04-29T10:34:45.456Z	85	84	59	58
2021-04-29T10:35:05.461Z	56	57	73	72
2021-04-29T10:35:25.475Z	35	34	87	88
2021-04-29T10:35:45.488Z	17	16	104	103
2021-04-29T10:36:05.495Z	5	6	122	121
2021-04-29T10:36:25.506Z	0	0	139	140
2021-04-29T10:36:45.507Z	1	1	160	161
2021-04-29T10:37:05.512Z	9	9	181	180
2021-04-29T10:37:25.527Z	22	21	203	202
2021-04-29T10:37:45.542Z	40	41	225	226
2021-04-29T10:38:05.553Z	65	67	249	250
2021-04-29T10:38:25.553Z	96	95	274	273
2021-04-29T10:38:45.563Z	133	131	298	299
2021-04-29T10:39:05.576Z	170	172	324	325
2021-04-29T10:39:25.591Z	215	217	351	350
2021-04-29T10:39:45.598Z	263	261	378	377
2021-04-29T10:40:05.605Z	310	313	404	405
2021-04-29T10:40:25.605Z	364	367	432	431
2021-04-29T10:40:45.618Z	420	417	460	459
2021-04-29T10:41:05.630Z	477	474	486	487
2021-04-29T10:41:25.631Z	528	531	515	516
2021-04-29T10:41:45.643Z	585	588	543	542
2021-04-29T10:42:05.653Z	641	638	571	570
2021-04-29T10:42:25.654Z	689	692	597	598
2021-04-29T10:42:45.667Z	741	743	625	626
2021-04-29T10:43:05.681Z	789	787	652	651
2021-04-29T10:43:25.691Z	834	832	679	678
2021-04-29T10:43:45.702Z	870	872	703	704
2021-04-29T10:44:05.702Z	906	908	729	727
2021-04-29T10:44:25.705Z	937	935	754	753
2021-04-29T10:44:45.716Z	962	961	776	777
2021-04-29T10:45:05.717Z	979	980	799	800
2021-04-29T10:45:25.718Z	992	992	821	820
2021-04-29T10:45:45.732Z	999	999	843	842
2021-04-29T10:46:05.745Z	1000	999	861	862
2021-04-29T10:46:25.760Z	994	994	880	879
2021-04-29T10:46:45.762Z	982	983	898	897
2021-04-29T10:47:05.769Z	964	965	913	914
2021-04-29T10:47:25.779Z	942	941	929	929
2021-04-29T10:47:45.791Z	912	914	943	942
2021-04-29T10:48:05.804Z	877	879	955	955
2021-04-29T10:48:25.809Z	841	839	965	966
2021-04-29T10:48:45.810Z	798	795	975	975
2021-04-29T10:49:05.820Z	750	752	983	983
2021-04-29T10:49:25.829Z	699	702	989	989
2021-04-29T10:49:45.842Z	651	649	994	994
2021-04-29T10:50:05.847Z	596	593	998	998
2021-04-29T10:50:25.851Z	540	542	1000	1000
2021-04-29T10:50:45.854Z	484	486	1000	1000
2021-04-29T10:51:05.855Z	427	429	999	999
2021-04-29T10:51:25.866Z	377	374	996	996
2021-04-29T10:51:45.868Z	322	320	992	992
2021-04-29T10:52:05.880Z	270	272	986	986
2021-04-29T10:52:25.885Z	225	223	979	979
2021-04-29T10:52:45.892Z	180	178	970	969
2021-04-29T10:53:05.902Z	138	140	959	960
2021-04-29T10:53:25.902Z	101	103	949	948
2021-04-29T10:53:45.913Z	72	71	935	935
2021-04-29T10:54:05.921Z	45	44	921	921
2021-04-29T10:54:25.926Z	25	26	905	905
2021-04-29T10:54:45.929Z	10	11	887	888
2021-04-29T10:55:05.933Z	2	2	870	870
2021-04-29T10:55:25.934Z	0	0	851	852
2021-04-29T10:55:45.942Z	4	4	830	831
2021-04-29T10:56:05.947Z	14	14	808	809
2021-04-29T10:56:25.954Z	31	30	786	787
2021-04-29T10:56:45.957Z	53	52	764	763
2021-04-29T10:57:05.963Z	79	80	740	739
2021-04-29T10:57:25.967Z	112	113	715	714
2021-04-29T10:57:45.978Z	150	148	689	690
2021-04-29T10:58:05.985Z	192	190	662	663
2021-04-29T10:58:25.996Z	235	237	638	636
2021-04-29T10:58:45.998Z	284	287	610	609
2021-04-29T10:59:06.006Z	337	339	582	584
2021-04-29T10:59:26.007Z	391	388	554	556
2021-04-29T10:59:46.016Z	447	444	526	527
2021-04-29T11:00:06.018Z	499	501	500	499
2021-04-29T11:00:26.025Z	555	558	472	473
2021-04-29T11:00:46.030Z	612	609	443	445
2021-04-29T11:01:06.037Z	666	664	418	417
2021-04-29T11:01:26.049Z	714	716	390	389
2021-04-29T11:01:46.051Z	763	765	363	362
2021-04-29T11:02:06.055Z	809	811	336	337
2021-04-29T11:02:26.059Z	852	850	309	311
2021-04-29T11:02:46.070Z	890	888	284	285
2021-04-29T11:03:06.071Z	922	921	261	260
2021-04-29T11:03:26.073Z	948	949	236	235
2021-04-29T11:03:46.088Z	970	971	213	212
2021-04-29T11:04:06.094Z	986	987	190	191
2021-04-29T11:04:26.103Z	996	996	169	170
2021-04-29T11:04:46.109Z	1000	1000	148	149
2021-04-29T11:05:06.116Z	997	998	130	129
2021-04-29T11:05:26.122Z	990	989	112	111
2021-04-29T11:05:46.128Z	975	974	95	94
2021-04-29T11:06:06.139Z	954	953	79	79
2021-04-29T11:06:26.144Z	928	929	64	65
2021-04-29T11:06:46.158Z	896	898	52	52
2021-04-29T11:07:06.171Z	862	861	40	40
2021-04-29T11:07:26.171Z	821	820	30	30
2021-04-29T11:07:46.180Z	776	774	21	21
2021-04-29T11:08:06.186Z	727	730	14	14
2021-04-29T11:08:26.195Z	676	679	8	8
2021-04-29T11:08:46.205Z	622	625	4	4
2021-04-29T11:09:06.210Z	572	569	1	1
2021-04-29T11:09:26.210Z	516	513	0	0
2021-04-29T11:09:46.224Z	459	456	0	0
2021-04-29T11:10:06.235Z	403	405	2	2
2021-04-29T11:10:26.249Z	348	351	6	6
2021-04-29T11:10:46.257Z	296	298	11	11
2021-04-29T11:11:06.258Z	250	248	17	17
2021-04-29T11:11:26.258Z	203	201	25	26
2021-04-29T11:11:46.265Z	160	158	35	34
2021-04-29T11:12:06.266Z	120	122	46	45
2021-04-29T11:12:26.279Z	86	88	58	58
2021-04-29T11:12:46.293Z	58	59	72	71
2021-04-29T11:13:06.299Z	34	35	86	87
2021-04-29T11:13:26.302Z	17	18	102	103
2021-04-29T11:13:46.302Z	6	6	120	121
2021-04-29T11:14:06.308Z	1	0	139	140
2021-04-29T11:14:26.319Z	1	1	159	159
2021-04-29T11:14:46.329Z	8	8	180	180
2021-04-29T11:15:06.331Z	21	22	202	201
2021-04-29T11:15:26.345Z	40	39	225	223
2021-04-29T11:15:46.351Z	65	64	249	247
2021-04-29T11:16:06.364Z	95	94	271	272
2021-04-29T11:16:26.380Z	131	129	296	297
2021-04-29T11:16:46.386Z	171	169	322	323
2021-04-29T11:17:06.398Z	210	213	348	350
2021-04-29T11:17:26.408Z	258	260	375	377
2021-04-29T11:17:46.419Z	308	311	403	404
2021-04-29T11:18:06.425Z	361	364	430	429
2021-04-29T11:18:26.436Z	416	414	458	457
2021-04-29T11:18:46.446Z	472	469	486	485
2021-04-29T11:19:06.459Z	528	526	514	513
2021-04-29T11:19:26.466Z	584	581	542	541
2021-04-29T11:19:46.467Z	638	636	568	569
2021-04-29T11:20:06.468Z	687	689	595	597
2021-04-29T11:20:26.477Z	737	740	623	624
2021-04-29T11:20:46.492Z	785	787	650	651
2021-04-29T11:21:06.503Z	829	831	676	677
2021-04-29T11:21:26.505Z	869	871	702	701
2021-04-29T11:21:46.506Z	905	903	728	726
2021-04-29T11:22:06.514Z	935	934	752	751
2021-04-29T11:22:26.518Z	960	959	776	775
2021-04-29T11:22:46.524Z	979	978	797	798
2021-04-29T11:23:06.531Z	991	992	820	821
2021-04-29T11:23:26.537Z	999	999	841	840
2021-04-29T11:23:46.545Z	1000	1000	861	860
2021-04-29T11:24:06.554Z	994	994	878	879
2021-04-29T11:24:26.568Z	984	983	896	897
2021-04-29T11:24:46.581Z	966	965	913	914
2021-04-29T11:25:06.582Z	943	944	928	928
2021-04-29T11:25:26.596Z	914	915	942	941
2021-04-29T11:25:46.600Z	879	881	954	954
2021-04-29T11:26:06.614Z	840	842	965	965
2021-04-29T11:26:26.615Z	801	799	974	975
2021-04-29T11:26:46.619Z	753	755	983	982
2021-04-29T11:27:06.619Z	702	705	989	989
2021-04-29T11:27:26.630Z	654	651	994	994
2021-04-29T11:27:46.638Z	599	596	998	997
2021-04-29T11:28:06.639Z	542	545	1000	1000
2021-04-29T11:28:26.646Z	490	488	1000	1000
2021-04-29T11:28:46.653Z	433	431	999	999
2021-04-29T11:29:06.661Z	377	380	996	996
2021-04-29T11:29:26.669Z	323	325	992	992
2021-04-29T11:29:46.672Z	276	273	986	986
2021-04-29T11:30:06.673Z	226	224	979	979
2021-04-29T11:30:26.675Z	180	182	970	971
2021-04-29T11:30:46.682Z	139	141	961	960
2021-04-29T11:31:06.688Z	105	103	949	948
2021-04-29T11:31:26.702Z	73	74	936	936
2021-04-29T11:31:46.705Z	46	47	922	921
2021-04-29T11:32:06.719Z	27	26	906	906
2021-04-29T11:32:26.735Z	11	11	889	890
2021-04-29T11:32:46.748Z	3	3	871	871
2021-04-29T11:33:06.755Z	0	0	853	852
2021-04-29T11:33:26.762Z	3	4	832	831
2021-04-29T11:33:46.774Z	13	14	810	811
2021-04-29T11:34:06.779Z	29	28	787	789
2021-04-29T11:34:26.783Z	51	50	764	765
2021-04-29T11:34:46.798Z	79	78	742	741
2021-04-29T11:35:06.812Z	109	111	717	715
2021-04-29T11:35:26.826Z	147	149	691	690
2021-04-29T11:35:46.828Z	189	187	664	666
2021-04-29T11:36:06.839Z	235	233	637	639
2021-04-29T11:36:26.840Z	284	282	613	611
2021-04-29T11:36:46.840Z	332	335	585	584
2021-04-29T11:37:06.856Z	386	389	557	556
2021-04-29T11:37:26.870Z	441	444	529	530
2021-04-29T11:37:46.871Z	498	495	501	502
2021-04-29T11:38:06.873Z	554	551	473	474
2021-04-29T11:38:26.877Z	610	607	447	446
2021-04-29T11:38:46.891Z	660	662	419	417
2021-04-29T11:39:06.895Z	713	715	391	392
2021-04-29T11:39:26.910Z	763	761	363	364
2021-04-29T11:39:46.920Z	805	807	338	337
2021-04-29T11:40:06.933Z	849	850	312	310
2021-04-29T11:40:26.945Z	887	885	285	287
2021-04-29T11:40:46.950Z	921	919	262	261
2021-04-29T11:41:06.961Z	946	948	238	236
2021-04-29T11:41:26.975Z	969	970	214	215
2021-04-29T11:41:46.980Z	986	985	191	192
2021-04-29T11:42:06.981Z	995	996	171	170
2021-04-29T11:42:26.988Z	1000	1000	150	149
2021-04-29T11:42:46.996Z	998	998	130	131
2021-04-29T11:43:06.998Z	989	990	113	112
2021-04-29T11:43:27.009Z	976	975	96	95
2021-04-29T11:43:47.015Z	956	954	80	80
2021-04-29T11:44:07.015Z	929	930	65	65
2021-04-29T11:44:27.028Z	900	899	53	52
2021-04-29T11:44:47.030Z	863	862	41	41
2021-04-29T11:45:07.033Z	822	824	30	31
2021-04-29T11:45:27.049Z	780	778	22	21
2021-04-29T11:45:47.058Z	731	729	14	14
2021-04-29T11:46:07.064Z	679	682	8	9
2021-04-29T11:46:27.075Z	625	627	4	4
2021-04-29T11:46:47.077Z	574	572	1	1
2021-04-29T11:47:07.086Z	517	515	0	0
2021-04-29T11:47:27.087Z	460	463	0	0
2021-04-29T11:47:47.096Z	409	406	2	2
2021-04-29T11:48:07.109Z	353	351	6	6
2021-04-29T11:48:27.123Z	300	302	11	10
2021-04-29T11:48:47.131Z	249	251	17	17
2021-04-29T11:49:07.146Z	206	203	25	25
2021-04-29T11:49:27.153Z	161	163	34	34
2021-04-29T11:49:47.162Z	122	123	46	45
2021-04-29T11:50:07.170Z	90	88	57	58
2021-04-29T11:50:27.179Z	60	59	71	70
2021-04-29T11:50:47.191Z	36	37	86	86
2021-04-29T11:51:07.200Z	19	18	101	102
2021-04-29T11:51:27.200Z	7	6	119	119
2021-04-29T11:51:47.208Z	1	1	139	138
2021-04-29T11:52:07.211Z	1	1	157	158
2021-04-29T11:52:27.219Z	7	8	178	179
2021-04-29T11:52:47.219Z	20	19	201	200
2021-04-29T11:53:07.233Z	39	38	222	223
2021-04-29T11:53:27.243Z	62	63	246	247
2021-04-29T11:53:47.247Z	92	94	271	270
2021-04-29T11:54:07.255Z	128	126	297	296
2021-04-29T11:54:27.259Z	165	167	321	322
2021-04-29T11:54:47.261Z	209	211	348	346
2021-04-29T11:55:07.276Z	257	255	375	374
2021-04-29T11:55:27.278Z	309	306	400	402
2021-04-29T11:55:47.281Z	358	360	429	430
2021-04-29T11:56:07.285Z	413	411	457	456
2021-04-29T11:56:27.292Z	470	467	485	484
2021-04-29T11:56:47.308Z	522	524	511	513
2021-04-29T11:57:07.315Z	579	581	540	539
2021-04-29T11:57:27.324Z	634	632	568	567
2021-04-29T11:57:47.334Z	688	686	594	595
2021-04-29T11:58:07.339Z	735	737	622	623
2021-04-29T11:58:27.350Z	784	786	649	648
2021-04-29T11:58:47.360Z	829	827	676	675
2021-04-29T11:59:07.371Z	866	868	700	701
2021-04-29T11:59:27.373Z	902	904	726	727
2021-04-29T11:59:47.380Z	934	932	751	750
2021-04-29T12:00:07.385Z	959	958	773	774
2021-04-29T12:00:27.387Z	977	978	796	798
2021-04-29T12:00:47.396Z	991	991	819	818
2021-04-29T12:01:07.399Z	999	998	840	839
2021-04-29T12:01:27.399Z	1000	1000	859	860
2021-04-29T12:01:47.415Z	995	995	878	877
2021-04-29T12:02:07.417Z	984	984	896	895
2021-04-29T12:02:27.420Z	968	967	912	912
2021-04-29T12:02:47.428Z	945	943	927	928
2021-04-29T12:03:07.437Z	916	917	941	941
2021-04-29T12:03:27.451Z	881	883	953	953
2021-04-29T12:03:47.466Z	845	844	964	965
2021-04-29T12:04:07.480Z	802	800	974	974
2021-04-29T12:04:27.490Z	755	757	982	982
2021-04-29T12:04:47.495Z	709	706	989	989
2021-04-29T12:05:07.497Z	655	653	994	994
2021-04-29T12:05:27.500Z	600	603	998	997
2021-04-29T12:05:47.512Z	549	546	999	999
2021-04-29T12:06:07.526Z	492	489	1000	1000
2021-04-29T12:06:27.542Z	435	437	999	999
2021-04-29T12:06:47.549Z	379	381	997	996
2021-04-29T12:07:07.559Z	329	327	992	992
2021-04-29T12:07:27.572Z	277	274	987	987
2021-04-29T12:07:47.576Z	227	229	979	980
2021-04-29T12:08:07.588Z	185	183	971	971
2021-04-29T12:08:27.588Z	143	141	961	961
2021-04-29T12:08:47.603Z	105	107	949	950
2021-04-29T12:09:07.613Z	76	74	937	936
2021-04-29T12:09:27.627Z	48	47	922	922
2021-04-29T12:09:47.628Z	27	28	906	907
2021-04-29T12:10:07.637Z	11	12	891	890
2021-04-29T12:10:27.645Z	3	3	872	871
2021-04-29T12:10:47.646Z	0	0	853	853
2021-04-29T12:11:07.651Z	3	3	832	833
2021-04-29T12:11:27.664Z	12	13	812	811
2021-04-29T12:11:47.666Z	28	29	789	790
2021-04-29T12:12:07.668Z	50	49	765	766
2021-04-29T12:12:27.670Z	77	76	743	742
2021-04-29T12:12:47.684Z	107	109	718	717
2021-04-29T12:13:07.684Z	145	144	692	693
2021-04-29T12:13:27.693Z	188	186	667	666
2021-04-29T12:13:47.699Z	230	232	640	639
2021-04-29T12:14:07.709Z	280	282	613	614
2021-04-29T12:14:27.710Z	332	330	585	586
