time	1-SP	1-T	2-T	2-SP
2022-01-27T12:38:16.185Z	75	77	256	257
2022-01-27T12:38:36.185Z	107	108	281	282
2022-01-27T12:38:56.185Z	143	145	308	307
2022-01-27T12:41:44.071Z	608	610	554	555
2022-01-27T12:42:04.071Z	661	663	581	582
2022-01-27T12:42:24.071Z	712	714	610	609
2022-01-27T12:42:44.072Z	761	763	637	636
2022-01-27T12:43:04.073Z	806	808	663	662
2022-01-27T12:43:24.074Z	848	849	689	688
2022-01-27T12:43:44.075Z	888	887	714	713
2022-01-27T12:44:04.075Z	920	919	739	740
2022-01-27T12:44:24.076Z	948	947	763	764
2022-01-27T12:44:44.076Z	969	969	786	787
2022-01-27T12:45:04.077Z	986	985	808	809
2022-01-27T12:45:24.077Z	996	996	829	830
2022-01-27T12:45:44.078Z	1000	1000	849	850
2022-01-27T12:46:04.079Z	998	998	870	869
2022-01-27T12:46:24.080Z	990	990	888	887
2022-01-27T12:46:44.081Z	976	975	905	904
2022-01-27T12:47:04.081Z	956	955	920	920
2022-01-27T12:47:24.082Z	929	930	935	934
2022-01-27T12:47:44.085Z	898	899	948	947
2022-01-27T12:48:04.085Z	862	864	959	960
2022-01-27T12:48:24.086Z	822	824	969	970
2022-01-27T12:48:44.086Z	778	780	978	979
2022-01-27T12:49:04.087Z	730	732	986	986
2022-01-27T12:49:24.086Z	680	678	991	992
2022-01-27T12:49:44.087Z	628	625	996	996
2022-01-27T12:50:04.087Z	574	571	999	999
2022-01-27T12:50:24.088Z	519	516	1000	1000
2022-01-27T12:50:44.087Z	464	461	1000	1000
2022-01-27T12:51:04.088Z	409	407	998	998
2022-01-27T12:51:24.089Z	351	353	994	995
2022-01-27T12:51:44.090Z	299	302	990	989
2022-01-27T12:52:04.090Z	250	252	983	983
2022-01-27T12:52:24.091Z	204	206	975	975
2022-01-27T12:52:44.091Z	162	163	966	966
2022-01-27T12:53:04.092Z	123	121	955	955
2022-01-27T12:53:24.092Z	89	88	943	943
2022-01-27T12:53:44.092Z	60	59	929	929
2022-01-27T12:54:04.093Z	37	36	914	915
2022-01-27T12:54:24.093Z	19	18	898	899
2022-01-27T12:54:44.094Z	6	6	881	881
2022-01-27T12:55:04.094Z	1	1	862	863
2022-01-27T12:55:24.094Z	1	1	843	842
2022-01-27T12:55:44.094Z	8	7	822	821
2022-01-27T12:56:04.095Z	20	19	800	799
2022-01-27T12:56:24.096Z	38	38	778	777
2022-01-27T12:56:44.097Z	62	64	755	754
2022-01-27T12:57:04.096Z	92	93	731	729
2022-01-27T12:57:24.097Z	126	128	704	705
2022-01-27T12:57:44.097Z	165	167	678	679
2022-01-27T12:58:04.098Z	208	210	652	653
2022-01-27T12:58:24.099Z	254	256	626	627
2022-01-27T12:58:44.100Z	308	306	599	600
2022-01-27T12:59:04.100Z	360	357	572	570
2022-01-27T12:59:24.100Z	413	411	544	543
2022-01-27T12:59:44.100Z	468	466	517	516
2022-01-27T13:00:04.102Z	523	521	489	488
2022-01-27T13:00:24.103Z	578	580	462	460
2022-01-27T13:00:44.103Z	632	634	434	433
2022-01-27T13:01:04.104Z	684	686	405	406
2022-01-27T13:01:24.103Z	734	736	378	379
2022-01-27T13:01:44.104Z	781	783	351	352
2022-01-27T13:02:04.104Z	829	827	325	326
2022-01-27T13:02:24.104Z	868	867	300	301
2022-01-27T13:02:44.105Z	903	902	275	274
2022-01-27T13:03:04.106Z	933	932	251	249
2022-01-27T13:03:24.107Z	958	957	227	226
2022-01-27T13:03:44.107Z	977	977	204	203
2022-01-27T13:04:04.108Z	991	991	183	182
2022-01-27T13:04:24.107Z	998	999	162	161
2022-01-27T13:04:44.107Z	1000	1000	140	141
2022-01-27T13:05:04.108Z	995	995	122	123
2022-01-27T13:05:24.109Z	985	984	104	105
2022-01-27T13:05:44.110Z	968	967	88	89
2022-01-27T13:06:04.111Z	944	945	73	74
2022-01-27T13:06:24.112Z	916	917	59	59
2022-01-27T13:06:44.113Z	882	884	47	46
2022-01-27T13:07:04.113Z	845	847	36	36
2022-01-27T13:07:24.113Z	803	805	26	26
2022-01-27T13:07:44.114Z	757	755	18	18
2022-01-27T13:08:04.115Z	708	706	12	11
2022-01-27T13:08:24.115Z	657	655	6	6
2022-01-27T13:08:44.115Z	604	601	3	3
2022-01-27T13:09:04.116Z	550	547	1	1
2022-01-27T13:09:24.116Z	495	492	0	0
2022-01-27T13:09:44.115Z	435	437	1	1
2022-01-27T13:10:04.115Z	380	383	4	3
2022-01-27T13:10:24.115Z	328	330	8	8
2022-01-27T13:10:44.115Z	277	279	13	13
2022-01-27T13:11:04.115Z	229	231	20	20
2022-01-27T13:11:24.115Z	185	183	29	29
2022-01-27T13:11:44.115Z	144	142	38	39
2022-01-27T13:12:04.122Z	107	106	50	50
2022-01-27T13:12:24.130Z	75	76	63	64
2022-01-27T13:12:44.136Z	47	49	77	77
2022-01-27T13:13:04.137Z	28	27	93	93
2022-01-27T13:13:24.147Z	12	13	109	110
2022-01-27T13:13:44.161Z	3	3	127	127
2022-01-27T13:14:04.172Z	0	0	147	146
2022-01-27T13:14:24.174Z	3	3	166	167
2022-01-27T13:14:44.177Z	13	12	188	189
2022-01-27T13:15:04.188Z	27	28	211	209
2022-01-27T13:15:24.202Z	48	49	234	233
2022-01-27T13:15:44.214Z	76	74	257	258
2022-01-27T13:16:04.217Z	108	107	282	283
2022-01-27T13:16:24.232Z	146	144	307	306
2022-01-27T13:16:44.246Z	184	186	334	333
2022-01-27T13:17:04.256Z	230	232	358	360
2022-01-27T13:17:24.258Z	280	277	386	387
2022-01-27T13:17:44.259Z	332	329	414	412
2022-01-27T13:18:04.260Z	384	382	441	442
2022-01-27T13:18:24.261Z	439	436	468	470
2022-01-27T13:18:44.261Z	494	491	496	497
2022-01-27T13:19:04.261Z	549	546	524	525
2022-01-27T13:19:24.261Z	603	606	551	552
2022-01-27T13:19:44.262Z	656	659	578	580
2022-01-27T13:20:04.262Z	708	710	608	607
2022-01-27T13:20:24.262Z	756	758	635	633
2022-01-27T13:20:44.263Z	802	804	661	660
2022-01-27T13:21:04.264Z	848	846	687	686
2022-01-27T13:21:24.264Z	885	883	712	711
2022-01-27T13:21:44.265Z	918	916	737	738
2022-01-27T13:22:04.266Z	945	944	760	762
2022-01-27T13:22:24.266Z	968	967	784	785
2022-01-27T13:22:44.265Z	984	984	806	807
2022-01-27T13:23:04.266Z	995	995	827	828
2022-01-27T13:23:24.267Z	1000	1000	847	848
2022-01-27T13:23:44.267Z	998	998	868	868
2022-01-27T13:24:04.268Z	991	991	887	886
2022-01-27T13:24:24.268Z	978	977	903	903
2022-01-27T13:24:44.269Z	958	957	919	918
2022-01-27T13:25:04.269Z	931	932	933	933
2022-01-27T13:25:24.269Z	901	902	947	946
2022-01-27T13:25:44.269Z	865	867	958	959
2022-01-27T13:26:04.271Z	826	828	969	969
2022-01-27T13:26:24.271Z	782	784	977	978
2022-01-27T13:26:44.271Z	735	733	985	985
2022-01-27T13:27:04.272Z	685	683	991	991
2022-01-27T13:27:24.275Z	633	630	996	996
2022-01-27T13:27:44.276Z	579	576	999	998
2022-01-27T13:28:04.277Z	524	521	1000	1000
2022-01-27T13:28:24.277Z	469	466	1000	1000
2022-01-27T13:28:44.278Z	409	412	998	998
2022-01-27T13:29:04.279Z	356	358	995	995
2022-01-27T13:29:24.279Z	304	306	990	990
2022-01-27T13:29:44.280Z	255	257	984	984
2022-01-27T13:30:04.280Z	208	210	976	976
2022-01-27T13:30:24.281Z	165	167	967	967
2022-01-27T13:30:44.281Z	126	125	957	956
2022-01-27T13:31:04.282Z	92	91	943	944
2022-01-27T13:31:24.283Z	63	62	930	931
2022-01-27T13:31:44.284Z	39	38	915	916
2022-01-27T13:32:04.284Z	20	20	899	900
2022-01-27T13:32:24.285Z	7	7	882	883
2022-01-27T13:32:44.286Z	1	1	864	865
2022-01-27T13:33:04.286Z	1	1	844	844
2022-01-27T13:33:24.287Z	7	6	824	823
2022-01-27T13:33:44.287Z	19	18	802	801
2022-01-27T13:34:04.291Z	37	36	779	780
2022-01-27T13:34:24.303Z	59	61	755	756
2022-01-27T13:34:44.307Z	89	91	733	731
2022-01-27T13:35:04.321Z	124	123	707	706
2022-01-27T13:35:24.328Z	160	162	681	682
2022-01-27T13:35:44.341Z	205	207	654	655
2022-01-27T13:36:04.349Z	252	250	629	628
2022-01-27T13:36:24.352Z	304	301	601	602
2022-01-27T13:36:44.366Z	352	355	573	574
2022-01-27T13:37:04.379Z	408	410	547	546
2022-01-27T13:37:24.385Z	464	462	519	517
2022-01-27T13:37:44.393Z	516	518	490	492
2022-01-27T13:38:04.396Z	573	575	462	463
2022-01-27T13:38:24.401Z	629	626	436	435
2022-01-27T13:38:44.401Z	683	680	408	409
2022-01-27T13:39:04.411Z	729	731	380	382
2022-01-27T13:39:24.423Z	778	780	353	354
2022-01-27T13:39:44.429Z	823	821	329	327
2022-01-27T13:40:04.428Z	864	862	302	301
2022-01-27T13:40:24.429Z	900	901	278	276
2022-01-27T13:40:44.430Z	930	931	253	252
2022-01-27T13:41:04.431Z	956	957	228	229
2022-01-27T13:41:24.433Z	975	976	205	206
2022-01-27T13:41:44.433Z	990	990	183	184
2022-01-27T13:42:04.432Z	998	998	162	163
2022-01-27T13:42:51.409Z	608	610	553	555
2022-01-27T13:43:11.410Z	661	663	583	582
2022-01-27T13:43:31.410Z	712	714	610	609
2022-01-27T13:43:51.411Z	760	762	637	636
2022-01-27T13:44:11.411Z	806	808	663	662
2022-01-27T13:44:31.411Z	851	849	689	688
2022-01-27T13:45:28.417Z	608	610	553	555
2022-01-27T13:45:48.417Z	661	663	583	582
2022-01-27T13:46:08.417Z	712	714	610	609
2022-01-27T13:46:28.417Z	760	762	637	636
2022-01-27T13:46:48.418Z	806	808	663	662
2022-01-27T13:47:08.418Z	851	849	689	688
2022-01-27T13:47:28.417Z	888	886	714	713
2022-01-27T13:47:48.418Z	920	919	739	740
2022-01-27T13:48:08.417Z	948	946	762	764
2022-01-27T13:48:28.417Z	969	968	786	787
2022-01-27T13:48:48.417Z	985	986	808	809
2022-01-27T13:49:08.417Z	996	996	829	830
2022-01-27T13:49:28.418Z	1000	1000	851	850
2022-01-27T13:49:48.421Z	998	998	870	869
2022-01-27T13:50:08.420Z	990	990	888	887
2022-01-27T13:50:28.421Z	976	976	905	904
2022-01-27T13:50:48.421Z	955	956	920	920
2022-01-27T13:51:08.422Z	929	930	935	934
2022-01-27T13:51:28.422Z	898	900	948	948
2022-01-27T13:51:48.422Z	862	864	959	960
2022-01-27T13:52:08.422Z	822	824	969	970
2022-01-27T13:52:28.422Z	778	776	978	978
2022-01-27T13:52:48.423Z	731	729	985	986
2022-01-27T13:53:08.423Z	681	678	992	992
2022-01-27T13:53:28.423Z	628	626	996	996
2022-01-27T13:53:48.424Z	574	572	999	999
2022-01-27T13:54:08.423Z	520	517	1000	1000
2022-01-27T13:54:28.423Z	460	462	1000	1000
2022-01-27T13:54:48.423Z	405	407	998	998
2022-01-27T13:55:08.423Z	352	354	994	994
2022-01-27T13:56:23.840Z	609	607	554	555
2022-01-27T13:56:43.841Z	662	660	581	583
2022-01-27T13:57:03.841Z	713	711	609	610
2022-01-27T13:57:23.842Z	762	764	635	636
2022-01-27T13:58:22.848Z	608	606	554	555
2022-01-27T13:59:08.841Z	608	610	553	555
2022-01-27T13:59:28.843Z	661	663	581	582
2022-01-27T13:59:48.844Z	712	714	610	609
2022-01-27T14:00:32.871Z	609	606	554	555
2022-01-27T14:00:52.874Z	662	659	581	582
2022-01-27T14:01:12.877Z	713	715	608	609
2022-01-27T14:01:32.878Z	761	763	635	636
2022-01-27T14:01:52.878Z	806	808	664	662
2022-01-27T14:02:12.879Z	848	850	689	688
2022-01-27T14:02:32.879Z	885	887	715	713
2022-01-27T14:02:52.880Z	921	920	739	738
2022-01-27T14:03:12.880Z	948	947	763	762
2022-01-27T14:03:32.882Z	970	969	786	787
2022-01-27T14:03:52.882Z	986	985	808	809
2022-01-27T14:04:12.883Z	996	995	829	830
2022-01-27T14:04:32.882Z	1000	1000	850	850
2022-01-27T14:04:52.882Z	998	998	869	870
2022-01-27T14:05:12.883Z	990	989	887	888
2022-01-27T14:05:32.884Z	976	975	905	904
2022-01-27T14:05:52.886Z	956	955	921	920
2022-01-27T14:06:12.888Z	931	930	935	934
2022-01-27T14:06:32.888Z	897	899	948	947
2022-01-27T14:08:08.123Z	609	606	554	555
2022-01-27T14:09:43.177Z	609	606	554	555
2022-01-27T14:10:03.178Z	662	664	581	582
2022-01-27T14:10:23.179Z	713	715	608	609
2022-01-27T14:10:43.179Z	761	763	637	636
2022-01-27T14:11:48.257Z	609	606	554	555
2022-01-27T14:12:08.257Z	662	664	581	582
2022-01-27T14:12:28.257Z	713	715	608	609
2022-01-27T14:12:48.257Z	761	763	637	636
2022-01-27T14:13:08.257Z	806	808	663	662
2022-01-27T14:13:28.258Z	848	850	689	688
2022-01-27T14:13:48.258Z	885	887	714	713
2022-01-27T14:14:08.258Z	921	919	739	738
2022-01-27T14:14:28.258Z	948	947	763	762
2022-01-27T14:14:48.259Z	970	969	786	787
2022-01-27T14:15:08.271Z	986	985	808	809
2022-01-27T14:15:28.277Z	995	996	830	829
2022-01-27T14:15:48.279Z	1000	1000	849	850
2022-01-27T14:16:08.281Z	998	998	869	870
2022-01-27T14:16:28.297Z	989	990	888	887
2022-01-27T14:16:48.305Z	976	975	905	904
2022-01-27T14:17:43.437Z	606	609	555	554
2022-01-27T14:18:03.445Z	661	664	581	582
2022-01-27T14:18:23.446Z	714	712	609	610
2022-01-27T14:18:43.448Z	760	762	637	635
2022-01-27T14:19:03.455Z	807	809	661	663
2022-01-27T14:19:23.471Z	850	848	688	689
2022-01-27T14:19:43.473Z	888	887	714	713
2022-01-27T14:20:03.487Z	919	920	740	739
2022-01-27T14:20:23.501Z	947	946	762	763
2022-01-27T14:20:43.503Z	970	969	786	785
2022-01-27T14:21:03.510Z	985	986	809	808
2022-01-27T14:21:23.512Z	996	996	829	830
2022-01-27T14:21:43.521Z	1000	1000	850	851
2022-01-27T14:22:03.533Z	998	998	869	870
2022-01-27T14:22:23.541Z	990	990	888	887
2022-01-27T14:22:43.543Z	976	975	905	905
2022-01-27T14:23:03.549Z	955	956	920	921
2022-01-27T14:23:23.562Z	929	930	935	934
2022-01-27T14:23:43.574Z	900	898	948	947
2022-01-27T14:24:03.583Z	863	861	959	959
2022-01-27T14:24:23.600Z	822	824	970	970
2022-01-27T14:24:43.613Z	776	778	979	978
2022-01-27T14:25:03.621Z	731	729	986	986
2022-01-27T14:25:23.632Z	679	681	991	992
2022-01-27T14:25:43.647Z	625	627	996	996
2022-01-27T14:26:03.660Z	574	571	999	999
2022-01-27T14:26:23.662Z	517	514	1000	1000
2022-01-27T14:26:43.678Z	460	463	1000	1000
2022-01-27T14:27:03.685Z	409	406	998	998
2022-01-27T14:27:23.685Z	354	352	994	994
2022-01-27T14:27:43.685Z	298	300	989	990
2022-01-27T14:28:03.685Z	249	251	983	983
2022-01-27T14:28:23.687Z	203	205	975	975
2022-01-27T14:28:43.688Z	161	162	966	965
2022-01-27T14:29:03.688Z	122	124	955	955
2022-01-27T14:29:23.689Z	89	87	943	943
2022-01-27T14:29:43.689Z	60	59	930	929
2022-01-27T14:30:03.689Z	36	35	914	914
2022-01-27T14:30:58.199Z	609	606	554	555
2022-01-27T14:31:18.200Z	662	659	581	582
2022-01-27T14:31:38.201Z	713	715	608	609
2022-01-27T14:31:58.201Z	761	763	637	636
2022-01-27T14:32:18.202Z	806	808	664	662
2022-01-27T14:32:38.202Z	848	850	689	688
2022-01-27T14:32:58.202Z	885	887	715	713
2022-01-27T14:33:18.201Z	921	919	739	738
2022-01-27T14:33:38.201Z	948	947	763	762
2022-01-27T14:33:58.201Z	970	969	786	787
2022-01-27T14:34:18.202Z	986	985	808	809
2022-01-27T14:34:38.202Z	996	995	829	830
2022-01-27T14:34:58.202Z	1000	1000	850	850
2022-01-27T14:35:18.202Z	998	998	869	870
2022-01-27T14:35:38.202Z	990	989	887	888
2022-01-27T14:35:58.202Z	976	975	905	904
2022-01-27T14:36:18.203Z	956	955	921	920
2022-01-27T14:37:15.351Z	608	606	554	555
2022-01-27T14:38:35.398Z	609	606	554	555
2022-01-27T14:38:55.398Z	662	659	581	582
2022-01-27T14:39:42.433Z	608	606	554	555
2022-01-27T14:40:02.433Z	662	664	581	582
2022-01-27T14:40:48.449Z	609	606	554	555
2022-01-27T14:41:08.451Z	662	659	581	582
2022-01-27T14:41:59.465Z	608	610	554	555
2022-01-27T14:42:19.466Z	661	663	581	582
2022-01-27T14:42:39.466Z	712	714	610	609
2022-01-27T14:42:59.467Z	761	763	637	636
2022-01-27T14:43:46.550Z	608	611	554	555
2022-01-27T14:44:06.550Z	661	664	581	582
2022-01-27T14:44:26.550Z	712	715	610	609
2022-01-27T14:44:46.550Z	761	763	637	636
2022-01-27T14:45:06.550Z	806	808	663	662
2022-01-27T14:45:26.551Z	848	850	689	688
2022-01-27T14:45:46.551Z	888	887	714	713
2022-01-27T14:46:06.553Z	921	919	739	738
2022-01-27T14:46:26.552Z	948	947	763	764
2022-01-27T14:46:46.552Z	970	969	786	787
2022-01-27T14:47:06.552Z	986	985	808	809
2022-01-27T14:47:26.552Z	996	995	829	830
2022-01-27T14:47:46.554Z	1000	1000	849	850
2022-01-27T14:48:30.661Z	608	610	553	555
2022-01-27T14:48:50.661Z	661	663	581	582
2022-01-27T14:49:10.662Z	712	714	610	609
2022-01-27T14:49:30.662Z	761	763	637	636
2022-01-27T14:49:50.662Z	806	808	663	662
2022-01-27T14:50:10.662Z	851	849	689	688
2022-01-27T14:50:30.662Z	888	887	714	713
2022-01-27T14:50:50.663Z	920	919	739	740
2022-01-27T14:51:10.663Z	948	947	763	764
2022-01-27T14:51:30.664Z	969	969	786	787
2022-01-27T14:51:50.665Z	986	985	808	809
2022-01-27T14:52:10.666Z	996	996	829	830
2022-01-27T14:52:30.666Z	1000	1000	849	850
2022-01-27T14:52:50.666Z	998	998	870	869
2022-01-27T14:53:10.666Z	990	990	888	887
2022-01-27T14:53:30.667Z	976	975	905	904
2022-01-27T14:53:50.667Z	954	956	920	920
2022-01-27T14:54:10.667Z	929	930	935	934
2022-01-27T14:54:30.669Z	898	899	948	948
2022-01-27T14:54:50.669Z	862	864	959	960
2022-01-27T14:55:10.670Z	822	824	969	970
2022-01-27T14:55:30.671Z	778	780	978	979
2022-01-27T14:55:50.672Z	731	728	985	986
2022-01-27T14:56:10.671Z	681	678	991	992
2022-01-27T14:56:30.672Z	628	626	996	996
2022-01-27T14:56:50.672Z	574	572	999	999
2022-01-27T14:57:10.672Z	519	517	1000	1000
2022-01-27T14:57:30.673Z	459	462	1000	1000
2022-01-27T14:57:50.673Z	405	407	998	998
2022-01-27T14:58:10.673Z	351	354	994	994
2022-01-27T14:58:30.673Z	300	302	990	989
2022-01-27T14:58:50.674Z	251	253	983	983
2022-01-27T14:59:10.674Z	204	206	975	975
2022-01-27T14:59:30.674Z	162	160	966	966
2022-01-27T14:59:50.675Z	123	122	956	955
2022-01-27T15:00:10.675Z	90	88	942	943
2022-01-27T15:00:30.675Z	61	59	929	929
2022-01-27T15:00:50.675Z	37	36	914	915
2022-01-27T15:01:41.895Z	609	606	554	555
2022-01-27T15:02:31.915Z	608	606	554	555
2022-01-27T15:02:51.916Z	661	664	581	582
2022-01-27T15:03:11.919Z	712	715	608	609
2022-01-27T15:03:31.919Z	761	763	637	636
2022-01-27T15:03:51.921Z	806	808	663	662
2022-01-27T15:04:46.988Z	609	606	554	555
2022-01-27T15:05:28.037Z	608	610	554	555
2022-01-27T15:05:48.037Z	661	663	581	582
2022-01-27T15:06:43.058Z	609	606	554	555
2022-01-27T15:07:03.059Z	662	659	581	582
2022-01-27T15:07:23.059Z	713	715	608	609
2022-01-27T15:07:43.060Z	761	763	637	636
2022-01-27T15:08:03.060Z	806	808	664	662
2022-01-27T15:08:23.061Z	848	850	689	688
2022-01-27T15:08:43.062Z	885	887	715	713
2022-01-27T15:09:03.063Z	921	919	739	738
2022-01-27T15:09:23.063Z	948	947	763	762
2022-01-27T15:09:43.064Z	970	969	786	787
2022-01-27T15:10:50.256Z	608	606	554	555
2022-01-27T15:11:10.256Z	661	664	581	582
2022-01-27T15:11:30.258Z	712	715	608	609
2022-01-27T15:11:50.258Z	761	763	637	636
2022-01-27T15:12:10.260Z	806	808	663	662
2022-01-27T15:12:30.260Z	848	850	689	688
2022-01-27T15:12:50.260Z	885	887	714	713
2022-01-27T15:13:10.260Z	921	919	739	738
2022-01-27T15:13:30.261Z	948	947	763	764
2022-01-27T15:13:50.262Z	970	969	786	787
2022-01-27T15:14:10.262Z	986	985	808	809
2022-01-27T15:14:30.262Z	996	995	829	830
2022-01-27T15:14:50.263Z	1000	1000	849	850
2022-01-27T15:15:10.264Z	998	998	869	869
2022-01-27T15:15:30.264Z	990	989	888	887
2022-01-27T15:15:50.265Z	976	975	905	904
2022-01-27T15:16:10.264Z	956	955	921	920
2022-01-27T15:16:30.266Z	929	930	935	934
2022-01-27T15:18:05.375Z	608	610	553	555
2022-01-27T15:18:25.376Z	661	663	581	582
2022-01-27T15:18:45.376Z	712	714	610	609
2022-01-27T15:19:05.376Z	761	763	637	636
2022-01-27T15:19:25.376Z	806	808	663	662
2022-01-27T15:20:07.434Z	608	610	553	555
2022-01-27T15:20:27.434Z	661	663	581	582
2022-01-27T15:21:13.456Z	609	606	554	555
2022-01-27T15:21:33.456Z	662	659	581	582
2022-01-27T15:22:26.502Z	608	606	554	555
2022-01-27T15:23:48.553Z	609	606	554	555
2022-01-27T15:24:08.553Z	662	659	581	582
2022-01-27T15:24:28.553Z	713	715	608	609
2022-01-27T15:24:48.554Z	761	763	635	636
2022-01-27T15:25:08.554Z	807	809	664	662
2022-01-27T15:26:30.586Z	608	610	553	555
2022-01-27T15:26:50.587Z	661	663	581	582
2022-01-27T15:27:10.587Z	712	714	610	609
2022-01-27T15:28:02.604Z	609	606	554	555
2022-01-27T15:28:59.634Z	608	610	553	555
2022-01-27T15:29:19.636Z	661	663	581	582
2022-01-27T15:30:14.664Z	608	610	553	555
2022-01-27T15:30:34.665Z	661	663	581	582
2022-01-27T15:30:54.665Z	712	714	610	609
2022-01-27T15:31:14.666Z	761	763	637	636
2022-01-27T15:31:34.667Z	806	808	663	662
2022-01-27T15:31:54.666Z	848	849	689	688
2022-01-27T15:32:14.667Z	888	887	714	713
2022-01-27T15:32:34.669Z	920	919	739	738
2022-01-27T15:32:54.669Z	948	947	763	764
2022-01-27T15:33:14.670Z	969	969	786	787
