time	1-SP	1-T	2-T	2-SP
2021-07-11T12:36:54.031Z	302	299	989	990
2021-07-11T12:37:14.042Z	251	249	983	983
2021-07-11T12:37:34.049Z	204	206	975	975
2021-07-11T12:37:54.055Z	160	162	966	965
2021-07-11T12:38:14.067Z	121	123	955	955
2021-07-11T12:38:34.080Z	90	88	942	943
2021-07-11T12:38:54.090Z	60	59	929	929
2021-07-11T12:39:14.105Z	36	35	915	914
2021-07-11T12:39:34.108Z	18	19	898	898
2021-07-11T12:39:54.110Z	6	7	881	880
2021-07-11T12:40:14.117Z	1	1	862	863
2021-07-11T12:40:34.124Z	1	1	842	843
2021-07-11T12:40:54.126Z	7	8	822	821
2021-07-11T12:41:14.137Z	20	20	800	799
2021-07-11T12:41:34.147Z	39	38	777	776
2021-07-11T12:41:54.148Z	64	63	753	755
2021-07-11T12:42:14.149Z	94	93	729	730
2021-07-11T12:42:34.159Z	126	128	703	705
2021-07-11T12:42:54.162Z	166	168	677	679
2021-07-11T12:43:14.168Z	210	212	653	652
2021-07-11T12:43:34.181Z	258	255	626	625
2021-07-11T12:43:54.194Z	308	306	599	597
2021-07-11T12:44:14.200Z	361	359	571	572
2021-07-11T12:44:34.212Z	411	414	543	544
2021-07-11T12:44:54.226Z	467	470	515	516
2021-07-11T12:45:14.232Z	524	526	489	488
2021-07-11T12:45:34.244Z	580	577	461	460
2021-07-11T12:45:54.255Z	635	632	433	432
2021-07-11T12:46:14.268Z	688	686	405	406
2021-07-11T12:46:34.277Z	735	737	377	378
2021-07-11T12:46:54.284Z	784	786	352	351
2021-07-11T12:47:14.298Z	829	827	325	324
2021-07-11T12:47:34.299Z	869	868	299	300
2021-07-11T12:47:54.313Z	902	904	273	274
2021-07-11T12:48:14.326Z	933	934	251	249
2021-07-11T12:48:34.336Z	959	958	226	225
2021-07-11T12:48:54.339Z	978	978	203	204
2021-07-11T12:49:14.340Z	991	991	181	182
2021-07-11T12:49:34.345Z	998	999	161	160
2021-07-11T12:49:54.353Z	1000	1000	141	140
2021-07-11T12:50:14.361Z	994	995	122	123
2021-07-11T12:50:34.362Z	984	984	104	105
2021-07-11T12:50:54.375Z	967	966	87	88
2021-07-11T12:51:14.380Z	944	945	73	73
2021-07-11T12:51:34.384Z	915	916	59	59
2021-07-11T12:51:54.392Z	881	882	46	47
2021-07-11T12:52:14.395Z	845	844	35	36
2021-07-11T12:52:34.405Z	802	800	26	26
2021-07-11T12:52:54.421Z	755	758	18	18
2021-07-11T12:53:14.422Z	706	708	11	11
2021-07-11T12:53:34.435Z	653	655	6	6
2021-07-11T12:53:54.446Z	603	601	3	3
2021-07-11T12:54:14.463Z	548	545	0	1
2021-07-11T12:54:34.470Z	491	488	0	0
2021-07-11T12:54:54.486Z	435	437	1	1
2021-07-11T12:55:14.492Z	379	382	4	4
2021-07-11T12:55:34.499Z	325	328	8	8
2021-07-11T12:55:54.510Z	278	276	14	13
2021-07-11T12:56:14.525Z	229	227	21	20
2021-07-11T12:56:34.536Z	184	182	29	29
2021-07-11T12:56:54.546Z	142	144	39	39
2021-07-11T12:57:14.556Z	105	107	50	51
2021-07-11T12:57:34.562Z	73	74	64	63
2021-07-11T12:57:54.568Z	49	48	78	77
2021-07-11T12:58:14.582Z	27	26	94	93
2021-07-11T12:58:34.598Z	12	11	109	110
2021-07-11T12:58:54.603Z	3	3	128	129
2021-07-11T12:59:14.604Z	0	0	147	146
2021-07-11T12:59:34.615Z	4	3	168	167
2021-07-11T12:59:54.636Z	12	13	189	188
2021-07-11T13:00:14.651Z	28	29	212	211
2021-07-11T13:00:34.665Z	50	48	233	234
2021-07-11T13:00:54.671Z	77	76	258	259
2021-07-11T13:01:14.678Z	110	108	283	282
2021-07-11T13:01:34.688Z	144	146	309	307
2021-07-11T13:01:54.693Z	186	188	335	334
2021-07-11T13:02:14.702Z	232	230	360	361
2021-07-11T13:02:34.708Z	281	279	387	388
2021-07-11T13:02:54.716Z	334	331	415	413
2021-07-11T13:03:14.726Z	383	385	443	442
2021-07-11T13:03:34.736Z	439	441	468	470
2021-07-11T13:03:54.745Z	495	493	497	498
2021-07-11T13:04:14.754Z	552	549	525	526
2021-07-11T13:04:34.763Z	607	605	553	552
2021-07-11T13:04:54.768Z	657	659	581	580
2021-07-11T13:05:14.781Z	709	712	609	608
2021-07-11T13:05:34.793Z	759	762	634	635
2021-07-11T13:05:54.805Z	806	804	661	662
2021-07-11T13:06:14.814Z	849	847	687	686
2021-07-11T13:06:34.819Z	884	885	713	712
2021-07-11T13:06:54.831Z	917	919	739	737
2021-07-11T13:07:14.846Z	946	947	761	762
2021-07-11T13:07:34.853Z	969	968	785	786
2021-07-11T13:07:54.863Z	985	985	807	806
2021-07-11T13:08:14.866Z	995	995	829	828
2021-07-11T13:08:34.880Z	1000	1000	850	849
2021-07-11T13:08:54.888Z	998	998	868	869
2021-07-11T13:09:14.892Z	990	991	886	887
2021-07-11T13:09:34.896Z	976	977	904	904
2021-07-11T13:09:54.907Z	956	957	920	919
2021-07-11T13:10:14.910Z	932	931	934	934
2021-07-11T13:10:34.921Z	901	900	948	947
2021-07-11T13:10:54.930Z	865	863	958	959
2021-07-11T13:11:14.931Z	824	826	969	969
2021-07-11T13:11:34.941Z	779	781	978	978
2021-07-11T13:11:54.951Z	731	733	985	985
2021-07-11T13:12:14.955Z	684	682	991	991
2021-07-11T13:12:34.961Z	630	628	996	996
2021-07-11T13:12:54.961Z	575	577	999	999
2021-07-11T13:13:14.971Z	518	521	1000	1000
2021-07-11T13:13:34.984Z	462	464	1000	1000
2021-07-11T13:13:54.992Z	411	408	998	998
2021-07-11T13:14:15.006Z	356	353	995	995
2021-07-11T13:14:35.005Z	303	305	990	990
2021-07-11T13:14:55.006Z	252	254	984	983
2021-07-11T13:15:15.008Z	205	207	976	976
2021-07-11T13:15:35.009Z	165	163	966	966
2021-07-11T13:15:55.009Z	125	123	956	956
2021-07-11T13:16:15.014Z	90	91	944	943
2021-07-11T13:16:35.023Z	60	62	930	929
2021-07-11T13:16:55.024Z	36	37	915	916
2021-07-11T13:17:15.035Z	19	19	898	899
2021-07-11T13:17:35.044Z	7	7	881	882
2021-07-11T13:17:55.051Z	1	1	864	863
2021-07-11T13:18:15.052Z	1	1	844	843
2021-07-11T13:18:35.055Z	7	7	823	824
2021-07-11T13:18:55.066Z	19	20	800	801
2021-07-11T13:19:15.067Z	37	38	777	778
2021-07-11T13:19:35.075Z	62	60	755	754
2021-07-11T13:19:55.081Z	92	90	731	730
2021-07-11T13:20:15.092Z	127	125	705	706
2021-07-11T13:20:35.106Z	163	165	679	680
2021-07-11T13:20:55.110Z	207	209	653	654
2021-07-11T13:21:15.113Z	254	256	628	627
2021-07-11T13:21:35.124Z	305	303	600	599
2021-07-11T13:21:55.127Z	358	356	572	574
2021-07-11T13:22:15.132Z	409	411	544	545
2021-07-11T13:22:35.144Z	465	467	516	517
2021-07-11T13:22:55.153Z	522	519	490	489
2021-07-11T13:23:15.162Z	578	575	462	461
2021-07-11T13:23:35.170Z	628	631	434	435
2021-07-11T13:23:55.173Z	682	684	406	407
2021-07-11T13:24:15.186Z	733	735	378	380
2021-07-11T13:24:35.198Z	781	784	354	352
2021-07-11T13:24:55.217Z	826	824	327	326
2021-07-11T13:25:15.217Z	867	865	301	302
2021-07-11T13:25:35.222Z	900	901	275	276
2021-07-11T13:25:55.227Z	931	933	250	251
2021-07-11T13:26:15.236Z	957	956	228	227
2021-07-11T13:26:35.248Z	977	976	204	203
2021-07-11T13:26:55.253Z	990	991	182	183
2021-07-11T13:27:15.259Z	998	998	161	162
2021-07-11T13:27:35.270Z	1000	1000	142	141
2021-07-11T13:27:55.275Z	995	995	123	122
2021-07-11T13:28:15.284Z	985	984	105	106
2021-07-11T13:28:35.292Z	968	967	89	89
2021-07-11T13:28:55.292Z	945	946	74	73
2021-07-11T13:29:15.294Z	916	918	60	59
2021-07-11T13:29:35.300Z	883	884	47	48
2021-07-11T13:29:55.300Z	847	846	36	36
2021-07-11T13:30:15.307Z	805	803	27	26
2021-07-11T13:30:35.319Z	758	756	19	18
2021-07-11T13:30:55.332Z	709	711	12	11
2021-07-11T13:31:15.333Z	656	659	6	6
2021-07-11T13:31:35.334Z	602	604	3	3
2021-07-11T13:31:55.343Z	551	548	1	1
2021-07-11T13:32:15.351Z	494	492	0	0
2021-07-11T13:32:35.360Z	438	436	1	1
2021-07-11T13:32:55.376Z	383	386	3	4
2021-07-11T13:33:15.391Z	329	331	7	8
2021-07-11T13:33:35.404Z	277	279	13	13
2021-07-11T13:33:55.410Z	232	230	20	20
2021-07-11T13:34:15.417Z	187	184	29	29
2021-07-11T13:34:35.428Z	144	143	38	39
2021-07-11T13:34:55.437Z	107	109	50	50
2021-07-11T13:35:15.451Z	74	76	63	62
2021-07-11T13:35:35.453Z	50	48	78	77
2021-07-11T13:35:55.459Z	28	27	92	93
2021-07-11T13:36:15.461Z	12	13	109	110
2021-07-11T13:36:35.468Z	3	3	127	126
2021-07-11T13:36:55.474Z	0	0	147	146
2021-07-11T13:37:15.475Z	3	3	166	167
2021-07-11T13:37:35.477Z	12	12	187	188
2021-07-11T13:37:55.479Z	28	27	210	209
2021-07-11T13:38:15.484Z	48	49	233	232
2021-07-11T13:38:35.486Z	74	76	256	257
2021-07-11T13:38:55.498Z	107	105	281	282
2021-07-11T13:39:15.506Z	144	142	306	307
2021-07-11T13:39:35.514Z	186	184	333	331
2021-07-11T13:39:55.517Z	228	230	360	358
2021-07-11T13:40:15.529Z	277	279	387	386
2021-07-11T13:40:35.538Z	329	331	412	413
2021-07-11T13:40:55.552Z	383	380	440	441
2021-07-11T13:41:15.567Z	438	436	468	467
2021-07-11T13:41:35.573Z	490	492	497	495
2021-07-11T13:41:55.588Z	547	549	522	524
2021-07-11T13:42:15.586Z	603	600	551	552
2021-07-11T13:42:35.589Z	657	655	579	580
2021-07-11T13:42:55.592Z	710	707	606	605
2021-07-11T13:43:15.604Z	755	757	634	633
2021-07-11T13:43:35.614Z	802	804	661	660
2021-07-11T13:43:55.615Z	845	847	685	686
2021-07-11T13:44:15.625Z	883	882	711	712
2021-07-11T13:44:35.631Z	917	916	736	737
2021-07-11T13:44:55.643Z	945	944	761	759
2021-07-11T13:45:15.645Z	966	967	784	783
2021-07-11T13:45:35.664Z	984	984	807	806
2021-07-11T13:45:55.665Z	995	995	827	828
2021-07-11T13:46:15.676Z	1000	1000	848	849
2021-07-11T13:46:35.679Z	998	998	868	867
2021-07-11T13:46:55.683Z	991	991	886	885
2021-07-11T13:47:15.684Z	978	977	903	903
2021-07-11T13:47:35.696Z	958	957	918	919
2021-07-11T13:47:55.712Z	932	934	933	934
2021-07-11T13:48:15.725Z	901	903	946	946
2021-07-11T13:48:35.729Z	868	866	958	958
2021-07-11T13:48:55.740Z	828	826	969	969
2021-07-11T13:49:15.753Z	783	785	977	978
2021-07-11T13:49:35.766Z	735	737	985	985
2021-07-11T13:49:55.773Z	683	685	991	991
2021-07-11T13:50:15.782Z	634	632	996	995
2021-07-11T13:50:35.791Z	579	577	999	998
2021-07-11T13:50:55.792Z	523	520	1000	1000
2021-07-11T13:51:15.796Z	466	469	1000	1000
2021-07-11T13:51:35.803Z	410	413	998	998
2021-07-11T13:51:55.813Z	360	358	995	995
2021-07-11T13:52:15.822Z	307	305	990	990
2021-07-11T13:52:35.822Z	256	254	984	984
2021-07-11T13:52:55.822Z	208	211	976	976
2021-07-11T13:53:15.829Z	164	166	967	966
2021-07-11T13:53:35.844Z	128	126	956	957
2021-07-11T13:53:55.844Z	93	91	944	944
2021-07-11T13:54:15.851Z	63	62	931	931
2021-07-11T13:54:35.870Z	38	39	916	916
2021-07-11T13:54:55.884Z	20	20	900	899
2021-07-11T13:55:15.898Z	7	7	882	883
2021-07-11T13:55:35.917Z	1	1	864	865
2021-07-11T13:55:55.933Z	1	1	844	845
2021-07-11T13:56:15.944Z	6	7	825	824
2021-07-11T13:56:35.953Z	19	18	803	802
2021-07-11T13:56:55.967Z	37	36	780	779
2021-07-11T13:57:15.977Z	61	60	756	755
2021-07-11T13:57:35.994Z	88	89	731	732
2021-07-11T13:57:56.008Z	123	124	706	707
2021-07-11T13:58:16.008Z	162	164	682	681
2021-07-11T13:58:36.014Z	206	204	656	654
2021-07-11T13:58:56.026Z	253	251	629	627
2021-07-11T13:59:16.031Z	303	301	601	602
2021-07-11T13:59:36.046Z	352	354	573	575
2021-07-11T13:59:56.056Z	406	409	545	547
2021-07-11T14:00:16.056Z	462	465	520	518
2021-07-11T14:00:36.064Z	519	516	492	490
2021-07-11T14:00:56.073Z	575	572	463	462
2021-07-11T14:01:16.082Z	630	628	435	437
2021-07-11T14:01:36.093Z	679	681	407	409
2021-07-11T14:01:56.095Z	730	732	380	381
2021-07-11T14:02:16.102Z	779	781	355	354
2021-07-11T14:02:36.105Z	824	822	328	327
2021-07-11T14:02:56.107Z	865	863	302	301
2021-07-11T14:03:16.107Z	901	899	277	278
2021-07-11T14:03:36.111Z	929	931	252	253
2021-07-11T14:03:56.116Z	955	957	228	229
2021-07-11T14:04:16.119Z	976	977	206	205
2021-07-11T14:04:36.122Z	990	990	184	183
2021-07-11T14:04:56.140Z	998	998	163	163
2021-07-11T14:05:16.142Z	1000	1000	142	143
2021-07-11T14:05:36.162Z	996	995	123	124
2021-07-11T14:05:56.175Z	985	985	107	106
2021-07-11T14:06:16.181Z	969	969	90	89
2021-07-11T14:06:36.184Z	946	947	74	74
2021-07-11T14:06:56.193Z	918	919	60	61
2021-07-11T14:07:16.205Z	887	886	48	48
2021-07-11T14:07:36.211Z	849	847	36	37
2021-07-11T14:07:56.225Z	807	805	27	27
2021-07-11T14:08:16.227Z	760	763	19	19
2021-07-11T14:08:36.232Z	711	713	12	12
2021-07-11T14:08:56.238Z	659	661	7	7
2021-07-11T14:09:16.250Z	604	607	3	3
2021-07-11T14:09:36.254Z	554	551	1	1
2021-07-11T14:09:56.255Z	498	495	0	0
2021-07-11T14:10:16.261Z	442	439	1	1
2021-07-11T14:10:36.275Z	386	389	3	3
2021-07-11T14:10:56.295Z	332	334	7	7
2021-07-11T14:11:16.300Z	280	283	13	13
2021-07-11T14:11:36.307Z	231	233	20	19
2021-07-11T14:11:56.319Z	189	187	28	28
2021-07-11T14:12:16.326Z	147	145	38	38
2021-07-11T14:12:36.327Z	109	111	49	50
2021-07-11T14:12:56.335Z	77	78	62	63
2021-07-11T14:13:16.342Z	50	51	76	77
2021-07-11T14:13:36.348Z	30	29	92	91
2021-07-11T14:13:56.355Z	14	13	109	108
2021-07-11T14:14:16.363Z	4	3	127	126
2021-07-11T14:14:36.375Z	0	0	145	145
2021-07-11T14:14:56.387Z	3	3	165	166
2021-07-11T14:15:16.390Z	12	11	186	186
2021-07-11T14:15:36.409Z	26	26	209	208
2021-07-11T14:15:56.423Z	47	48	232	231
2021-07-11T14:16:16.427Z	73	74	254	256
2021-07-11T14:16:36.439Z	105	104	279	281
2021-07-11T14:16:56.452Z	142	141	305	306
2021-07-11T14:17:16.467Z	180	182	332	330
2021-07-11T14:17:36.473Z	226	228	358	357
2021-07-11T14:17:56.474Z	275	277	383	385
2021-07-11T14:18:16.478Z	326	324	411	412
2021-07-11T14:18:36.490Z	380	378	439	440
2021-07-11T14:18:56.505Z	436	433	467	466
2021-07-11T14:19:16.512Z	487	490	495	494
2021-07-11T14:19:36.513Z	544	546	521	522
2021-07-11T14:19:56.520Z	600	597	549	551
2021-07-11T14:20:16.520Z	654	652	577	579
2021-07-11T14:20:36.538Z	707	705	605	604
2021-07-11T14:20:56.553Z	752	755	632	631
2021-07-11T14:21:16.556Z	800	802	659	658
2021-07-11T14:21:36.575Z	843	845	684	685
2021-07-11T14:21:56.593Z	882	880	710	711
2021-07-11T14:22:16.605Z	916	914	735	736
2021-07-11T14:22:36.615Z	944	943	759	758
2021-07-11T14:22:56.622Z	965	966	783	782
2021-07-11T14:23:16.635Z	983	984	804	805
2021-07-11T14:23:36.638Z	995	994	826	827
2021-07-11T14:23:56.646Z	1000	1000	847	848
2021-07-11T14:24:16.647Z	998	999	867	866
2021-07-11T14:24:36.647Z	992	991	885	884
2021-07-11T14:24:56.662Z	978	978	903	902
2021-07-11T14:25:16.672Z	959	958	917	918
2021-07-11T14:25:36.692Z	934	935	932	933
2021-07-11T14:25:56.700Z	903	904	946	946
2021-07-11T14:26:16.709Z	867	869	958	957
2021-07-11T14:26:36.733Z	830	829	968	968
2021-07-11T14:26:56.743Z	786	784	977	977
2021-07-11T14:27:16.758Z	738	736	984	985
2021-07-11T14:27:36.764Z	687	689	991	991
2021-07-11T14:27:56.764Z	634	636	995	995
2021-07-11T14:28:16.773Z	579	582	998	998
2021-07-11T14:28:36.783Z	523	526	1000	1000
2021-07-11T14:28:56.785Z	472	469	1000	1000
2021-07-11T14:29:16.787Z	416	413	998	998
2021-07-11T14:29:36.796Z	361	359	995	995
2021-07-11T14:29:56.807Z	308	310	990	990
2021-07-11T14:30:16.813Z	257	259	984	984
2021-07-11T14:30:36.825Z	209	212	976	977
2021-07-11T14:30:56.843Z	169	167	967	968
2021-07-11T14:31:16.855Z	129	127	956	957
2021-07-11T14:31:36.859Z	94	92	945	945
2021-07-11T14:31:56.873Z	64	65	932	931
2021-07-11T14:32:16.885Z	39	40	917	916
2021-07-11T14:32:36.893Z	20	21	901	901
2021-07-11T14:32:56.898Z	8	8	883	884
2021-07-11T14:33:16.910Z	1	1	864	865
2021-07-11T14:33:36.917Z	0	1	846	845
2021-07-11T14:33:56.931Z	6	6	825	824
2021-07-11T14:34:16.941Z	18	17	803	802
2021-07-11T14:34:36.947Z	36	35	780	781
2021-07-11T14:34:56.949Z	58	59	757	758
2021-07-11T14:35:16.958Z	87	89	732	733
2021-07-11T14:35:36.966Z	122	123	709	708
2021-07-11T14:35:56.977Z	161	159	683	682
2021-07-11T14:36:16.991Z	204	202	656	655
2021-07-11T14:36:36.996Z	251	249	629	631
2021-07-11T14:36:57.002Z	297	299	602	603
2021-07-11T14:37:17.011Z	350	352	574	576
2021-07-11T14:37:37.024Z	405	407	549	548
2021-07-11T14:37:57.031Z	460	458	521	519
2021-07-11T14:38:17.046Z	517	514	492	491
2021-07-11T14:38:37.057Z	573	570	464	466
2021-07-11T14:38:57.060Z	623	626	436	437
2021-07-11T14:39:17.069Z	677	679	408	410
2021-07-11T14:39:37.083Z	728	731	383	382
2021-07-11T14:39:57.095Z	777	775	356	355
2021-07-11T14:40:17.099Z	822	820	329	328
2021-07-11T14:40:37.109Z	863	862	303	304
2021-07-11T14:40:57.130Z	896	898	277	279
2021-07-11T14:41:17.136Z	928	930	252	254
2021-07-11T14:41:37.146Z	955	956	231	229
2021-07-11T14:41:57.161Z	975	974	207	206
2021-07-11T14:42:17.173Z	990	989	185	184
2021-07-11T14:42:37.181Z	998	998	163	164
2021-07-11T14:42:57.188Z	1000	1000	143	144
2021-07-11T14:43:17.197Z	996	996	124	125
2021-07-11T14:43:37.206Z	986	985	107	107
2021-07-11T14:43:57.208Z	970	970	91	90
2021-07-11T14:44:17.211Z	947	948	75	74
2021-07-11T14:44:37.221Z	919	921	61	62
2021-07-11T14:44:57.222Z	889	888	48	49
2021-07-11T14:45:17.231Z	851	849	37	37
2021-07-11T14:45:37.234Z	809	807	28	27
2021-07-11T14:45:57.248Z	762	765	19	19
2021-07-11T14:46:17.253Z	713	715	12	12
2021-07-11T14:46:37.256Z	660	663	7	7
2021-07-11T14:46:57.266Z	611	609	3	3
2021-07-11T14:47:17.268Z	555	553	1	1
2021-07-11T14:47:37.276Z	499	501	0	0
2021-07-11T14:47:57.279Z	443	445	1	1
2021-07-11T14:48:17.289Z	387	390	3	3
2021-07-11T14:48:37.292Z	338	335	7	7
2021-07-11T14:48:57.295Z	286	283	13	12
2021-07-11T14:49:17.301Z	236	234	19	19
2021-07-11T14:49:37.302Z	190	192	27	28
2021-07-11T14:49:57.311Z	148	149	37	38
2021-07-11T14:50:17.316Z	110	112	49	48
2021-07-11T14:50:37.322Z	80	79	62	61
2021-07-11T14:50:57.334Z	52	51	76	75
2021-07-11T14:51:17.349Z	30	29	90	91
2021-07-11T14:51:37.356Z	14	14	107	108
2021-07-11T14:51:57.358Z	4	4	125	126
2021-07-11T14:52:17.361Z	0	0	144	144
2021-07-11T14:52:37.368Z	2	2	165	164
2021-07-11T14:52:57.376Z	11	11	186	185
2021-07-11T14:53:17.383Z	25	26	207	208
2021-07-11T14:53:37.391Z	46	45	230	231
2021-07-11T14:53:57.394Z	73	71	254	255
2021-07-11T14:54:17.406Z	105	103	279	278
2021-07-11T14:54:37.425Z	138	140	305	304
