time	1-tT	1-T
2023-05-18T18:32:19.593Z	439	439
2023-05-18T18:32:39.607Z	409	408
2023-05-18T18:32:59.607Z	377	377
2023-05-18T18:33:19.612Z	344	344
2023-05-18T18:33:39.616Z	311	311
2023-05-18T18:33:59.629Z	278	278
2023-05-18T18:34:19.640Z	244	245
2023-05-18T18:34:39.651Z	213	212
2023-05-18T18:34:59.665Z	181	181
2023-05-18T18:35:19.669Z	151	151
2023-05-18T18:35:39.681Z	123	123
2023-05-18T18:35:59.688Z	98	97
2023-05-18T18:36:19.691Z	74	74
2023-05-18T18:36:39.702Z	54	53
2023-05-18T18:36:59.704Z	36	36
2023-05-18T18:37:19.716Z	22	22
2023-05-18T18:37:39.729Z	11	11
2023-05-18T18:37:59.736Z	4	4
2023-05-18T18:38:19.737Z	0	0
2023-05-18T18:38:39.742Z	1	1
2023-05-18T18:38:59.744Z	4	4
2023-05-18T18:39:19.754Z	12	12
2023-05-18T18:39:39.766Z	23	23
2023-05-18T18:39:59.782Z	37	37
2023-05-18T18:40:19.784Z	55	55
2023-05-18T18:40:39.798Z	76	76
2023-05-18T18:40:59.813Z	100	99
2023-05-18T18:41:19.826Z	125	125
2023-05-18T18:41:39.838Z	154	153
2023-05-18T18:41:59.848Z	183	184
2023-05-18T18:42:19.854Z	215	215
2023-05-18T18:42:39.863Z	247	248
2023-05-18T18:42:59.876Z	281	280
2023-05-18T18:43:19.884Z	314	314
2023-05-18T18:43:39.895Z	347	347
2023-05-18T18:43:59.908Z	379	380
2023-05-18T18:44:19.923Z	411	411
2023-05-18T18:44:39.933Z	441	442
2023-05-18T18:44:59.937Z	470	470
2023-05-18T18:45:19.937Z	496	496
2023-05-18T18:45:39.947Z	520	520
2023-05-18T18:45:59.957Z	541	542
2023-05-18T18:46:19.959Z	560	560
2023-05-18T18:46:39.965Z	575	575
2023-05-18T18:46:59.966Z	586	586
2023-05-18T18:47:19.975Z	595	595
2023-05-18T18:47:39.989Z	599	599
2023-05-18T18:47:59.992Z	600	600
2023-05-18T18:48:20.006Z	597	597
2023-05-18T18:48:40.009Z	590	591
2023-05-18T18:49:00.017Z	580	580
2023-05-18T18:49:20.022Z	567	567
2023-05-18T18:49:40.032Z	550	550
2023-05-18T18:50:00.045Z	530	530
2023-05-18T18:50:20.059Z	507	507
2023-05-18T18:50:40.059Z	482	481
2023-05-18T18:51:00.060Z	455	454
2023-05-18T18:51:20.074Z	425	425
2023-05-18T18:51:40.076Z	394	393
2023-05-18T18:52:00.077Z	361	362
2023-05-18T18:52:20.090Z	329	328
2023-05-18T18:52:40.093Z	295	295
2023-05-18T18:53:00.098Z	262	262
2023-05-18T18:53:20.110Z	229	230
2023-05-18T18:53:40.121Z	197	197
2023-05-18T18:54:00.122Z	167	166
2023-05-18T18:54:20.132Z	138	138
2023-05-18T18:54:40.144Z	111	111
2023-05-18T18:55:00.152Z	86	86
2023-05-18T18:55:20.155Z	64	64
2023-05-18T18:55:40.169Z	45	45
2023-05-18T18:56:00.182Z	29	29
2023-05-18T18:56:20.185Z	17	16
2023-05-18T18:56:40.193Z	7	7
2023-05-18T18:57:00.201Z	2	2
2023-05-18T18:57:20.213Z	0	0
2023-05-18T18:57:40.225Z	2	2
2023-05-18T18:58:00.239Z	8	7
2023-05-18T18:58:20.239Z	17	17
2023-05-18T18:58:40.244Z	29	29
2023-05-18T18:59:00.254Z	45	46
2023-05-18T18:59:20.268Z	65	65
2023-05-18T18:59:40.272Z	87	87
2023-05-18T19:00:00.283Z	112	111
2023-05-18T19:00:20.287Z	138	138
2023-05-18T19:00:40.287Z	168	167
2023-05-18T19:01:00.293Z	198	198
2023-05-18T19:01:20.296Z	230	230
2023-05-18T19:01:40.310Z	263	262
2023-05-18T19:02:00.316Z	296	296
2023-05-18T19:02:20.326Z	329	330
2023-05-18T19:02:40.338Z	362	362
2023-05-18T19:03:00.345Z	395	394
2023-05-18T19:03:20.349Z	425	426
2023-05-18T19:03:40.359Z	455	455
2023-05-18T19:04:00.369Z	482	483
2023-05-18T19:04:20.378Z	508	507
2023-05-18T19:04:40.393Z	530	531
2023-05-18T19:05:00.400Z	550	551
2023-05-18T19:05:20.413Z	567	567
2023-05-18T19:05:40.428Z	581	581
2023-05-18T19:06:00.432Z	591	591
2023-05-18T19:06:20.444Z	597	597
2023-05-18T19:06:40.446Z	600	600
2023-05-18T19:07:00.447Z	599	599
2023-05-18T19:07:20.455Z	594	594
2023-05-18T19:07:40.464Z	586	586
2023-05-18T19:08:00.466Z	574	574
2023-05-18T19:08:20.466Z	559	559
2023-05-18T19:08:40.467Z	541	541
2023-05-18T19:09:00.468Z	520	519
2023-05-18T19:09:20.480Z	495	495
2023-05-18T19:09:40.491Z	469	469
2023-05-18T19:10:00.494Z	440	441
2023-05-18T19:10:20.504Z	410	410
2023-05-18T19:10:40.518Z	379	378
2023-05-18T19:11:00.518Z	346	346
2023-05-18T19:11:20.523Z	312	313
2023-05-18T19:11:40.531Z	280	279
2023-05-18T19:12:00.539Z	246	247
2023-05-18T19:12:20.543Z	214	214
2023-05-18T19:12:40.545Z	183	183
2023-05-18T19:13:00.545Z	153	153
2023-05-18T19:13:20.549Z	125	125
2023-05-18T19:13:40.557Z	98	99
2023-05-18T19:14:00.560Z	75	75
2023-05-18T19:14:20.570Z	55	55
2023-05-18T19:14:40.575Z	37	37
2023-05-18T19:15:00.578Z	23	23
2023-05-18T19:15:20.593Z	12	12
2023-05-18T19:15:40.595Z	4	4
2023-05-18T19:16:00.609Z	1	0
2023-05-18T19:16:20.622Z	0	0
2023-05-18T19:16:40.622Z	4	4
2023-05-18T19:17:00.626Z	11	12
2023-05-18T19:17:20.636Z	22	22
2023-05-18T19:17:40.642Z	37	36
2023-05-18T19:18:00.642Z	54	54
2023-05-18T19:18:20.657Z	75	75
2023-05-18T19:18:40.663Z	98	98
2023-05-18T19:19:00.674Z	124	123
2023-05-18T19:19:20.678Z	151	152
2023-05-18T19:19:40.686Z	182	182
2023-05-18T19:20:00.696Z	213	213
2023-05-18T19:20:20.707Z	245	246
2023-05-18T19:20:40.717Z	278	279
2023-05-18T19:21:00.720Z	312	311
2023-05-18T19:21:20.731Z	345	345
2023-05-18T19:21:40.734Z	378	377
2023-05-18T19:22:00.740Z	409	410
2023-05-18T19:22:20.751Z	440	439
2023-05-18T19:22:40.753Z	468	468
2023-05-18T19:23:00.755Z	495	494
2023-05-18T19:23:20.761Z	518	519
2023-05-18T19:23:40.765Z	540	540
2023-05-18T19:24:00.772Z	558	559
2023-05-18T19:24:20.785Z	574	574
2023-05-18T19:24:40.794Z	586	586
2023-05-18T19:25:00.801Z	594	594
2023-05-18T19:25:20.804Z	599	599
2023-05-18T19:25:40.815Z	600	600
2023-05-18T19:26:00.825Z	597	597
2023-05-18T19:26:20.836Z	591	591
2023-05-18T19:26:40.844Z	581	581
2023-05-18T19:27:00.850Z	567	568
2023-05-18T19:27:20.857Z	551	551
2023-05-18T19:27:40.862Z	531	531
2023-05-18T19:28:00.867Z	508	509
2023-05-18T19:28:20.870Z	483	483
2023-05-18T19:28:40.876Z	456	455
2023-05-18T19:29:00.880Z	426	427
2023-05-18T19:29:20.894Z	396	395
2023-05-18T19:29:40.902Z	363	363
2023-05-18T19:30:00.902Z	330	330
2023-05-18T19:30:20.904Z	297	297
2023-05-18T19:30:40.919Z	264	263
2023-05-18T19:31:00.921Z	231	231
2023-05-18T19:31:20.936Z	199	199
2023-05-18T19:31:40.937Z	168	169
2023-05-18T19:32:00.950Z	139	139
2023-05-18T19:32:20.965Z	112	112
2023-05-18T19:32:40.966Z	88	87
2023-05-18T19:33:00.977Z	65	65
2023-05-18T19:33:20.988Z	46	46
2023-05-18T19:33:41.001Z	30	30
2023-05-18T19:34:01.006Z	17	17
2023-05-18T19:34:21.013Z	8	8
2023-05-18T19:34:41.013Z	2	2
2023-05-18T19:35:01.018Z	0	0
2023-05-18T19:35:21.020Z	2	2
2023-05-18T19:35:41.033Z	7	7
2023-05-18T19:36:01.040Z	16	16
2023-05-18T19:36:21.043Z	28	29
2023-05-18T19:36:41.043Z	44	44
2023-05-18T19:37:01.055Z	63	63
2023-05-18T19:37:21.065Z	85	85
2023-05-18T19:37:41.075Z	110	110
2023-05-18T19:38:01.082Z	137	137
2023-05-18T19:38:21.084Z	166	166
2023-05-18T19:38:41.090Z	196	197
2023-05-18T19:39:01.102Z	228	228
2023-05-18T19:39:21.103Z	261	261
2023-05-18T19:39:41.107Z	294	295
2023-05-18T19:40:01.120Z	328	327
2023-05-18T19:40:21.124Z	360	361
2023-05-18T19:40:41.129Z	393	392
2023-05-18T19:41:01.129Z	423	424
2023-05-18T19:41:21.133Z	454	453
2023-05-18T19:41:41.140Z	481	481
2023-05-18T19:42:01.155Z	507	506
2023-05-18T19:42:21.156Z	529	529
2023-05-18T19:42:41.165Z	549	549
2023-05-18T19:43:01.179Z	566	566
2023-05-18T19:43:21.189Z	580	580
2023-05-18T19:43:41.192Z	590	590
2023-05-18T19:44:01.193Z	597	597
2023-05-18T19:44:21.208Z	600	600
2023-05-18T19:44:41.219Z	599	599
2023-05-18T19:45:01.225Z	595	595
2023-05-18T19:45:21.239Z	587	587
2023-05-18T19:45:41.252Z	575	575
2023-05-18T19:46:01.262Z	560	560
2023-05-18T19:46:21.276Z	542	542
2023-05-18T19:46:41.280Z	521	521
2023-05-18T19:47:01.287Z	497	497
2023-05-18T19:47:21.296Z	470	471
2023-05-18T19:47:41.298Z	442	442
2023-05-18T19:48:01.305Z	412	412
2023-05-18T19:48:21.305Z	381	380
2023-05-18T19:48:41.309Z	348	347
2023-05-18T19:49:01.310Z	314	315
2023-05-18T19:49:21.323Z	281	281
2023-05-18T19:49:41.325Z	248	249
2023-05-18T19:50:01.338Z	216	215
2023-05-18T19:50:21.344Z	184	184
2023-05-18T19:50:41.351Z	155	154
2023-05-18T19:51:01.360Z	126	126
2023-05-18T19:51:21.370Z	100	100
2023-05-18T19:51:41.375Z	76	77
2023-05-18T19:52:01.384Z	56	56
2023-05-18T19:52:21.397Z	38	38
2023-05-18T19:52:41.408Z	23	23
2023-05-18T19:53:01.423Z	12	12
2023-05-18T19:53:21.436Z	5	5
2023-05-18T19:53:41.448Z	1	1
2023-05-18T19:54:01.463Z	0	0
2023-05-18T19:54:21.466Z	4	4
2023-05-18T19:54:41.474Z	11	11
2023-05-18T19:55:01.475Z	22	21
2023-05-18T19:55:21.486Z	36	36
2023-05-18T19:55:41.497Z	53	53
2023-05-18T19:56:01.513Z	74	73
2023-05-18T19:56:21.512Z	97	97
2023-05-18T19:56:41.521Z	123	122
2023-05-18T19:57:01.529Z	150	151
2023-05-18T19:57:21.538Z	180	180
2023-05-18T19:57:41.544Z	211	212
2023-05-18T19:58:01.547Z	243	244
2023-05-18T19:58:21.554Z	277	277
2023-05-18T19:58:41.557Z	310	310
2023-05-18T19:59:01.570Z	343	344
2023-05-18T19:59:21.578Z	376	376
2023-05-18T19:59:41.585Z	407	408
2023-05-18T20:00:01.596Z	438	438
2023-05-18T20:00:21.602Z	467	467
2023-05-18T20:00:41.615Z	493	494
2023-05-18T20:01:01.628Z	518	517
2023-05-18T20:01:21.643Z	539	539
2023-05-18T20:01:41.654Z	558	558
2023-05-18T20:02:01.668Z	573	573
2023-05-18T20:02:21.672Z	585	585
2023-05-18T20:02:41.687Z	594	594
2023-05-18T20:03:01.686Z	599	599
2023-05-18T20:03:21.689Z	600	600
2023-05-18T20:03:41.690Z	597	597
2023-05-18T20:04:01.692Z	591	591
2023-05-18T20:04:21.702Z	582	582
2023-05-18T20:04:41.712Z	568	569
2023-05-18T20:05:01.725Z	552	552
2023-05-18T20:05:21.733Z	532	532
2023-05-18T20:05:41.736Z	510	510
2023-05-18T20:06:01.747Z	485	485
2023-05-18T20:06:21.756Z	458	457
2023-05-18T20:06:41.761Z	428	428
2023-05-18T20:07:01.772Z	397	397
2023-05-18T20:07:21.778Z	365	365
2023-05-18T20:07:41.781Z	332	332
2023-05-18T20:08:01.783Z	299	299
2023-05-18T20:08:21.790Z	265	266
2023-05-18T20:08:41.793Z	232	233
2023-05-18T20:09:01.805Z	201	200
2023-05-18T20:09:21.805Z	170	170
2023-05-18T20:09:41.808Z	141	141
2023-05-18T20:10:01.808Z	114	113
2023-05-18T20:10:21.821Z	89	88
2023-05-18T20:10:41.823Z	67	66
2023-05-18T20:11:01.826Z	47	47
2023-05-18T20:11:21.834Z	30	31
2023-05-18T20:11:41.847Z	18	17
2023-05-18T20:12:01.855Z	8	8
2023-05-18T20:12:21.868Z	2	2
2023-05-18T20:12:41.869Z	0	0
2023-05-18T20:13:01.873Z	1	2
2023-05-18T20:13:21.884Z	7	7
2023-05-18T20:13:41.894Z	15	16
2023-05-18T20:14:01.902Z	28	28
2023-05-18T20:14:21.911Z	44	43
2023-05-18T20:14:41.915Z	62	63
2023-05-18T20:15:01.924Z	84	84
2023-05-18T20:15:21.938Z	109	108
2023-05-18T20:15:41.939Z	135	136
2023-05-18T20:16:01.946Z	164	164
2023-05-18T20:16:21.947Z	194	195
2023-05-18T20:16:41.953Z	226	226
2023-05-18T20:17:01.967Z	260	259
2023-05-18T20:17:21.971Z	292	293
2023-05-18T20:17:41.983Z	326	325
2023-05-18T20:18:01.984Z	358	359
2023-05-18T20:18:21.990Z	391	391
2023-05-18T20:18:42.005Z	422	422
2023-05-18T20:19:02.015Z	452	452
2023-05-18T20:19:22.030Z	479	480
2023-05-18T20:19:42.035Z	505	505
2023-05-18T20:20:02.042Z	528	528
2023-05-18T20:20:22.056Z	548	548
2023-05-18T20:20:42.060Z	565	565
2023-05-18T20:21:02.070Z	579	579
2023-05-18T20:21:22.086Z	590	590
2023-05-18T20:21:42.095Z	597	597
2023-05-18T20:22:02.096Z	600	600
2023-05-18T20:22:22.104Z	599	599
2023-05-18T20:22:42.105Z	595	595
2023-05-18T20:23:02.109Z	587	587
2023-05-18T20:23:22.113Z	576	576
2023-05-18T20:23:42.117Z	561	561
2023-05-18T20:24:02.118Z	543	543
2023-05-18T20:24:22.127Z	522	522
2023-05-18T20:24:42.128Z	498	499
2023-05-18T20:25:02.138Z	472	472
2023-05-18T20:25:22.141Z	444	443
2023-05-18T20:25:42.155Z	413	414
2023-05-18T20:26:02.168Z	382	382
2023-05-18T20:26:22.175Z	350	349
2023-05-18T20:26:42.188Z	316	316
2023-05-18T20:27:02.188Z	283	283
2023-05-18T20:27:22.196Z	250	250
2023-05-18T20:27:42.211Z	218	217
2023-05-18T20:28:02.216Z	186	186
2023-05-18T20:28:22.222Z	156	156
2023-05-18T20:28:42.237Z	127	128
2023-05-18T20:29:02.246Z	102	101
2023-05-18T20:29:22.249Z	78	78
2023-05-18T20:29:42.255Z	56	57
2023-05-18T20:30:02.261Z	39	39
2023-05-18T20:30:22.268Z	24	24
2023-05-18T20:30:42.282Z	13	13
2023-05-18T20:31:02.298Z	5	5
2023-05-18T20:31:22.300Z	1	1
2023-05-18T20:31:42.309Z	0	0
2023-05-18T20:32:02.319Z	3	4
2023-05-18T20:32:22.321Z	10	10
2023-05-18T20:32:42.331Z	21	21
2023-05-18T20:33:02.331Z	35	35
2023-05-18T20:33:22.341Z	52	52
2023-05-18T20:33:42.354Z	72	72
2023-05-18T20:34:02.366Z	96	95
2023-05-18T20:34:22.381Z	121	121
2023-05-18T20:34:42.391Z	149	149
2023-05-18T20:35:02.401Z	179	178
2023-05-18T20:35:22.402Z	209	210
2023-05-18T20:35:42.413Z	242	241
2023-05-18T20:36:02.420Z	274	275
2023-05-18T20:36:22.430Z	308	309
2023-05-18T20:36:42.436Z	341	341
2023-05-18T20:37:02.438Z	374	374
2023-05-18T20:37:22.453Z	406	406
2023-05-18T20:37:42.466Z	437	436
2023-05-18T20:38:02.471Z	465	465
2023-05-18T20:38:22.483Z	492	492
2023-05-18T20:38:42.486Z	516	516
2023-05-18T20:39:02.487Z	538	538
2023-05-18T20:39:22.490Z	557	557
2023-05-18T20:39:42.493Z	572	573
2023-05-18T20:40:02.508Z	585	585
2023-05-18T20:40:22.512Z	593	593
2023-05-18T20:40:42.526Z	599	599
2023-05-18T20:41:02.529Z	600	600
2023-05-18T20:41:22.544Z	598	598
2023-05-18T20:41:42.549Z	592	592
2023-05-18T20:42:02.558Z	582	582
2023-05-18T20:42:22.561Z	569	569
2023-05-18T20:42:42.562Z	553	553
2023-05-18T20:43:02.570Z	533	533
2023-05-18T20:43:22.582Z	511	511
2023-05-18T20:43:42.591Z	486	486
2023-05-18T20:44:02.604Z	459	459
2023-05-18T20:44:22.614Z	429	430
2023-05-18T20:44:42.620Z	399	398
2023-05-18T20:45:02.622Z	367	367
2023-05-18T20:45:22.638Z	334	334
2023-05-18T20:45:42.652Z	301	301
2023-05-18T20:46:02.663Z	268	267
2023-05-18T20:46:22.671Z	234	235
2023-05-18T20:46:42.671Z	202	203
2023-05-18T20:47:02.682Z	172	171
2023-05-18T20:47:22.684Z	142	142
2023-05-18T20:47:42.695Z	115	115
2023-05-18T20:48:02.702Z	90	90
2023-05-18T20:48:22.712Z	67	68
2023-05-18T20:48:42.725Z	48	48
2023-05-18T20:49:02.729Z	31	31
2023-05-18T20:49:22.742Z	18	18
2023-05-18T20:49:42.757Z	9	8
2023-05-18T20:50:02.763Z	2	3
2023-05-18T20:50:22.772Z	0	0
2023-05-18T20:50:42.780Z	1	1
2023-05-18T20:51:02.783Z	6	6
2023-05-18T20:51:22.796Z	15	15
2023-05-18T20:51:42.802Z	27	27
2023-05-18T20:52:02.809Z	43	43
2023-05-18T20:52:22.821Z	61	61
2023-05-18T20:52:42.826Z	83	83
2023-05-18T20:53:02.840Z	107	107
2023-05-18T20:53:22.842Z	134	133
2023-05-18T20:53:42.856Z	163	163
2023-05-18T20:54:02.868Z	193	193
2023-05-18T20:54:22.873Z	225	224
2023-05-18T20:54:42.874Z	257	258
2023-05-18T20:55:02.890Z	291	291
2023-05-18T20:55:22.894Z	324	324
2023-05-18T20:55:42.905Z	357	357
2023-05-18T20:56:02.911Z	389	389
2023-05-18T20:56:22.917Z	421	420
2023-05-18T20:56:42.922Z	450	450
2023-05-18T20:57:02.929Z	478	479
2023-05-18T20:57:22.934Z	504	504
2023-05-18T20:57:42.934Z	527	527
2023-05-18T20:58:02.947Z	547	548
2023-05-18T20:58:22.948Z	565	565
2023-05-18T20:58:42.954Z	579	579
2023-05-18T20:59:02.964Z	589	589
2023-05-18T20:59:22.976Z	596	596
2023-05-18T20:59:42.980Z	600	600
2023-05-18T21:00:02.995Z	599	599
2023-05-18T21:00:23.009Z	595	595
2023-05-18T21:00:43.024Z	588	588
2023-05-18T21:01:03.036Z	576	577
2023-05-18T21:01:23.045Z	562	562
2023-05-18T21:01:43.050Z	544	544
2023-05-18T21:02:03.057Z	523	523
2023-05-18T21:02:23.068Z	500	499
2023-05-18T21:02:43.078Z	473	474
2023-05-18T21:03:03.084Z	446	445
2023-05-18T21:03:23.097Z	415	415
2023-05-18T21:03:43.109Z	383	384
2023-05-18T21:04:03.109Z	352	351
2023-05-18T21:04:23.123Z	318	318
2023-05-18T21:04:43.125Z	284	285
2023-05-18T21:05:03.134Z	252	251
2023-05-18T21:05:23.144Z	219	219
2023-05-18T21:05:43.149Z	188	187
2023-05-18T21:06:03.160Z	157	157
2023-05-18T21:06:23.165Z	129	129
2023-05-18T21:06:43.180Z	102	103
2023-05-18T21:07:03.193Z	79	79
2023-05-18T21:07:23.208Z	58	58
2023-05-18T21:07:43.215Z	40	39
2023-05-18T21:08:03.226Z	25	24
2023-05-18T21:08:23.232Z	13	13
2023-05-18T21:08:43.243Z	5	5
